,BackTrend,DoubleMA,LLT,Reverse,RUMI,VNSP
2012-04-09,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-10,9.247193202956246e-05,0.0,-6.73788177984334e-19,0.0,6.919024007530205e-06,0.0
2012-04-11,2.1425003680679858e-05,0.0,-0.0003639774884836096,5.139041469342435e-06,-8.69872289329155e-06,0.0
2012-04-12,0.00019143768306243377,0.0002763475198297881,0.0,4.055424315835074e-05,3.921345719431806e-05,0.0
2012-04-13,1.8811827742206934e-05,0.0,0.0,0.00011914605250874288,0.0,0.0
2012-04-16,-0.000207455716263613,0.0,-0.0008769465076555339,0.0,3.4491995916941908e-06,9.017333203143256e-06
2012-04-17,6.723607806002526e-06,0.0,-0.0028701516501131673,-0.0006410493833938265,0.0,-1.971046399969097e-05
2012-04-18,0.002461258404763677,0.0007604143277187083,0.00011403264295406501,0.0010092424428925974,2.2923463387028385e-05,8.053470941939608e-05
2012-04-19,-0.0003413363100705638,-0.00011778255402978332,-6.761669209535304e-05,0.00027348281720506953,0.0,0.0008203187585577449
2012-04-20,0.00045445519818064083,0.00037191208470267056,-8.074938477380763e-05,0.003596385848974978,0.0,0.0005943526479015852
2012-04-23,-0.000368306716907445,-3.894879535223319e-05,-0.00025195440331191434,-4.5071813732596926e-05,0.0,0.00041858025244084367
2012-04-24,0.0002634629233384962,-9.737584752976892e-05,-0.0005418049062275948,9.179989184057541e-05,-0.00025127718725609605,0.0004509064568397873
2012-04-25,-3.6459439258292186e-05,-0.00016668956826002742,-0.00016465529857897444,0.00040228008508100325,-0.0001200670168177003,0.002607269621829097
2012-04-26,-0.00010354919274941542,-7.093084756050722e-05,-9.426888103678662e-05,8.932775416603626e-05,0.0,0.0010951907344386972
2012-04-27,0.0003528381394224414,-0.00010827920613815223,-0.0005411995967992451,0.002723903440842851,0.0,0.0029099501957831346
2012-05-02,-0.00026363473278572566,-0.00013242774229075418,0.00023565992342837374,0.001421668626566616,3.1078513014374343e-06,0.007295023752903687
2012-05-03,8.088049905545167e-06,-6.133038608390501e-05,0.0002945634707705326,0.0029270608931729718,5.076838088351387e-05,0.00309392026085601
2012-05-04,0.0004403036598652051,6.0693360003026226e-05,0.0005196350076260506,0.0007344510744681451,-0.00024201358705008323,0.000941370427932848
2012-05-07,-1.113172511245273e-05,-1.280123902478885e-05,-2.1997294006744676e-06,0.0005622801047380657,3.114750087439481e-05,0.0029038736034065348
2012-05-08,-1.2174678557083598e-05,-4.583242865005021e-05,0.0013187971904014808,0.00019701890853662704,1.6189148766329002e-05,0.0016214048423728133
2012-05-09,-5.1116029228507564e-05,-0.0002150315549516206,-0.0017124304000282892,-0.0006159912390041619,-0.00018843390820403816,-0.0015727632986299533
2012-05-10,-0.001436507880052988,-0.0027871144793193683,0.008014940873729243,0.0,-4.035380299573794e-05,0.006627392917557469
