,date,close,average,turnover_ratio,market_cap
0,2005-01-04,82.69,81.86,0.0977,53.2644
1,2005-01-05,82.94,83.02,0.0915,53.4255
2,2005-01-06,82.19,82.33,0.1407,52.9423
3,2005-01-07,83.61,83.48,0.3904,53.8551
4,2005-01-10,84.11,84.06,0.0879,54.1772
5,2005-01-11,82.86,83.63,0.1481,53.3718
6,2005-01-12,83.61,83.5,0.0752,53.8551
7,2005-01-13,83.86,83.29,0.0912,54.0162
8,2005-01-14,83.36,83.64,0.2353,53.694
9,2005-01-17,82.53,81.8,0.1852,53.1571
10,2005-01-18,79.69,79.15,0.291,51.3315
11,2005-01-19,78.61,78.2,0.2567,50.6334
12,2005-01-20,78.11,77.56,0.1362,50.3113
13,2005-01-21,81.61,78.43,0.3017,52.5664
14,2005-01-24,82.36,81.9,0.2688,53.0497
15,2005-01-25,81.61,81.52,0.1624,52.5664
16,2005-01-26,82.61,82.33,0.1783,53.2108
17,2005-01-27,82.61,82.33,0.0658,53.2108
18,2005-01-28,82.61,81.92,0.1032,53.2108
19,2005-01-31,80.44,80.9,0.1177,51.8147
20,2005-02-01,81.36,81.11,0.0597,52.4053
21,2005-02-02,87.28,84.27,0.5262,56.2176
22,2005-02-03,85.53,85.93,0.4513,55.09
23,2005-02-04,87.28,86.38,0.3296,56.2176
24,2005-02-16,87.94,87.71,0.7227,56.6472
25,2005-02-17,87.53,86.35,0.1805,56.3787
26,2005-02-18,87.19,87.27,0.1265,56.1639
27,2005-02-21,90.11,88.8,0.3875,58.0432
28,2005-02-22,91.53,91.05,0.2771,58.956
29,2005-02-23,90.7,90.21,0.3677,58.4191
30,2005-02-24,89.03,89.52,0.5418,57.3452
31,2005-02-25,88.61,88.89,0.4964,57.0767
32,2005-02-28,86.28,86.33,1.3017,55.5733
33,2005-03-01,85.86,85.83,0.3037,55.3048
34,2005-03-02,84.11,84.55,0.737,54.1772
35,2005-03-03,83.36,83.25,0.559,53.694
36,2005-03-04,82.94,83.01,0.5779,53.4255
37,2005-03-07,83.28,83.06,0.5618,53.6403
38,2005-03-08,85.03,84.03,0.6703,54.7679
39,2005-03-09,85.44,85.21,1.0407,55.0363
40,2005-03-10,81.78,82.16,1.478,52.6738
41,2005-03-11,81.61,81.32,0.4271,52.5664
42,2005-03-14,81.94,80.72,0.6515,52.7812
43,2005-03-15,79.78,80.22,0.3048,51.3852
44,2005-03-16,76.77,77.93,0.5006,49.4522
45,2005-03-17,75.02,74.6,1.0511,48.3246
46,2005-03-18,75.44,74.78,0.415,48.5931
47,2005-03-21,75.69,75.7,0.2872,48.7542
48,2005-03-22,74.69,74.6,0.4103,48.1098
49,2005-03-23,74.52,74.82,0.2896,48.0024
50,2005-03-24,74.86,73.29,0.352,48.2172
51,2005-03-25,75.27,75.08,0.39,48.4857
52,2005-03-28,75.69,75.13,0.1696,48.7542
53,2005-03-30,75.02,74.41,0.3035,48.3246
54,2005-03-31,75.02,74.45,0.1546,48.3246
55,2005-04-01,78.78,77.62,0.6021,50.7408
56,2005-04-04,77.52,77.61,0.2339,49.9354
57,2005-04-05,75.44,75.63,0.233,48.5931
58,2005-04-06,76.27,76.01,0.6157,49.13
59,2005-04-07,77.27,77.23,0.7039,49.7743
60,2005-04-08,79.53,77.87,0.602,49.1837
61,2005-04-11,79.27,79.19,0.4668,49.0226
62,2005-04-12,78.57,78.49,0.2665,48.5931
63,2005-04-13,79.87,80.14,0.8305,49.3985
64,2005-04-14,81.35,81.18,0.469,50.3113
65,2005-04-15,78.92,79.32,0.4257,48.8078
66,2005-04-18,78.92,78.48,0.2507,48.8078
67,2005-04-19,81.7,81.2,0.6601,50.5261
68,2005-04-20,83.17,82.77,0.7307,51.4389
69,2005-04-21,81.87,82.23,0.6745,50.6334
70,2005-04-22,83.0,82.55,0.427,51.3315
71,2005-04-25,85.6,84.97,0.8075,52.9423
72,2005-04-26,86.13,86.41,0.821,53.2644
73,2005-04-27,90.29,89.19,1.6039,55.8418
74,2005-04-28,90.38,90.23,0.8334,55.8955
75,2005-04-29,88.47,89.13,0.3451,54.7142
76,2005-05-09,86.82,86.02,0.7074,53.694
77,2005-05-10,87.51,86.47,0.1956,54.1236
78,2005-05-11,87.69,87.6,0.1367,54.2309
79,2005-05-12,85.6,86.48,0.7135,52.9423
80,2005-05-13,85.6,85.57,0.342,52.9423
81,2005-05-16,86.82,86.33,0.6311,53.694
82,2005-05-17,86.3,86.58,0.2294,53.3718
83,2005-05-18,86.04,85.34,0.2889,53.2108
84,2005-05-19,85.78,85.43,0.0421,53.0497
85,2005-05-20,88.73,88.69,0.4192,54.8753
86,2005-05-23,87.51,86.7,0.3087,54.1236
87,2005-05-24,87.78,88.65,0.4419,54.2846
88,2005-05-25,89.08,88.4,0.3964,55.09
89,2005-05-26,86.73,86.99,0.1552,53.6403
90,2005-05-27,81.78,84.09,0.8344,50.5797
91,2005-05-31,81.52,80.43,0.3538,50.4187
92,2005-06-01,80.57,80.43,0.4249,49.828
93,2005-06-02,77.01,77.06,0.4069,47.6266
94,2005-06-03,78.31,77.63,0.2458,48.432
95,2005-06-06,79.87,78.93,0.2961,49.3985
96,2005-06-07,80.31,81.13,0.4816,49.6669
97,2005-06-08,85.34,84.49,0.7112,52.7812
98,2005-06-09,84.65,84.39,0.6348,52.3516
99,2005-06-10,84.22,83.91,0.3538,52.0832
100,2005-06-13,83.95,83.33,0.1732,51.9221
101,2005-06-14,83.26,84.06,0.1532,51.4925
102,2005-06-15,82.65,82.21,0.1327,51.1167
103,2005-06-16,83.87,83.62,0.1851,51.8684
104,2005-06-17,84.13,84.31,0.5686,52.0295
105,2005-06-20,87.86,85.99,0.7214,54.3383
106,2005-06-21,86.73,86.95,0.4737,53.6403
107,2005-06-22,88.47,88.78,0.5702,54.7142
108,2005-06-23,88.64,89.21,0.5207,54.8216
109,2005-06-24,86.82,86.94,0.1368,53.694
110,2005-06-27,87.34,88.39,0.1346,54.0162
111,2005-06-28,88.56,88.29,0.2011,54.7679
112,2005-06-29,88.47,88.45,0.0872,54.7142
113,2005-06-30,88.64,89.2,0.5521,54.8216
114,2005-07-01,87.51,87.66,0.1775,54.1236
115,2005-07-04,86.73,86.24,0.1514,53.6403
116,2005-07-05,86.82,86.48,0.0544,53.694
117,2005-07-06,86.56,85.38,0.2047,53.5329
118,2005-07-07,86.82,86.25,0.0315,53.694
119,2005-07-08,86.3,85.3,0.115,53.3718
120,2005-07-11,87.25,87.06,0.6138,53.9625
121,2005-07-12,88.73,87.57,0.4578,54.8753
122,2005-07-13,88.56,88.44,0.1484,54.7679
123,2005-07-14,89.77,89.46,0.3174,55.5196
124,2005-07-15,88.82,90.03,0.3628,54.929
125,2005-07-18,89.42,88.53,0.203,55.3048
126,2005-07-19,89.42,89.47,0.1124,55.3048
127,2005-07-20,89.34,89.37,0.2976,55.2511
128,2005-07-21,89.6,89.52,0.0867,55.4122
129,2005-07-22,87.78,86.0,1.5235,54.2846
130,2005-07-25,84.3,85.15,0.9284,52.1369
131,2005-07-26,85.95,85.24,0.8735,53.1571
132,2005-07-27,89.08,88.46,0.3788,55.09
133,2005-07-28,90.29,90.32,0.555,55.8418
134,2005-07-29,90.47,90.1,0.1907,55.9491
135,2005-08-01,91.07,90.86,0.2866,56.325
136,2005-08-02,91.51,90.41,0.1435,56.5935
137,2005-08-03,90.81,91.03,0.1964,56.1639
138,2005-08-04,89.42,89.06,0.6088,55.3048
139,2005-08-05,86.82,87.52,1.921,53.694
140,2005-08-08,86.82,86.84,2.1364,53.694
141,2005-08-09,87.34,86.91,0.4823,54.0162
142,2005-08-10,87.34,87.12,0.4387,54.0162
143,2005-08-11,88.47,88.33,1.2513,54.7142
144,2005-08-12,87.43,88.15,0.935,54.0699
145,2005-08-15,88.38,87.2,0.4273,54.6605
146,2005-08-16,91.86,90.54,1.7437,56.8083
147,2005-08-17,93.59,93.01,1.2061,57.8821
148,2005-08-18,90.55,92.6,1.6018,56.0028
149,2005-08-19,91.94,91.11,0.9165,56.8619
150,2005-08-22,92.46,92.58,0.7449,57.1841
151,2005-08-23,92.46,92.27,0.1876,57.1841
152,2005-08-24,93.94,94.13,0.7424,58.0969
153,2005-08-25,92.03,92.41,0.6837,56.9156
154,2005-08-26,92.38,91.71,0.2411,57.1304
155,2005-08-29,91.16,91.41,0.1361,56.3787
156,2005-08-30,90.9,90.12,0.3136,56.2176
157,2005-08-31,91.51,90.78,0.1696,56.5935
158,2005-09-01,93.77,92.94,0.635,57.9895
159,2005-09-02,95.42,94.92,0.7062,59.0097
160,2005-09-05,95.07,94.22,0.2305,58.7949
161,2005-09-06,93.94,93.67,0.3781,58.0969
162,2005-09-07,95.85,95.49,0.4737,59.2782
163,2005-09-08,95.94,95.54,0.1881,59.3319
164,2005-09-09,94.89,94.89,0.1944,58.6875
165,2005-09-12,94.03,93.78,0.3678,58.1506
166,2005-09-13,94.63,94.36,0.4813,58.5265
167,2005-09-14,95.94,95.18,0.2381,59.3319
168,2005-09-15,94.37,94.54,0.2475,58.3654
169,2005-09-16,95.5,95.23,0.268,59.0634
170,2005-09-19,95.15,94.74,0.1647,58.8486
171,2005-09-20,93.42,93.68,0.1454,57.7747
172,2005-09-21,92.72,91.45,0.8784,57.3452
173,2005-09-22,92.29,91.51,0.2544,57.0767
174,2005-09-23,91.77,91.27,0.3232,56.7546
175,2005-09-26,90.21,90.23,0.5179,55.7881
176,2005-09-27,86.82,87.5,0.7862,53.694
177,2005-09-28,87.08,87.02,0.1745,53.8551
178,2005-09-29,87.6,87.77,0.1416,54.1772
179,2005-09-30,87.51,88.03,0.2045,54.1236
180,2005-10-10,86.65,86.23,0.092,53.5866
181,2005-10-11,87.17,87.2,0.1878,53.9088
