,date,close,average,turnover_ratio,market_cap
0,2005-01-04,5.09,5.13,0.198,5.2395
1,2005-01-05,5.16,5.16,0.1429,5.3025
2,2005-01-06,5.15,5.13,0.1447,5.292
3,2005-01-07,5.2,5.19,0.1778,5.3445
4,2005-01-10,5.26,5.24,0.0649,5.4075
5,2005-01-11,5.24,5.24,0.2444,5.3865
6,2005-01-12,5.25,5.23,0.0582,5.397
7,2005-01-13,5.25,5.23,0.0861,5.397
8,2005-01-14,5.2,5.26,0.1255,5.3445
9,2005-01-17,5.06,5.11,0.1995,5.208
10,2005-01-18,5.17,5.13,0.1021,5.313
11,2005-01-19,5.15,5.15,0.1408,5.292
12,2005-01-20,5.07,5.07,0.1665,5.2185
13,2005-01-21,5.21,5.09,0.2753,5.355
14,2005-01-24,5.29,5.28,0.3176,5.439
15,2005-01-25,5.21,5.2,0.1338,5.355
16,2005-01-26,5.13,5.14,0.1496,5.271
17,2005-01-27,5.07,5.09,0.1492,5.2185
18,2005-01-28,5.0,5.02,0.1816,5.145
19,2005-01-31,4.79,4.84,0.2535,4.9245
20,2005-02-01,4.75,4.77,0.0751,4.8825
21,2005-02-02,5.02,4.9,0.3346,5.166
22,2005-02-03,4.89,4.94,0.2583,5.0295
23,2005-02-04,4.92,4.92,0.1451,5.061
24,2005-02-16,4.97,4.98,0.0782,5.1135
25,2005-02-17,4.95,4.93,0.0842,5.0925
26,2005-02-18,4.89,4.89,0.1592,5.0295
27,2005-02-21,4.95,4.88,0.2499,5.0925
28,2005-02-22,5.07,5.02,0.5255,5.2185
29,2005-02-23,5.17,5.12,0.6849,5.313
30,2005-02-24,5.21,5.18,0.376,5.355
31,2005-02-25,5.17,5.2,0.666,5.313
32,2005-02-28,5.16,5.17,0.2708,5.3025
33,2005-03-01,5.17,5.15,0.139,5.313
34,2005-03-02,5.13,5.15,0.3678,5.271
35,2005-03-03,5.14,5.08,0.3735,5.2815
36,2005-03-04,5.12,5.12,0.2725,5.2605
37,2005-03-07,5.15,5.14,0.2753,5.292
38,2005-03-08,5.24,5.18,0.5251,5.3865
39,2005-03-09,5.31,5.26,0.7366,5.46
40,2005-03-10,5.13,5.21,0.3886,5.271
41,2005-03-11,5.13,5.1,0.3913,5.271
42,2005-03-14,5.03,5.03,0.2444,5.1765
43,2005-03-15,4.9,4.93,0.4237,5.04
44,2005-03-16,4.88,4.88,0.1538,5.019
45,2005-03-17,4.81,4.84,0.2827,4.9455
46,2005-03-18,4.66,4.69,0.4169,4.788
47,2005-03-21,4.64,4.61,0.3402,4.767
48,2005-03-22,4.42,4.47,0.4452,4.5465
49,2005-03-23,4.46,4.47,0.32,4.5885
50,2005-03-24,4.49,4.46,0.2012,4.62
51,2005-03-25,4.53,4.5,0.3025,4.662
52,2005-03-28,4.5,4.47,0.2727,4.6305
53,2005-03-29,4.46,4.49,0.2434,4.5885
54,2005-03-30,4.21,4.28,0.4642,4.326
55,2005-03-31,4.25,4.19,0.368,4.368
56,2005-04-01,4.42,4.33,0.489,4.5465
