,date,close,average,turnover_ratio,market_cap
0,2010-11-02,63.25,60.89,77.0727,351.67
1,2010-11-03,61.99,63.41,39.3191,344.6644
2,2010-11-04,64.29,62.47,30.202,357.4524
3,2010-11-05,66.33,66.97,28.5764,368.7948
4,2010-11-08,72.96,71.11,28.9728,405.6576
5,2010-11-09,75.0,72.95,27.8789,417.0
6,2010-11-10,74.42,74.85,15.5082,413.7752
7,2010-11-11,71.65,73.27,17.1498,398.374
8,2010-11-12,65.98,67.49,24.0239,366.8488
9,2010-11-15,66.72,66.18,12.8571,370.9632
10,2010-11-16,64.2,66.71,13.5349,356.952
11,2010-11-17,61.48,62.75,8.8286,341.8288
12,2010-11-18,62.97,62.38,7.9715,350.1132
13,2010-11-19,63.15,62.39,9.4823,351.114
14,2010-11-22,64.87,64.61,10.6982,360.6772
15,2010-11-23,62.7,62.73,8.2712,348.612
16,2010-11-24,64.86,64.28,7.7329,360.6216
17,2010-11-25,66.08,65.51,8.4671,367.4048
18,2010-11-26,63.95,64.62,7.5801,355.562
19,2010-11-29,63.35,62.94,7.7721,352.226
20,2010-11-30,62.06,62.1,8.3412,345.0536
21,2010-12-01,62.44,62.36,5.2459,347.1664
22,2010-12-02,63.0,63.44,6.1328,350.28
23,2010-12-03,63.64,63.85,6.0769,353.8384
24,2010-12-06,62.0,62.47,4.9871,344.72
25,2010-12-07,62.38,61.33,5.5977,346.8328
26,2010-12-08,61.0,61.35,4.4928,339.16
27,2010-12-09,58.75,59.95,5.5641,326.65
28,2010-12-13,62.9,61.66,7.4191,349.724
29,2010-12-14,62.85,62.52,3.7509,349.446
30,2010-12-15,63.13,63.42,5.0412,351.0028
31,2010-12-16,63.55,63.42,3.9003,353.338
32,2010-12-17,65.48,65.05,8.1303,364.0688
33,2010-12-20,63.46,63.89,7.4376,352.8376
34,2010-12-21,64.98,64.0,6.1571,361.2888
35,2010-12-22,63.91,64.22,4.0542,355.3396
36,2010-12-23,62.2,63.02,4.6652,345.832
37,2010-12-24,61.37,61.23,3.4135,341.2172
38,2010-12-27,62.14,62.78,6.0896,345.4984
39,2010-12-28,63.01,63.15,5.6327,350.3356
40,2010-12-29,63.89,63.61,3.9301,355.2284
41,2010-12-30,63.38,63.1,3.5666,352.3928
42,2010-12-31,63.96,63.58,4.1405,355.6176
43,2011-01-04,64.28,64.23,4.7542,357.3968
44,2011-01-05,65.59,65.62,7.502,364.6804
45,2011-01-06,63.8,64.53,5.9327,354.728
46,2011-01-07,64.18,64.62,4.3217,356.8408
47,2011-01-10,62.93,63.97,2.9258,349.8908
48,2011-01-11,61.37,61.48,3.9353,341.2172
49,2011-01-12,61.51,61.53,1.8332,341.9956
50,2011-01-13,61.87,61.98,1.6982,343.9972
51,2011-01-14,60.0,60.3,3.0049,333.6
52,2011-01-17,58.89,59.29,2.1358,327.4284
53,2011-01-18,59.25,59.19,1.1667,329.43
54,2011-01-19,60.98,60.6,2.6083,339.0488
55,2011-01-20,59.12,60.05,2.2084,328.7072
56,2011-01-21,59.72,59.27,2.0601,332.0432
57,2011-01-24,61.28,62.04,4.2468,340.7168
58,2011-01-25,59.3,59.57,3.901,329.708
59,2011-01-26,59.66,59.42,1.933,331.7096
60,2011-01-27,60.68,60.23,2.951,337.3808
61,2011-01-28,60.68,60.89,2.4151,337.3808
62,2011-01-31,60.43,59.87,2.7039,335.9908
63,2011-02-01,60.43,60.45,1.7015,335.9908
64,2011-02-09,58.11,59.08,6.7774,323.0916
65,2011-02-10,60.35,59.4,5.3033,335.546
66,2011-02-11,61.14,60.73,4.5847,339.9384
67,2011-02-14,62.0,61.61,5.505,344.72
68,2011-02-15,62.9,63.53,6.8673,349.724
69,2011-02-16,65.86,64.6,8.9977,366.1816
70,2011-02-17,68.0,67.82,12.5386,378.08
71,2011-02-18,69.37,69.72,10.884,385.6972
72,2011-02-21,70.1,70.77,9.6354,389.756
73,2011-02-22,66.6,67.91,10.2834,370.296
74,2011-02-23,73.26,71.36,14.7764,407.3256
75,2011-02-24,70.5,70.71,10.6865,391.98
76,2011-02-25,70.2,69.71,7.7024,390.312
77,2011-02-28,71.98,71.68,10.9433,400.2088
