,date,close,average,turnover_ratio,market_cap
0,2020-08-12,157.0,162.83,58.2654,654.1907
1,2020-08-13,137.88,143.76,34.6326,574.5211
2,2020-08-14,139.0,140.58,12.9493,579.1879
3,2020-08-17,133.9,134.15,15.7564,557.9372
4,2020-08-18,138.79,136.47,17.3963,578.3129
5,2020-08-19,132.61,134.48,10.1602,552.562
6,2020-08-20,127.72,129.85,9.6169,532.1862
7,2020-08-21,128.54,128.44,4.9396,535.603
8,2020-08-24,121.14,122.54,8.4885,504.7685
9,2020-08-25,117.31,117.99,9.8426,488.8096
10,2020-08-26,114.67,116.71,5.3236,477.8092
11,2020-08-27,111.65,112.38,7.3673,465.2254
12,2020-08-28,107.9,108.59,7.1016,449.5999
13,2020-08-31,110.21,110.71,4.9405,459.2252
14,2020-09-01,110.55,109.92,3.2643,460.6419
15,2020-09-02,108.71,109.18,3.4276,452.975
16,2020-09-03,113.83,114.82,8.9056,474.3091
17,2020-09-04,113.5,112.92,3.3625,472.934
18,2020-09-07,112.07,113.85,3.7187,466.9755
19,2020-09-08,109.42,109.66,3.3193,455.9334
20,2020-09-09,100.48,103.83,7.7122,418.682
21,2020-09-10,98.96,100.43,3.8333,412.3485
22,2020-09-11,102.2,100.56,3.4951,425.849
23,2020-09-14,102.36,103.02,2.6728,426.5157
24,2020-09-15,102.72,102.67,3.2061,428.0157
25,2020-09-16,102.51,102.59,2.5938,427.1407
26,2020-09-17,106.89,106.08,6.7498,445.3914
27,2020-09-18,106.71,106.45,3.5152,444.6413
28,2020-09-21,105.82,106.12,2.0135,440.9329
29,2020-09-22,101.9,102.77,3.8622,424.5989
30,2020-09-23,102.42,102.44,2.3407,426.7657
31,2020-09-24,99.97,100.35,2.5154,416.557
32,2020-09-25,99.1,99.58,1.5143,412.9318
33,2020-09-28,98.22,99.51,2.2709,409.265
34,2020-09-29,98.2,98.63,1.8813,409.1817
35,2020-09-30,97.65,98.18,1.8533,406.8899
36,2020-10-09,100.25,99.61,2.3644,417.7237
37,2020-10-12,104.49,104.63,5.1727,435.391
38,2020-10-13,104.68,104.39,2.2514,436.1827
39,2020-10-14,102.73,103.38,2.1813,428.0574
40,2020-10-15,100.37,101.5,2.6626,418.2237
41,2020-10-16,100.09,100.0,2.0639,417.057
42,2020-10-19,100.1,100.6,1.8023,417.0987
43,2020-10-20,99.18,98.72,2.7242,413.2652
44,2020-10-21,98.9,99.52,2.4545,412.0985
45,2020-10-22,97.6,97.75,2.3719,406.6816
46,2020-10-23,95.27,96.32,3.515,396.9729
47,2020-10-26,94.67,94.49,2.1142,394.4728
48,2020-10-27,95.2,95.15,1.5197,396.6812
49,2020-10-28,92.96,93.15,3.3486,387.3476
50,2020-10-29,92.0,91.72,2.7068,383.3474
51,2020-10-30,90.1,91.11,3.3959,375.4305
52,2020-11-02,89.01,89.15,3.336,370.8886
53,2020-11-03,91.82,91.2,2.2045,382.5974
54,2020-11-04,90.82,91.14,1.9349,378.4306
55,2020-11-05,92.53,92.01,2.2558,385.5558
56,2020-11-06,90.9,91.41,1.9109,378.7639
57,2020-11-09,93.5,93.02,3.0295,389.5976
58,2020-11-10,97.65,97.61,6.7452,406.8899
59,2020-11-11,99.9,100.83,7.3914,416.2653
60,2020-11-12,98.76,100.74,5.0041,411.5151
61,2020-11-13,101.92,100.82,4.565,424.6823
62,2020-11-16,101.57,101.1,2.7176,423.2239
63,2020-11-17,97.84,98.24,4.257,407.6816
64,2020-11-18,97.9,97.71,1.931,407.9317
65,2020-11-19,98.52,98.0,2.268,410.5151
66,2020-11-20,98.03,97.77,1.6215,408.4733
67,2020-11-23,99.7,99.56,2.9046,415.4319
68,2020-11-24,98.75,99.0,1.5746,411.4735
69,2020-11-25,97.7,97.91,1.8908,407.0983
70,2020-11-26,96.89,97.1,1.7068,403.7232
71,2020-11-27,95.81,96.41,1.4366,399.223
72,2020-11-30,96.16,96.3,1.3406,400.6814
73,2020-12-01,96.28,96.14,1.1483,401.1814
74,2020-12-02,95.28,95.59,1.9746,397.0146
75,2020-12-03,94.18,94.54,1.537,392.4311
76,2020-12-04,93.71,93.69,1.2689,390.4727
77,2020-12-07,94.24,94.62,1.6033,392.6811
78,2020-12-08,92.97,93.26,1.6304,387.3892
79,2020-12-09,90.82,91.28,2.0785,378.4306
80,2020-12-10,90.9,90.95,1.0838,378.7639
81,2020-12-11,91.52,91.4,1.7273,381.3473
82,2020-12-14,91.58,91.13,1.1413,381.5974
83,2020-12-15,93.74,93.37,1.8974,390.5977
84,2020-12-16,92.57,92.98,1.1911,385.7225
85,2020-12-17,91.66,91.28,1.6092,381.9307
86,2020-12-18,90.06,90.6,1.3832,375.2638
