2007-01-01,2008-01-01,2009-01-01,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,2021-01-01,2022-01-01,2023-01-01
sh.601988,sh.601628,sh.601808,sh.601808,sh.601766,sh.601866,sh.601928,sh.601998,sz.000100,sz.000061,sz.000402,sz.000338,sz.000338,sz.000100,sz.000333,sz.000166,sz.000596
sz.000001,sh.601666,sh.601857,sh.601857,sh.601788,sh.601888,sh.601933,sh.603000,sz.000156,sz.000063,sz.000413,sz.000402,sz.000402,sz.000157,sz.000338,sz.000333,sz.000625
sz.000002,sh.601699,sh.601866,sh.601866,sh.601801,sh.601898,sh.601939,sh.603993,sz.000157,sz.000069,sz.000415,sz.000413,sz.000408,sz.000166,sz.000425,sz.000338,sz.000651
sz.000009,sh.601857,sh.601872,sh.601872,sh.601808,sh.601899,sh.601958,sz.000001,sz.000333,sz.000100,sz.000423,sz.000415,sz.000413,sz.000333,sz.000538,sz.000425,sz.000661
sz.000012,sh.601872,sh.601898,sh.601898,sh.601857,sh.601918,sh.601988,sz.000002,sz.000338,sz.000156,sz.000425,sz.000423,sz.000415,sz.000338,sz.000568,sz.000538,sz.000703
sz.000021,sh.601988,sh.601918,sh.601899,sh.601866,sh.601919,sh.601989,sz.000009,sz.000400,sz.000157,sz.000503,sz.000425,sz.000423,sz.000413,sz.000596,sz.000568,sz.000708
sz.000022,sh.601991,sh.601919,sh.601918,sh.601872,sh.601933,sh.601991,sz.000012,sz.000401,sz.000166,sz.000538,sz.000503,sz.000425,sz.000415,sz.000625,sz.000596,sz.000725
sz.000024,sh.601998,sh.601939,sh.601919,sh.601877,sh.601939,sh.601992,sz.000024,sz.000402,sz.000333,sz.000540,sz.000538,sz.000503,sz.000423,sz.000627,sz.000625,sz.000768
sz.000027,sz.000001,sh.601988,sh.601939,sh.601888,sh.601958,sh.601998,sz.000039,sz.000413,sz.000338,sz.000555,sz.000540,sz.000538,sz.000425,sz.000651,sz.000651,sz.000776
sz.000029,sz.000002,sh.601991,sh.601958,sh.601898,sh.601988,sz.000001,sz.000046,sz.000423,sz.000400,sz.000559,sz.000559,sz.000553,sz.000538,sz.000656,sz.000656,sz.000786
sz.000031,sz.000009,sh.601998,sh.601988,sh.601899,sh.601989,sz.000002,sz.000060,sz.000425,sz.000402,sz.000568,sz.000568,sz.000568,sz.000568,sz.000661,sz.000661,sz.000792
sz.000036,sz.000012,sz.000001,sh.601991,sh.601918,sh.601998,sz.000009,sz.000061,sz.000503,sz.000413,sz.000623,sz.000623,sz.000625,sz.000596,sz.000671,sz.000703,sz.000800
sz.000039,sz.000021,sz.000002,sh.601998,sh.601919,sz.000001,sz.000012,sz.000063,sz.000536,sz.000415,sz.000625,sz.000625,sz.000627,sz.000625,sz.000703,sz.000708,sz.000858
sz.000059,sz.000024,sz.000009,sz.000001,sh.601939,sz.000002,sz.000021,sz.000069,sz.000538,sz.000423,sz.000627,sz.000627,sz.000630,sz.000627,sz.000708,sz.000725,sz.000876
sz.000060,sz.000027,sz.000012,sz.000002,sh.601958,sz.000009,sz.000024,sz.000100,sz.000559,sz.000425,sz.000630,sz.000630,sz.000651,sz.000629,sz.000723,sz.000728,sz.000877
sz.000061,sz.000029,sz.000021,sz.000009,sh.601988,sz.000012,sz.000039,sz.000156,sz.000562,sz.000503,sz.000651,sz.000651,sz.000661,sz.000630,sz.000725,sz.000768,sz.000895
sz.000063,sz.000031,sz.000024,sz.000012,sh.601989,sz.000021,sz.000046,sz.000157,sz.000568,sz.000538,sz.000671,sz.000671,sz.000671,sz.000651,sz.000728,sz.000776,sz.000938
sz.000066,sz.000036,sz.000027,sz.000021,sh.601991,sz.000024,sz.000059,sz.000333,sz.000581,sz.000539,sz.000686,sz.000686,sz.000703,sz.000656,sz.000768,sz.000783,sz.000963
sz.000068,sz.000039,sz.000031,sz.000024,sh.601998,sz.000027,sz.000060,sz.000338,sz.000598,sz.000540,sz.000709,sz.000709,sz.000709,sz.000661,sz.000776,sz.000786,sz.000977
sz.000069,sz.000046,sz.000036,sz.000027,sz.000001,sz.000031,sz.000061,sz.000400,sz.000623,sz.000559,sz.000712,sz.000723,sz.000725,sz.000671,sz.000783,sz.000800,sz.001289
sz.000088,sz.000059,sz.000039,sz.000031,sz.000002,sz.000039,sz.000063,sz.000401,sz.000625,sz.000568,sz.000718,sz.000725,sz.000728,sz.000703,sz.000786,sz.000858,sz.001979
sz.000089,sz.000060,sz.000046,sz.000039,sz.000009,sz.000059,sz.000069,sz.000402,sz.000629,sz.000581,sz.000725,sz.000728,sz.000768,sz.000709,sz.000858,sz.000860,sz.002001
sz.000099,sz.000061,sz.000059,sz.000046,sz.000012,sz.000060,sz.000100,sz.000423,sz.000630,sz.000598,sz.000728,sz.000738,sz.000776,sz.000723,sz.000860,sz.000876,sz.002007
sz.000100,sz.000063,sz.000060,sz.000059,sz.000021,sz.000061,sz.000157,sz.000425,sz.000651,sz.000623,sz.000738,sz.000750,sz.000783,sz.000725,sz.000876,sz.000895,sz.002008
sz.000157,sz.000066,sz.000061,sz.000060,sz.000024,sz.000063,sz.000338,sz.000528,sz.000686,sz.000625,sz.000750,sz.000768,sz.000786,sz.000728,sz.000895,sz.000938,sz.002027
sz.000400,sz.000068,sz.000063,sz.000061,sz.000027,sz.000069,sz.000401,sz.000536,sz.000709,sz.000629,sz.000768,sz.000776,sz.000792,sz.000768,sz.000938,sz.000963,sz.002032
sz.000401,sz.000069,sz.000069,sz.000063,sz.000031,sz.000100,sz.000402,sz.000538,sz.000725,sz.000630,sz.000776,sz.000783,sz.000826,sz.000776,sz.000961,sz.000977,sz.002049
sz.000402,sz.000088,sz.000088,sz.000069,sz.000039,sz.000157,sz.000422,sz.000562,sz.000728,sz.000651,sz.000778,sz.000792,sz.000839,sz.000783,sz.000963,sz.001979,sz.002050
sz.000410,sz.000089,sz.000089,sz.000089,sz.000046,sz.000338,sz.000423,sz.000568,sz.000729,sz.000686,sz.000783,sz.000826,sz.000858,sz.000786,sz.000977,sz.002001,sz.002064
sz.000422,sz.000157,sz.000157,sz.000100,sz.000059,sz.000401,sz.000425,sz.000581,sz.000750,sz.000709,sz.000792,sz.000839,sz.000876,sz.000858,sz.001979,sz.002007,sz.002074
sz.000423,sz.000400,sz.000301,sz.000157,sz.000060,sz.000402,sz.000527,sz.000596,sz.000768,sz.000712,sz.000793,sz.000858,sz.000895,sz.000876,sz.002001,sz.002008,sz.002120
sz.000425,sz.000401,sz.000338,sz.000301,sz.000061,sz.000422,sz.000528,sz.000598,sz.000776,sz.000725,sz.000800,sz.000876,sz.000898,sz.000895,sz.002007,sz.002024,sz.002129
sz.000488,sz.000402,sz.000401,sz.000338,sz.000063,sz.000423,sz.000538,sz.000623,sz.000778,sz.000728,sz.000826,sz.000895,sz.000938,sz.000898,sz.002008,sz.002027,sz.002142
sz.000503,sz.000410,sz.000402,sz.000401,sz.000069,sz.000425,sz.000559,sz.000625,sz.000783,sz.000729,sz.000839,sz.000898,sz.000959,sz.000938,sz.002024,sz.002032,sz.002179
sz.000518,sz.000422,sz.000410,sz.000402,sz.000089,sz.000527,sz.000562,sz.000629,sz.000792,sz.000738,sz.000858,sz.000938,sz.000961,sz.000961,sz.002027,sz.002044,sz.002202
sz.000520,sz.000425,sz.000422,sz.000422,sz.000100,sz.000528,sz.000568,sz.000630,sz.000793,sz.000750,sz.000876,sz.000959,sz.000963,sz.000963,sz.002032,sz.002049,sz.002230
sz.000527,sz.000488,sz.000423,sz.000423,sz.000157,sz.000536,sz.000581,sz.000651,sz.000800,sz.000768,sz.000895,sz.000961,sz.000983,sz.001979,sz.002044,sz.002050,sz.002236
sz.000528,sz.000503,sz.000425,sz.000425,sz.000338,sz.000538,sz.000623,sz.000656,sz.000825,sz.000776,sz.000917,sz.000963,sz.001965,sz.002001,sz.002049,sz.002120,sz.002241
sz.000538,sz.000527,sz.000488,sz.000488,sz.000401,sz.000559,sz.000625,sz.000686,sz.000826,sz.000778,sz.000938,sz.000983,sz.001979,sz.002007,sz.002050,sz.002129,sz.002252
sz.000539,sz.000528,sz.000503,sz.000527,sz.000402,sz.000562,sz.000629,sz.000703,sz.000831,sz.000783,sz.000963,sz.001979,sz.002001,sz.002008,sz.002120,sz.002142,sz.002271
sz.000541,sz.000538,sz.000527,sz.000528,sz.000422,sz.000568,sz.000630,sz.000709,sz.000839,sz.000792,sz.000977,sz.002007,sz.002007,sz.002010,sz.002129,sz.002153,sz.002304
sz.000550,sz.000539,sz.000528,sz.000538,sz.000423,sz.000612,sz.000651,sz.000718,sz.000858,sz.000793,sz.000983,sz.002008,sz.002008,sz.002024,sz.002142,sz.002157,sz.002311
sz.000559,sz.000541,sz.000538,sz.000543,sz.000425,sz.000623,sz.000680,sz.000725,sz.000869,sz.000800,sz.001979,sz.002024,sz.002024,sz.002027,sz.002146,sz.002179,sz.002352
sz.000562,sz.000550,sz.000539,sz.000559,sz.000488,sz.000625,sz.000686,sz.000728,sz.000876,sz.000825,sz.002007,sz.002027,sz.002027,sz.002032,sz.002153,sz.002202,sz.002371
sz.000568,sz.000559,sz.000541,sz.000562,sz.000527,sz.000630,sz.000703,sz.000729,sz.000878,sz.000826,sz.002008,sz.002044,sz.002032,sz.002044,sz.002157,sz.002230,sz.002410
sz.000581,sz.000562,sz.000543,sz.000568,sz.000528,sz.000651,sz.000709,sz.000750,sz.000883,sz.000831,sz.002024,sz.002065,sz.002044,sz.002050,sz.002179,sz.002236,sz.002414
sz.000601,sz.000568,sz.000559,sz.000612,sz.000538,sz.000680,sz.000718,sz.000758,sz.000895,sz.000858,sz.002027,sz.002074,sz.002050,sz.002081,sz.002202,sz.002241,sz.002415
sz.000607,sz.000581,sz.000562,sz.000623,sz.000562,sz.000685,sz.000725,sz.000768,sz.000898,sz.000876,sz.002049,sz.002081,sz.002065,sz.002120,sz.002230,sz.002252,sz.002459
sz.000617,sz.000612,sz.000568,sz.000625,sz.000568,sz.000686,sz.000728,sz.000776,sz.000917,sz.000883,sz.002065,sz.002142,sz.002081,sz.002142,sz.002236,sz.002271,sz.002460
sz.000623,sz.000617,sz.000572,sz.000629,sz.000612,sz.000690,sz.000729,sz.000778,sz.000937,sz.000895,sz.002074,sz.002146,sz.002085,sz.002146,sz.002241,sz.002304,sz.002466
sz.000625,sz.000623,sz.000581,sz.000630,sz.000623,sz.000709,sz.000758,sz.000783,sz.000960,sz.000898,sz.002081,sz.002153,sz.002120,sz.002153,sz.002252,sz.002311,sz.002475
sz.000629,sz.000625,sz.000612,sz.000651,sz.000625,sz.000718,sz.000768,sz.000792,sz.000963,sz.000917,sz.002085,sz.002174,sz.002142,sz.002179,sz.002271,sz.002352,sz.002493
sz.000630,sz.000629,sz.000625,sz.000652,sz.000630,sz.000725,sz.000776,sz.000793,sz.000970,sz.000937,sz.002129,sz.002202,sz.002146,sz.002202,sz.002304,sz.002371,sz.002555
sz.000636,sz.000630,sz.000629,sz.000667,sz.000631,sz.000728,sz.000778,sz.000800,sz.000983,sz.000963,sz.002131,sz.002230,sz.002153,sz.002230,sz.002311,sz.002384,sz.002568
sz.000651,sz.000636,sz.000630,sz.000680,sz.000651,sz.000729,sz.000780,sz.000826,sz.000999,sz.000983,sz.002142,sz.002236,sz.002179,sz.002236,sz.002352,sz.002410,sz.002594
sz.000652,sz.000651,sz.000636,sz.000685,sz.000652,sz.000758,sz.000783,sz.000831,sz.002001,sz.000999,sz.002146,sz.002241,sz.002202,sz.002241,sz.002371,sz.002414,sz.002600
sz.000659,sz.000652,sz.000651,sz.000686,sz.000667,sz.000768,sz.000792,sz.000839,sz.002007,sz.002007,sz.002152,sz.002252,sz.002230,sz.002252,sz.002384,sz.002415,sz.002601
sz.000680,sz.000680,sz.000652,sz.000690,sz.000680,sz.000776,sz.000800,sz.000858,sz.002008,sz.002008,sz.002153,sz.002292,sz.002236,sz.002271,sz.002410,sz.002456,sz.002602
sz.000682,sz.000682,sz.000667,sz.000709,sz.000685,sz.000778,sz.000807,sz.000869,sz.002024,sz.002024,sz.002174,sz.002294,sz.002241,sz.002294,sz.002414,sz.002460,sz.002607
sz.000698,sz.000690,sz.000680,sz.000717,sz.000686,sz.000780,sz.000825,sz.000876,sz.002038,sz.002038,sz.002183,sz.002304,sz.002252,sz.002304,sz.002415,sz.002463,sz.002648
sz.000707,sz.000708,sz.000686,sz.000718,sz.000690,sz.000783,sz.000839,sz.000878,sz.002051,sz.002065,sz.002195,sz.002310,sz.002271,sz.002311,sz.002422,sz.002475,sz.002709
sz.000708,sz.000709,sz.000709,sz.000725,sz.000709,sz.000792,sz.000858,sz.000895,sz.002065,sz.002081,sz.002202,sz.002352,sz.002294,sz.002352,sz.002456,sz.002493,sz.002714
sz.000709,sz.000717,sz.000717,sz.000728,sz.000717,sz.000800,sz.000869,sz.000933,sz.002081,sz.002129,sz.002230,sz.002385,sz.002304,sz.002410,sz.002460,sz.002508,sz.002736
sz.000717,sz.000729,sz.000718,sz.000729,sz.000718,sz.000807,sz.000876,sz.000937,sz.002129,sz.002142,sz.002236,sz.002411,sz.002310,sz.002411,sz.002463,sz.002555,sz.002791
sz.000725,sz.000751,sz.000728,sz.000758,sz.000725,sz.000825,sz.000878,sz.000960,sz.002142,sz.002146,sz.002241,sz.002415,sz.002311,sz.002415,sz.002475,sz.002558,sz.002812
sz.000726,sz.000758,sz.000729,sz.000768,sz.000728,sz.000839,sz.000895,sz.000961,sz.002146,sz.002153,sz.002252,sz.002424,sz.002352,sz.002422,sz.002493,sz.002594,sz.002821
sz.000729,sz.000767,sz.000751,sz.000778,sz.000729,sz.000858,sz.000898,sz.000963,sz.002153,sz.002195,sz.002292,sz.002426,sz.002411,sz.002456,sz.002508,sz.002600,sz.002841
sz.000733,sz.000768,sz.000755,sz.000783,sz.000758,sz.000869,sz.000933,sz.000970,sz.002202,sz.002202,sz.002299,sz.002450,sz.002415,sz.002460,sz.002555,sz.002601,sz.002916
sz.000758,sz.000778,sz.000758,sz.000792,sz.000768,sz.000876,sz.000937,sz.000983,sz.002230,sz.002230,sz.002304,sz.002456,sz.002422,sz.002466,sz.002558,sz.002602,sz.002920
sz.000761,sz.000786,sz.000761,sz.000793,sz.000778,sz.000878,sz.000960,sz.000999,sz.002236,sz.002236,sz.002310,sz.002460,sz.002450,sz.002468,sz.002594,sz.002607,sz.002938
sz.000767,sz.000792,sz.000767,sz.000800,sz.000780,sz.000895,sz.000961,sz.002001,sz.002241,sz.002241,sz.002385,sz.002465,sz.002456,sz.002475,sz.002600,sz.002624,sz.003816
sz.000768,sz.000793,sz.000768,sz.000807,sz.000783,sz.000898,sz.000968,sz.002007,sz.002252,sz.002252,sz.002415,sz.002466,sz.002460,sz.002493,sz.002601,sz.002673,sz.300003
sz.000778,sz.000800,sz.000778,sz.000822,sz.000792,sz.000927,sz.000969,sz.002024,sz.002292,sz.002292,sz.002424,sz.002468,sz.002466,sz.002508,sz.002602,sz.002714,sz.300014
sz.000786,sz.000807,sz.000783,sz.000825,sz.000800,sz.000933,sz.000983,sz.002038,sz.002294,sz.002294,sz.002426,sz.002470,sz.002468,sz.002555,sz.002607,sz.002736,sz.300015
sz.000792,sz.000822,sz.000792,sz.000839,sz.000807,sz.000937,sz.000999,sz.002051,sz.002304,sz.002304,sz.002450,sz.002475,sz.002475,sz.002558,sz.002624,sz.002739,sz.300033
sz.000793,sz.000825,sz.000793,sz.000858,sz.000825,sz.000951,sz.002001,sz.002065,sz.002310,sz.002353,sz.002456,sz.002500,sz.002493,sz.002594,sz.002673,sz.002773,sz.300059
sz.000800,sz.000828,sz.000800,sz.000876,sz.000839,sz.000960,sz.002007,sz.002069,sz.002344,sz.002375,sz.002465,sz.002508,sz.002508,sz.002601,sz.002714,sz.002812,sz.300122
sz.000806,sz.000829,sz.000807,sz.000878,sz.000858,sz.000961,sz.002024,sz.002081,sz.002353,sz.002385,sz.002466,sz.002555,sz.002555,sz.002602,sz.002736,sz.002821,sz.300124
sz.000807,sz.000839,sz.000822,sz.000895,sz.000876,sz.000968,sz.002038,sz.002106,sz.002375,sz.002399,sz.002470,sz.002558,sz.002558,sz.002607,sz.002739,sz.002841,sz.300142
sz.000822,sz.000858,sz.000825,sz.000897,sz.000878,sz.000969,sz.002069,sz.002129,sz.002385,sz.002410,sz.002475,sz.002572,sz.002572,sz.002624,sz.002773,sz.002916,sz.300207
sz.000825,sz.000876,sz.000828,sz.000898,sz.000895,sz.000983,sz.002073,sz.002142,sz.002399,sz.002415,sz.002500,sz.002594,sz.002594,sz.002673,sz.002812,sz.002938,sz.300223
sz.000828,sz.000878,sz.000829,sz.000900,sz.000897,sz.000999,sz.002081,sz.002146,sz.002400,sz.002422,sz.002568,sz.002601,sz.002601,sz.002714,sz.002821,sz.002939,sz.300274
sz.000839,sz.000897,sz.000839,sz.000912,sz.000898,sz.002001,sz.002092,sz.002155,sz.002410,sz.002450,sz.002594,sz.002602,sz.002602,sz.002736,sz.002841,sz.002945,sz.300316
sz.000858,sz.000898,sz.000858,sz.000917,sz.000900,sz.002007,sz.002106,sz.002202,sz.002415,sz.002456,sz.002673,sz.002608,sz.002624,sz.002739,sz.002916,sz.003816,sz.300347
sz.000869,sz.000900,sz.000876,sz.000927,sz.000927,sz.002024,sz.002122,sz.002230,sz.002416,sz.002465,sz.002714,sz.002624,sz.002625,sz.002773,sz.002938,sz.300003,sz.300408
sz.000875,sz.000912,sz.000878,sz.000932,sz.000932,sz.002028,sz.002128,sz.002236,sz.002422,sz.002470,sz.002736,sz.002673,sz.002673,sz.002841,sz.002939,sz.300014,sz.300413
sz.000878,sz.000917,sz.000895,sz.000933,sz.000933,sz.002069,sz.002142,sz.002241,sz.002429,sz.002475,sz.002739,sz.002714,sz.002714,sz.002916,sz.002945,sz.300015,sz.300433
sz.000895,sz.000927,sz.000897,sz.000937,sz.000937,sz.002073,sz.002146,sz.002269,sz.002450,sz.002500,sz.002797,sz.002736,sz.002736,sz.002938,sz.002958,sz.300033,sz.300450
sz.000898,sz.000930,sz.000898,sz.000951,sz.000951,sz.002092,sz.002155,sz.002294,sz.002456,sz.002594,sz.300002,sz.002739,sz.002773,sz.002939,sz.003816,sz.300059,sz.300454
sz.000900,sz.000932,sz.000900,sz.000959,sz.000959,sz.002106,sz.002202,sz.002299,sz.002465,sz.002673,sz.300015,sz.002797,sz.002797,sz.002945,sz.300003,sz.300122,sz.300496
sz.000912,sz.000933,sz.000912,sz.000960,sz.000960,sz.002122,sz.002241,sz.002304,sz.002470,sz.002736,sz.300017,sz.002831,sz.002925,sz.002958,sz.300014,sz.300124,sz.300498
sz.000917,sz.000937,sz.000917,sz.000968,sz.000961,sz.002128,sz.002299,sz.002310,sz.002475,sz.002739,sz.300024,sz.002839,sz.300003,sz.300003,sz.300015,sz.300136,sz.300529
sz.000920,sz.000959,sz.000927,sz.000969,sz.000968,sz.002142,sz.002304,sz.002344,sz.002500,sz.300002,sz.300027,sz.002841,sz.300015,sz.300015,sz.300033,sz.300142,sz.300595
sz.000927,sz.000960,sz.000932,sz.000983,sz.000969,sz.002146,sz.002310,sz.002353,sz.002570,sz.300003,sz.300033,sz.300003,sz.300017,sz.300017,sz.300059,sz.300144,sz.300601
sz.000930,sz.000962,sz.000933,sz.000999,sz.000983,sz.002155,sz.002344,sz.002375,sz.002594,sz.300015,sz.300058,sz.300015,sz.300024,sz.300024,sz.300122,sz.300274,sz.300628
sz.000932,sz.000969,sz.000937,sz.002001,sz.000999,sz.002202,sz.002353,sz.002385,sz.002603,sz.300017,sz.300059,sz.300017,sz.300033,sz.300033,sz.300124,sz.300347,sz.300661
sz.000933,sz.000970,sz.000951,sz.002024,sz.002001,sz.002244,sz.002378,sz.002399,sz.002653,sz.300024,sz.300070,sz.300024,sz.300059,sz.300059,sz.300136,sz.300408,sz.300750
sz.000937,sz.000983,sz.000959,sz.002028,sz.002007,sz.002294,sz.002385,sz.002415,sz.002673,sz.300027,sz.300072,sz.300027,sz.300070,sz.300070,sz.300142,sz.300413,sz.300751
sz.000939,sz.000997,sz.000960,sz.002038,sz.002024,sz.002304,sz.002399,sz.002422,sz.300015,sz.300058,sz.300085,sz.300033,sz.300072,sz.300122,sz.300144,sz.300433,sz.300759
sz.000959,sz.002008,sz.000969,sz.002122,sz.002028,sz.002310,sz.002405,sz.002431,sz.300017,sz.300059,sz.300104,sz.300059,sz.300122,sz.300124,sz.300347,sz.300450,sz.300760
sz.000960,sz.002024,sz.000983,sz.002128,sz.002122,sz.002385,sz.002415,sz.002450,sz.300024,sz.300070,sz.300124,sz.300070,sz.300124,sz.300136,sz.300408,sz.300498,sz.300763
sz.000962,sz.002051,sz.002024,sz.002142,sz.002128,sz.002399,sz.002422,sz.002456,sz.300027,sz.300104,sz.300133,sz.300072,sz.300136,sz.300142,sz.300413,sz.300529,sz.300782
sz.000968,sz.002069,sz.002097,sz.002155,sz.002142,sz.002405,sz.002431,sz.002500,sz.300058,sz.300124,sz.300144,sz.300122,sz.300142,sz.300144,sz.300433,sz.300558,sz.300866
sz.000969,sz.002078,sz.002128,sz.002194,sz.002155,sz.002415,sz.002493,sz.002570,sz.300070,sz.300133,sz.300146,sz.300124,sz.300144,sz.300347,sz.300498,sz.300595,sz.300896
sz.000970,sz.002083,sz.002142,sz.002202,sz.002202,sz.002422,sz.002500,sz.002594,sz.300124,sz.300144,sz.300168,sz.300136,sz.300251,sz.300408,sz.300529,sz.300601,sz.300919
sz.000983,sz.002097,sz.002146,sz.002242,sz.002242,sz.002493,sz.002570,sz.002603,sz.300133,sz.300146,sz.300182,sz.300144,sz.300296,sz.300413,sz.300601,sz.300628,sz.300957
sz.000997,sz.002106,sz.002155,sz.002244,sz.002244,sz.002498,sz.002594,sz.002653,sz.300146,sz.300251,sz.300251,sz.300251,sz.300408,sz.300433,sz.300628,sz.300676,sz.300979
sz.002024,sz.002110,sz.002202,sz.002269,sz.002304,sz.002500,sz.002603,sz.002673,sz.300251,sz.300315,sz.300315,sz.300315,sz.300433,sz.300498,sz.300676,sz.300677,sz.300999
