year,code,weight
2007,600348,4.302789261850241e-05
2007,600350,4.1691511284587785e-05
2007,600357,0.0
2007,600361,0.00013674778278741204
2007,600362,4.6286033571455745e-05
2007,600377,1.4931192041130861e-05
2007,600383,0.00020312203958206763
2007,600399,9.364430431451087e-06
2007,600406,6.805372167029929e-05
2007,600408,2.4479206544858633e-05
2007,600410,4.114715811862318e-05
2007,600415,6.11360619889994e-05
2007,600418,0.00014221747926826725
2007,600428,9.483977384093334e-05
2007,600456,0.00011185390874766069
2007,600460,9.602692186695486e-05
2007,600498,1.8885333885026113e-05
2007,600500,0.00018719308291400655
2007,600508,5.621932066717437e-05
2007,600519,0.0012409962530122776
2007,600521,6.039555153548453e-05
2007,600535,4.55070182371287e-05
2007,600548,1.584483138415934e-05
2007,600549,0.00022404450999895687
2007,600550,5.454280669285596e-05
2007,600569,6.231475879256314e-05
2007,600578,9.806660829371466e-06
2007,600581,2.7124518266991338e-05
2007,600583,0.0005968858451841962
2007,600585,0.0001078120708685945
2007,600588,0.00013447119363203743
2007,600591,0.0
2007,600597,3.897085272506002e-05
2007,600598,5.1846045288201504e-05
2007,600600,5.344450494119925e-05
2007,600601,0.22856988836003564
2007,600602,0.007567916201108445
2007,600616,0.007295526465307951
2007,600621,0.003367671467000415
2007,600627,0.0
2007,600628,0.0016724149843509205
2007,600631,0.0
2007,600635,0.0012230701732269442
2007,600637,4.810669215003368e-05
2007,600639,0.00011921417077060488
2007,600642,0.0004177230652073999
2007,600643,0.0001014042621583034
2007,600649,0.00038242478804476526
2007,600652,0.09885320218558032
2007,600653,0.5181436201632449
2007,600654,0.025874999635726325
2007,600655,0.0012819711095248818
2007,600660,0.0018362494445616202
2007,600662,0.0006822629532569345
2007,600663,0.00017432113770458476
2007,600674,3.214795047463613e-05
2007,600675,0.0005486349787712245
2007,600688,8.271425247128682e-05
2007,600690,0.0005979536561945139
2007,600694,0.0002746396996005765
2007,600717,0.0009191739256916285
2007,600718,0.00023833999397777512
2007,600724,0.00010866722722451428
2007,600739,0.0007824975735460308
2007,600740,3.662410375200212e-05
2007,600741,0.00040197878467348764
2007,600747,0.0002425441144498059
2007,600754,5.096565267457117e-05
2007,600770,0.00012538096316820876
2007,600779,0.0002174319651119464
2007,600780,0.00019979276368859184
2007,600786,0.0
2007,600795,0.0030051416722679134
2007,600797,0.0005260760754128446
2007,600808,6.028431955506751e-05
2007,600809,5.7996501287999356e-05
2007,600811,0.00038916710637152064
2007,600812,7.850147791629454e-05
2007,600820,0.0001283089416311191
2007,600832,0.0
2007,600834,3.655189701079623e-05
2007,600835,0.00010476591298375877
2007,600839,0.0007454427289325905
2007,600851,0.00024234201166122149
2007,600854,5.727879220673724e-05
2007,600863,8.74512204240621e-05
2007,600868,0.0015802189478446708
2007,600871,1.1599405781053073e-05
2007,600874,1.1807899647025293e-05
2007,600875,3.049042664725784e-05
2007,600879,0.0006644328525928423
2007,600881,0.0017232447115448177
2007,600884,0.00013302726917264058
2007,600886,0.000433919006043962
2007,600887,0.0010499911092937697
2007,600894,2.67935906638231e-05
2007,600895,0.0006116023097355339
2007,600900,0.0004816012145610948
2007,600970,2.9243585331570598e-05
2007,600997,3.192377260309408e-05
2007,601006,0.00022432798447357164
2007,601398,0.0007217008565525429
2007,601607,0.00014553742431387204
2007,601988,0.00034570249983811445
2007,000001,0.007894674352719667
2007,000002,0.022186451921782292
2007,000009,0.0001109061269266575
2007,000012,0.00023324565147671926
2007,000021,0.00020443135292749846
2007,000022,5.586701740547088e-05
2007,000024,0.0002471903558206883
2007,000027,0.0003016671354840634
2007,000029,2.535932682698879e-05
2007,000031,0.0001545449328969931
2007,000036,0.00028758077620839916
2007,000039,0.0026197254381976434
2007,000059,1.4015026969739188e-05
2007,000060,0.0005005050666804604
2007,000061,0.0002923440414775435
2007,000063,0.0007353824347537536
2007,000066,5.648168587809887e-05
2007,000068,2.16971320172141e-05
2007,000069,0.0008153747131612102
2007,000088,0.0001361277626848514
2007,000089,0.00027178245264633137
2007,000099,3.993735425039426e-05
2007,000100,4.0605722422806514e-05
2007,000157,0.00023966851315699586
2007,000400,9.14269132495005e-05
2007,000401,8.452923984290301e-05
2007,000402,0.0013814930495876308
2007,000410,6.476639276382771e-05
2007,000422,0.00016845282732888623
2007,000423,0.0003191310859364308
2007,000425,0.00011455916124346496
2007,000488,0.00011644047240961193
2007,000503,0.0003051292396551106
2007,000518,0.00018528954953123805
2007,000520,8.529946207333802e-05
2007,000527,0.0
2007,000528,0.0001568826892339923
2007,000538,0.0003718997393906426
2007,000539,0.00046338724457118183
2007,000541,7.816625378369885e-05
2007,000550,4.385837618075424e-05
2007,000559,0.00024245818652705048
2007,000562,0.0
2007,000568,0.0013147334621310528
2007,000581,6.870034851216711e-05
2007,000601,0.00011150786009839661
2007,000607,2.7908111691395717e-05
2007,000617,6.38376981065982e-05
2007,000623,0.0003469297373519346
2007,000625,9.950148669074213e-05
2007,000629,0.0002833214822201878
2007,000630,0.00019028101315815045
2007,000636,0.0001512003772189142
2007,000651,0.0009166830417160499
2007,000652,0.0007416810767998335
2007,000659,0.0001256930273787231
2007,000680,0.0001077661501430794
2007,000682,0.0003511976880753851
2007,000698,3.082934178623219e-05
2007,000707,4.183719273011221e-05
2007,000708,1.9908996941277154e-05
2007,000709,0.0002580710602236156
2007,000717,0.00012194003068465827
2007,000725,3.7619206310969814e-05
2007,000726,3.7290385409914416e-05
2007,000729,0.0001712392976696144
2007,000733,2.4569944066963295e-05
2007,000758,0.00016445660935568632
2007,000761,1.3548275930527863e-05
2007,000767,0.0002102229504677968
2007,000768,0.00016431407474916426
2007,000778,0.0001624431950926651
2007,000786,5.585300847211643e-05
2007,000792,0.00039504582350632976
2007,000793,0.001278074002724901
2007,000800,6.2659143195558e-05
2007,000806,0.00010465033042882126
2007,000807,6.891298542603566e-05
2007,000822,4.74962519999531e-05
2007,000825,0.0003007965505172169
2007,000828,2.6411521591999946e-05
2007,000839,0.00030823852119421996
2007,000858,0.0021913510853029737
2007,000869,0.00012171069451955302
2007,000875,2.7880294772022696e-05
2007,000878,0.00010887827579979546
2007,000895,0.00025698184734131315
2007,000898,0.00017054847167633899
2007,000900,6.611935153287764e-05
2007,000912,4.609104716043577e-05
2007,000917,6.118622048006982e-05
2007,000920,2.3889547033662635e-05
2007,000927,2.6448100510390783e-05
2007,000930,0.0002558439240396234
2007,000932,6.890657629032767e-05
2007,000933,0.0001211912035810883
2007,000937,5.004052889641608e-05
2007,000939,5.1957220719742685e-05
2007,000959,6.757283226207024e-05
2007,000960,4.824110147757157e-05
2007,000962,3.969557733747046e-05
2007,000968,1.3200417691774278e-05
2007,000969,6.591001437206189e-05
2007,000970,0.0002049584243689386
2007,000983,0.00011464207481456507
2007,000997,5.707439362096562e-05
2007,002024,0.001240133922235042
2008,600000,0.0016061283599178937
2008,600001,0.0
2008,600003,0.0
2008,600004,5.997915278373119e-05
2008,600005,0.0011624037023793795
2008,600006,8.946823374786937e-05
2008,600007,2.6309489366386777e-05
2008,600008,0.00022240614275349105
2008,600009,0.00045009768616996324
2008,600010,0.0002903828477485553
2008,600011,0.000551940182634547
2008,600012,2.6675268114591223e-05
2008,600015,0.00023182977283349435
2008,600016,0.0062664839005086344
2008,600017,2.0634360054346804e-05
2008,600018,0.0038998155936939708
2008,600019,0.0007049458403537687
2008,600020,6.284431698451723e-05
2008,600021,3.153695775964517e-05
2008,600022,9.425280350349436e-05
2008,600026,0.00010469887398319124
2008,600027,6.146579788324959e-05
2008,600028,0.0012788582415790928
2008,600029,0.00014928648135611794
2008,600030,0.001417386241567373
2008,600031,0.0005750434435399675
2008,600033,7.20097014101842e-05
2008,600035,1.9913713468667813e-05
2008,600036,0.002132932432743328
2008,600037,0.00036228596924940877
2008,600048,0.0003618859363120189
2008,600050,0.0006921515999752864
2008,600058,0.00021897729012680978
2008,600060,3.138138771942362e-05
2008,600062,0.00013422815957059696
2008,600066,0.0003307566744303874
2008,600068,0.00013690491668256018
2008,600078,0.00010126556007847379
2008,600085,9.851133464143085e-05
2008,600087,0.0
2008,600088,2.9387291037076463e-05
2008,600096,9.627133311844904e-05
2008,600098,0.00016696174046151074
2008,600100,0.0004815405842644739
2008,600102,0.0
2008,600104,0.0008245175613720324
2008,600108,0.00039355564957253305
2008,600110,0.00028415707660803925
2008,600117,9.506621091414809e-05
2008,600118,0.00010860648069165993
2008,600123,0.00010606183259423669
2008,600125,0.0003135001608057387
2008,600132,9.636003278659574e-05
2008,600143,0.00022984281409310728
2008,600150,0.00020654712784399002
2008,600151,6.705813497266473e-05
2008,600153,0.00013104641949098335
2008,600160,3.912034292595607e-05
2008,600161,9.903750904272223e-05
2008,600170,3.971339741130553e-05
2008,600171,3.259772023307941e-05
2008,600177,0.0018109567047638441
2008,600183,0.0001781352376733275
2008,600188,7.997378549280992e-05
2008,600190,4.233820716125507e-05
2008,600196,0.00037805061185447247
2008,600208,3.9516498050783415e-05
2008,600210,0.00023402693658208554
2008,600219,0.00012527771580259507
2008,600220,0.00015713470090052833
2008,600221,9.557133518452813e-05
2008,600236,8.38260079533208e-05
2008,600256,0.00023644988006114024
2008,600266,6.0447636211388645e-05
2008,600269,0.00021738576190981926
2008,600270,0.0001258221246939434
2008,600271,0.00014418573431300316
2008,600282,0.00011087124110179757
2008,600299,7.969498722274233e-05
2008,600307,7.726316181837887e-05
2008,600308,0.00015223395724829768
2008,600309,0.002585150150901616
2008,600312,5.3686241421904184e-05
2008,600316,4.981965600447854e-05
2008,600320,0.0012474480621126678
2008,600331,0.0004173602304648992
2008,600348,6.407404664707978e-05
2008,600350,4.140998950826948e-05
2008,600357,0.0
2008,600361,0.00012083802491894389
2008,600362,8.865452967611451e-05
2008,600380,7.922432788472158e-05
2008,600383,0.0002695877678911388
2008,600410,5.548522733793028e-05
2008,600415,3.71943252106736e-05
2008,600418,0.00017721738562388622
2008,600428,0.00015982326606520558
2008,600432,7.569849585378101e-05
2008,600456,0.00013059755477298039
2008,600460,5.7373929728267106e-05
2008,600489,8.899864195963255e-05
2008,600497,0.00017937911722092258
2008,600498,1.9995714963052955e-05
2008,600500,0.0003424364044308103
2008,600501,4.823111831309663e-05
2008,600508,0.00010170590959027548
2008,600519,0.0020167458782386102
2008,600521,5.4649644754579037e-05
2008,600528,6.575502109293227e-05
2008,600535,7.001062303875771e-05
2008,600547,7.222507986610591e-05
2008,600549,0.00015484598326569787
2008,600550,0.00034982642280905136
2008,600569,0.00011991714697453916
2008,600583,0.0005555673446244647
2008,600585,0.00011131221848599921
2008,600588,9.399658915275287e-05
2008,600591,0.0
2008,600596,0.00017219694353560084
2008,600597,3.763143569633108e-05
2008,600598,5.854878069697687e-05
2008,600600,6.201698965300172e-05
2008,600601,0.3582362959830202
2008,600616,0.006099637344381376
2008,600628,0.0011322842284195549
2008,600631,0.0
2008,600635,0.004870331580519425
2008,600639,9.593271441332513e-05
2008,600642,0.00044896722632265624
2008,600643,0.00013537959334795658
2008,600649,0.0009116113804068942
2008,600653,0.44601914649561086
2008,600655,0.006346629328073872
2008,600660,0.001865012831681288
2008,600662,0.0007931572147736784
2008,600663,0.00013909029469013595
2008,600675,0.000769690253052929
2008,600685,8.23470201163884e-05
2008,600688,8.658167333072573e-05
2008,600690,0.0006442058502474634
2008,600694,0.00022231898317840153
2008,600717,0.001435328317080519
2008,600718,0.0001939992414861137
2008,600739,0.0030367739314530805
2008,600741,0.0009601326179192181
2008,600747,0.000448957964649094
2008,600748,0.0001307287598952974
2008,600754,3.82991704757814e-05
2008,600761,0.0001725197794644449
2008,600770,0.0002857567013192614
2008,600779,0.00019911834053077169
2008,600780,0.00035102180474587863
2008,600786,0.0
2008,600787,0.0002711690264439587
2008,600795,0.006175892081168528
2008,600797,0.00044283865480908844
2008,600808,8.69514754728713e-05
2008,600809,4.306692068029944e-05
2008,600811,0.0005677355908866843
2008,600812,0.0001636234888693212
2008,600820,0.0001669371640316825
2008,600832,0.0
2008,600835,0.00013994767568597987
2008,600837,0.0002546466883424406
2008,600839,0.0006694025973390903
2008,600851,0.0003623958161965363
2008,600859,0.00012464954908985597
2008,600863,0.00011595850168595819
2008,600868,0.001904721755629474
2008,600874,2.154688077199727e-05
2008,600875,5.28052549707115e-05
2008,600879,0.00047492607662410715
2008,600881,0.002541552460067337
2008,600886,0.0007690279564426479
2008,600887,0.0007715658594307269
2008,600895,0.0006850068435446237
2008,600900,0.0006204528974174905
2008,600961,3.5710526876923704e-05
2008,600997,7.352295700362609e-05
2008,601001,5.856240899885106e-05
2008,601002,1.2045515990764905e-05
2008,601006,0.000377175679779269
2008,601088,0.0004598054412768043
2008,601111,0.00017362523693633828
2008,601166,0.00019815785767619417
2008,601318,0.0004780760275016322
2008,601328,0.0001915489350036521
2008,601333,0.00014630210755988551
2008,601398,0.0005429435039008528
2008,601588,0.00011229328987175508
2008,601600,0.0002560948392443606
2008,601607,0.00018912915385908198
2008,601628,0.0002909981910280262
2008,601666,0.00011261990631190587
2008,601699,8.451976716156233e-05
2008,601857,0.0005141379841582916
2008,601872,0.00011191611064824768
2008,601988,0.00019058828439226944
2008,601991,0.0009996293149435018
2008,601998,9.977712809042529e-05
2008,000001,0.010783446091876885
2008,000002,0.04793172950642434
2008,000009,0.00017099522628720218
2008,000012,0.0003483662437982652
2008,000021,0.0002067623968016717
2008,000024,0.0002734284540087975
2008,000027,0.0004081329188330625
2008,000029,1.7307257316497806e-05
2008,000031,0.000352382234399494
2008,000036,0.00020619471552359023
2008,000039,0.0026007951871053793
2008,000046,0.0003086774175571164
2008,000059,2.4404432888404466e-05
2008,000060,0.0007604270064531671
2008,000061,0.00027830082887309786
2008,000063,0.0005032577724592216
2008,000066,5.339472516166802e-05
2008,000068,1.9750828338847888e-05
2008,000069,0.0009642202132249969
2008,000088,0.00010953524224824714
2008,000089,0.0002261521252127482
2008,000157,0.0007164329108319323
2008,000400,7.698149998190675e-05
2008,000401,0.0001625069281565188
2008,000402,0.0009834575468364614
2008,000410,7.47136347035536e-05
2008,000422,0.0004129860093273607
2008,000425,0.00015145776973793517
2008,000488,0.000227956496514675
2008,000503,0.0002640474352461629
2008,000527,0.0
2008,000528,0.00015857985893160694
2008,000538,0.0002568037701042605
2008,000539,0.0005264200647806214
2008,000541,0.0001896799855928457
2008,000550,3.2296926295937655e-05
2008,000559,0.0003572919857199096
2008,000562,0.0
2008,000568,0.0019493640753187461
2008,000581,7.228296438673374e-05
2008,000612,0.00026288873971093554
2008,000617,5.9969641453383006e-05
2008,000623,0.0013534060989620269
2008,000625,0.00013146784968068125
2008,000629,0.0005968360876403252
2008,000630,0.0003116894592167293
2008,000636,0.00031812152491574286
2008,000651,0.001719893090092982
2008,000652,0.0012870777728532796
2008,000680,0.00015281517863313028
2008,000682,0.0003786291278861461
2008,000690,0.0004968704866401779
2008,000708,2.437373444799515e-05
2008,000709,0.0005150642074975469
2008,000717,0.0002323381196958848
2008,000729,0.0001501338103174198
2008,000751,0.00013486241664099574
2008,000758,0.0003402329568501347
2008,000767,0.00021459264797425557
2008,000768,0.0002237556513562686
2008,000778,0.00020362784484878724
2008,000786,6.74289604850221e-05
2008,000792,0.000647494888809978
2008,000793,0.00056312998780293
2008,000800,0.00013307050071366966
2008,000807,0.00018541927592245804
2008,000822,7.871090097327351e-05
2008,000825,0.00040293810980125
2008,000828,4.065835545957915e-05
2008,000829,0.000365762685841849
2008,000839,0.00024403020758375843
2008,000858,0.0043381148786507725
2008,000876,0.0001445082900506119
2008,000878,0.0002360899216670727
2008,000897,0.00023286856407354152
2008,000898,0.00031494986420706634
2008,000900,0.00010436458931566462
2008,000912,5.0081690542878233e-05
2008,000917,8.23159235848942e-05
2008,000927,2.9886815394871338e-05
2008,000930,0.00014568039651905875
2008,000932,0.00010635731104506987
2008,000933,0.00023356769325507214
2008,000937,0.00011063652223521306
2008,000959,8.672028799547789e-05
2008,000960,0.00015781733265119374
2008,000962,7.232043993564827e-05
2008,000969,6.723115944744546e-05
2008,000970,0.00012777585217824816
2008,000983,0.00033512091433438913
2008,000997,8.908538606638468e-05
2008,002008,0.00013079785314981578
2008,002024,0.005475935461282649
2008,002051,8.913505018967621e-06
2008,002069,2.6409679244587375e-05
2008,002078,3.0622785624895894e-05
2008,002083,2.165664783109337e-05
2008,002097,9.45446849265905e-05
2008,002106,1.5520353514623388e-05
2008,002110,9.809945611609054e-06
2009,600000,0.0017970175453077052
2009,600001,0.00026933062850628285
2009,600004,9.9897414623379e-05
2009,600005,0.0007066721442147637
2009,600006,7.26749357394351e-05
2009,600007,2.280132943538842e-05
2009,600008,0.0001165044101459258
2009,600009,0.0003433257487114682
2009,600010,0.00022636139593616237
2009,600011,0.0006249560080240749
2009,600012,3.572271914322041e-05
2009,600015,0.00028562479864838517
2009,600016,0.007764747496065483
2009,600017,5.0526852353277914e-05
2009,600018,0.003439045827913285
2009,600019,0.001433990117843898
2009,600020,7.290572294192629e-05
2009,600021,4.887840082661894e-05
2009,600022,8.202334213037358e-05
2009,600026,0.0002529625579525168
2009,600027,7.250607097702036e-05
2009,600028,0.0013496098056607832
2009,600029,9.558400356910397e-05
2009,600030,0.0031779990980696734
2009,600031,0.0016594566425680026
2009,600033,8.925600902566547e-05
2009,600036,0.002381483714362179
2009,600037,0.0002600625316108343
2009,600048,0.0007769178448150873
2009,600050,0.0007406462178377002
2009,600058,0.0003014258957493598
2009,600066,0.0003502551203566779
2009,600068,0.00017926257513843643
2009,600085,0.0002660257097777864
2009,600087,0.000343887599136781
2009,600089,0.003652792244367881
2009,600096,8.700620526523161e-05
2009,600098,0.0004277728159769505
2009,600100,0.000676042361914792
2009,600102,3.765579455609641e-05
2009,600104,0.0007713730887867817
2009,600108,0.0003602410023315242
2009,600109,4.9244013192582136e-05
2009,600110,0.00023109961251942254
2009,600111,0.0001228580082810446
2009,600115,2.3088479499205268e-05
2009,600117,4.811696506822472e-05
2009,600118,0.0001312041655743181
2009,600123,0.0001333139408809639
2009,600125,0.0004614579785699846
2009,600132,0.00017878849378219697
2009,600143,0.00030690273029724435
2009,600150,8.292114841509072e-05
2009,600151,6.778840926363461e-05
2009,600153,0.0003599096237368114
2009,600158,0.0001738903708510227
2009,600169,5.516114288077328e-05
2009,600170,5.4273970158575884e-05
2009,600177,0.001315563690720707
2009,600183,0.00014946528985749152
2009,600188,7.194680500554488e-05
2009,600196,0.00062328443000109
2009,600208,9.061975499481387e-05
2009,600210,0.0002021950233719482
2009,600219,7.11883139123698e-05
2009,600220,0.00044033152346322
2009,600221,5.893805024105219e-05
2009,600236,0.00013280848761787497
2009,600256,0.00027737538952563446
2009,600266,5.8447422960752134e-05
2009,600269,0.00023650794841497406
2009,600270,9.382090676152033e-05
2009,600271,0.0005213321769500812
2009,600282,0.00013180107182942505
2009,600307,3.168718440504471e-05
2009,600308,8.467108404555009e-05
2009,600309,0.0015537777793642952
2009,600316,9.139539714075889e-05
2009,600320,0.0010743083122770251
2009,600325,0.00020580886127802455
2009,600331,0.00026934883178816985
2009,600348,0.000275624589088319
2009,600350,4.7051147828685125e-05
2009,600357,8.349151855088678e-05
2009,600362,5.192136543722239e-05
2009,600376,3.093580027748352e-05
2009,600377,3.486570224126243e-05
2009,600380,0.00015919193771854944
2009,600383,0.0005669338446396277
2009,600415,0.00022124036896353433
2009,600418,0.00013627182970971867
2009,600428,0.0004679612679534149
2009,600432,8.626484288734386e-05
2009,600456,6.127413203832789e-05
2009,600489,7.432917660848516e-05
2009,600497,0.000248710718155526
2009,600500,0.000589928874962706
2009,600508,6.736325746062695e-05
2009,600519,0.0025616494280881184
2009,600528,0.00038175339247693553
2009,600535,0.00010583306905411514
2009,600547,0.0002078193393347286
2009,600548,1.4305150717377065e-05
2009,600549,0.00024889510226693505
2009,600550,0.0007186036510548051
2009,600569,7.429816266967828e-05
2009,600583,0.001707891486742762
2009,600585,0.00018370526260105653
2009,600591,7.053530283495923e-05
2009,600595,0.0001191169427718383
2009,600596,0.00018697921149417107
2009,600597,2.9309277791142533e-05
2009,600598,0.00013028813339564042
2009,600600,7.59863063838191e-05
2009,600601,0.2962485210490885
2009,600611,0.012945018366435909
2009,600616,0.008046220703824965
2009,600628,0.0011354234511281125
2009,600631,0.0004540972899234054
2009,600635,0.006301863629219481
2009,600638,0.00048509628330791507
2009,600639,7.997747593642258e-05
2009,600642,0.000745055248480976
2009,600643,0.0002277431612259623
2009,600649,0.0009143472748207986
2009,600653,0.41467651676399486
2009,600655,0.007469245761434252
2009,600660,0.0020238954138070515
2009,600663,0.00018054094601060942
2009,600675,0.0007232377618626667
2009,600685,3.004176204545754e-05
2009,600688,7.228513827197841e-05
2009,600690,0.0006088841980466539
2009,600694,0.00020090256261054873
2009,600717,0.0010928884424240143
2009,600718,0.00035467717774269336
2009,600739,0.002141047275087284
2009,600741,0.0010753527632680643
2009,600747,0.000313076650758835
2009,600748,0.00024306132449598402
2009,600761,7.959660553819667e-05
2009,600770,0.0002580960109344014
2009,600779,0.0001927851050865674
2009,600780,0.00023277511957750906
2009,600787,0.00021666604319915632
2009,600795,0.021359596312629868
2009,600797,0.0003286735796312421
2009,600804,0.0001325718715289351
2009,600808,0.0001170838622790904
2009,600809,3.5388251162427696e-05
2009,600811,0.00038272949294120603
2009,600812,0.00022040434208489597
2009,600820,0.00039814478489232503
2009,600832,0.0031727910100504643
2009,600835,0.00012972194779951288
2009,600837,0.005801649423932768
2009,600839,0.000616160275797168
2009,600851,0.0002411847210122312
2009,600859,0.00011327377174931335
2009,600863,9.092874505665363e-05
2009,600874,3.0152439600276298e-05
2009,600875,0.00013185889623399606
2009,600879,0.00040808311759655945
2009,600881,0.0019206831607939887
2009,600886,0.0015101889175520528
2009,600887,0.0006958643217997084
2009,600895,0.002519887588191724
2009,600900,0.001063816310365613
2009,600961,1.542397492988396e-05
2009,600978,6.704339984513777e-05
2009,600997,5.697205055776756e-05
2009,601001,4.909020736215439e-05
2009,601003,6.031559844108338e-05
2009,601005,1.6024561267941437e-05
2009,601006,0.0003738928735890589
2009,601009,0.00012937448043529303
2009,601088,0.0004081707593622723
2009,601111,8.83298498492466e-05
2009,601166,0.0007629918134808571
2009,601168,0.00014051988096032916
2009,601169,0.00046408749053585317
2009,601318,0.001343570058572423
2009,601328,0.0009849672393565279
2009,601333,0.00013549273548897327
2009,601390,0.00032413975373533877
2009,601398,0.000703110872518251
2009,601588,5.484698613140392e-05
2009,601600,0.00031501922776647353
2009,601601,0.0003730433963766233
2009,601628,0.00036332542553207253
2009,601666,7.237609088093625e-05
2009,601699,0.00011606230364183573
2009,601808,7.81306337241083e-05
2009,601857,0.0005319598297895495
2009,601866,8.137127438266415e-05
2009,601872,7.996034090814914e-05
2009,601898,0.00012786476779584846
2009,601918,3.399703256021613e-05
2009,601919,0.00021334456943338187
2009,601939,0.00045633471956384153
2009,601988,0.00025453115196325644
2009,601991,0.0007547895324759554
2009,601998,0.0001156282080980653
2009,000001,0.013125750102385871
2009,000002,0.06398975698854663
2009,000009,0.0001349414816077562
2009,000012,0.00043393951594945075
2009,000021,0.0001267361388115672
2009,000024,0.00043067100953930905
2009,000027,0.0003275248586164049
2009,000031,0.0006808743845503315
2009,000036,0.00012106789895088443
2009,000039,0.0017312998499836526
2009,000046,0.0003757671647358024
2009,000059,4.800518902897722e-05
2009,000060,0.0006814337498584756
2009,000061,0.00034866206028681305
2009,000063,0.0015790983009126153
2009,000069,0.001537397845101438
2009,000088,7.471386478135373e-05
2009,000089,0.00023295503041969893
2009,000157,0.0014755909866427308
2009,000301,7.191864971633249e-05
2009,000338,0.00010428261155116919
2009,000401,0.0002006651044106785
2009,000402,0.003153522869377976
2009,000410,3.94331135062955e-05
2009,000422,0.0003484769719939933
2009,000423,0.0004281567912215754
2009,000425,0.0003258491424035651
2009,000488,0.00017860668471950507
2009,000503,0.00022392600610433925
2009,000527,0.0
2009,000528,9.687691321074198e-05
2009,000538,0.0006560302636022303
2009,000539,0.0005226525255239799
2009,000541,0.00026247347867385857
2009,000543,3.1169109663791156e-05
2009,000559,0.000200029064385206
2009,000562,0.0
2009,000568,0.0029006930062834267
2009,000572,4.9594225418574926e-05
2009,000581,4.444891203651664e-05
2009,000612,0.00011254943971722952
2009,000625,9.914874152879419e-05
2009,000629,0.0013423568487685256
2009,000630,0.0001927887732561546
2009,000636,0.00017331255058904697
2009,000651,0.004084944256926094
2009,000652,0.0019579411742744928
2009,000667,0.00039316628058097325
2009,000680,0.0001645181959556689
2009,000686,6.184965351508498e-05
2009,000709,0.0005271726698556777
2009,000717,0.00014987630131203198
2009,000718,8.146667113528081e-05
2009,000728,4.245839738533752e-05
2009,000729,0.00023479464721674475
2009,000751,5.301367141475228e-05
2009,000755,4.16914002639835e-05
2009,000758,0.00014164168006234297
2009,000761,1.498751587767319e-05
2009,000767,0.0003475995740877222
2009,000768,0.0001711556237064571
2009,000778,0.00022083584940509206
