,10,20,30,40,5,50,60
2007-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-06,0.0,0.0,-1.2061958830122028e-06,0.0,-7.276796384746119e-07,-5.523421812832863e-06,0.0
2007-04-09,3.3545504651068246e-05,-7.853746048946883e-06,4.166968465399117e-05,0.0,-1.5286448622174134e-05,9.249286503364605e-05,0.0
2007-04-10,-1.6665620389711732e-06,-5.139809734776181e-06,-8.569272891352992e-06,-5.708036693755939e-06,0.0,7.081994110447732e-06,0.0
2007-04-11,0.00010238934826844155,-4.484514083539568e-06,6.707535619270722e-06,1.443174543671533e-05,0.0014145284715007976,0.00018442863974849627,0.0
2007-04-12,2.291729101204376e-05,9.637627899087826e-06,-7.42283982138678e-07,0.0,0.0025486471892722886,2.9625947573345523e-06,-2.5867414213351497e-06
2007-04-13,4.255762460394611e-06,-8.320445853134313e-06,0.0,7.20059215461825e-06,1.545521581129691e-05,0.0,-2.270788592308556e-06
2007-04-16,0.0001515188480441192,1.3218043411118546e-05,0.0,1.4867465987328433e-06,8.518003096458957e-05,1.1197789716619909e-05,4.502833950931633e-06
2007-04-17,0.0,0.0,0.0,0.0,0.00044161616339814233,0.0,0.0
2007-04-18,7.964064212326111e-07,-4.745949417496261e-06,-3.154788612153484e-05,-2.9781854668698723e-05,0.0001623869583532033,0.00016150589792473922,1.3738606557093048e-05
2007-04-19,-0.00034393518948977675,0.0,-5.591243569411631e-05,-0.00014308102924170862,-0.0004159178399717422,-0.00018049860016817,-1.5384191628786207e-06
2007-04-20,0.0003410514363740582,-0.00011708461735851318,-9.305345977609319e-05,-7.13336872014978e-05,0.0654289298396766,-6.315189201317339e-06,-1.0439711582847994e-05
2007-04-23,3.5120951418710074e-05,0.0,7.738689898866835e-06,3.4143109553311917e-06,4.926606344621203e-05,2.9996725715457538e-05,0.0
2007-04-24,2.019439217867997e-06,0.0,0.0,0.0,2.1995904723381012e-05,0.0,5.6981454001034516e-05
2007-04-25,-2.7365483397128207e-05,0.0,1.0707044939776415e-06,-3.4986001674264507e-07,0.0002351108340614659,-1.0221100283843021e-06,-1.816618280941898e-06
2007-04-26,0.000242180086069642,0.0,-4.797655399713243e-06,0.0,0.0002848692316134261,0.0,1.32909918333795e-05
2007-04-27,0.0001406589786886203,-2.225842441858525e-05,-3.627068143744964e-05,-4.06560155301256e-05,-1.0220129913019746e-05,0.0,-3.303678972812464e-05
2007-04-30,0.0003622473171869183,-8.01591173930224e-06,-5.746287584669426e-06,-2.802266330249168e-05,0.0010586858515175468,-2.4478249494384833e-05,-3.412469237379327e-05
2007-05-08,0.00037691412432292,-2.095549786590953e-05,-1.5936220376490776e-05,0.0,0.0038499069876732676,0.0,7.5957747451820235e-06
2007-05-09,0.00012268632188623161,0.0,-3.2301927432565405e-06,-5.943266033523529e-05,0.00029322376530316406,-6.771669323995948e-06,-7.553555282191791e-06
2007-05-10,0.0003769073520887964,-1.92587224273928e-05,0.0,-1.7515581122309065e-06,0.00035542873502909556,-1.4998795648461938e-05,0.0
2007-05-11,0.0,-6.409910825591577e-06,0.0,-1.2503758747187812e-06,3.769386074527602e-05,0.0,0.0
2007-05-14,0.0002649349828821743,-7.099103434719459e-05,3.223892439890377e-05,-1.1887392551485055e-05,0.0005577154688195378,-7.559246780376468e-06,3.3075080543644883e-06
2007-05-15,0.000996316343447434,0.0,0.0,-4.661272223934749e-05,0.0025191929254196814,-1.2957175481228411e-05,0.0
2007-05-16,0.0007599549592600768,-7.991832372934242e-05,3.7931669912919646e-05,-6.7976151771239745e-06,0.01421837626447151,-3.409402226025838e-05,0.0
2007-05-17,0.0005033478886390232,4.21017829152347e-06,-2.8107679267694376e-05,0.0,0.4117485262789461,0.0,0.0
2007-05-18,5.253063041714704e-05,3.335846834779069e-06,7.572314905543503e-07,0.0,0.000362758806667803,0.0,0.0
2007-05-21,0.0025794037452537277,5.9339516615219986e-05,0.0,1.4659702757063822e-05,0.0009479765394070597,0.0,0.0
2007-05-22,0.0006302823268772591,0.0006113167289150744,3.972665265426645e-06,0.0,0.028304035698702074,-4.675748872584398e-06,0.0
2007-05-23,0.004490063971738708,0.0003008450577102673,-2.7702719304338132e-05,-1.8407543730547788e-05,1.086503793363429e-05,-1.840754373054765e-05,0.0
2007-05-24,0.051045109095929735,1.652874701300229e-06,0.0,0.0,9.831277070114112e-05,0.0,0.0
2007-05-25,0.019371051579754148,-5.712707115020753e-06,-1.5815188322377478e-05,-3.8896675356475345e-06,7.797146721060311e-05,-3.8896675356475455e-06,2.0318644870197393e-06
2007-05-28,4.71985969928463e-05,0.00025738724068438056,0.0,0.0,6.36964740112588e-05,2.0846056485895768e-05,0.0
2007-05-29,9.471072249106655e-05,9.550336594242633e-05,0.0,0.0,0.00037032597727893493,0.0,0.0
2007-05-30,0.0,1.323131211209721e-05,0.0,0.0,-0.057858769796118426,0.0,0.0
2007-05-31,0.21228707253839219,0.0011074496747539204,0.00012287910872958436,-9.790855509016325e-06,-0.0235443093848725,-6.379664576641942e-06,0.0
2007-06-01,-0.030527727293812763,0.14554054088773838,-0.0002317962631530583,-2.7683561565775224e-05,7.804459164649863e-05,0.0,0.0
2007-06-04,0.0002257545445785218,0.002270358114309669,-7.842261190337003e-05,-0.00035749479266928115,-0.0067668741329308495,-5.323510198383044e-05,-6.487627392067153e-05
2007-06-05,0.10555083731572878,0.020060546909128698,0.0003161852610524537,-0.0005938268787604691,0.00047971962544427334,-0.0004083561430445044,-0.000422146761810086
2007-06-06,4.0716822912907495e-05,0.09652418600635475,9.320329721320104e-05,-2.909999713324274e-05,0.0002804847570098395,-0.00010191161967304663,0.0
2007-06-07,0.00019777589588002093,0.001736156406404005,0.0009894058089113926,0.00010684126230085447,0.00011832648668073357,1.2519081388075434e-05,0.0
2007-06-08,0.0,4.2843962622238116e-05,9.485713469287312e-06,0.0,-4.2963200791769145e-05,8.837688131732338e-06,8.773771020935986e-06
2007-06-11,5.961308906664676e-05,8.190378201744823e-05,9.989695423780105e-05,0.0,0.0002525049749554911,0.0,4.704409668668501e-06
2007-06-12,0.0008443943980220251,8.37762573635845e-06,8.984307967555222e-05,3.1193828222940736e-06,-3.170255606982389e-06,0.0,0.0
