,40_20,40_30,40_60,60_20,60_30,60_60
2007-10-08,-0.0018661790331726403,0.0021748330257618273,0.00213118191797474,-0.00593182399867058,-0.0017035210585190888,-0.0017597009215703954
2007-10-09,9.58462732258994e-06,0.00010242910968937396,2.917589324546977e-06,5.1690006211551504e-05,-5.7420984462599935e-06,2.9202839826656805e-05
2007-10-10,-5.6018824374415975e-06,7.452668030289972e-05,1.3962387437579994e-05,2.1660133218984038e-05,0.00010615350428896224,0.0
2007-10-11,-5.3235987148758096e-05,-0.00022817148331660906,-0.0007510150117142698,-0.00021541189203899518,-0.00015128670137593372,-3.12829111557018e-05
2007-10-12,-0.010769500745485088,4.878102954036362e-06,0.00018455497088108147,-8.93239265776911e-06,-1.8464993473547428e-05,0.001058879874287012
2007-10-15,-0.017112652229783205,8.598234812098659e-05,-7.99627911711022e-05,-9.803043671754118e-05,8.830927980746731e-05,0.0002217455459479718
2007-10-16,-2.2369326699860634e-05,-0.0006650502449842806,5.3875786397663644e-05,0.0004915962597333609,-4.471424183844e-06,0.0005366578301089582
2007-10-17,-0.0015793917117010278,9.267391794880293e-05,0.00038296836386323265,-0.0015217430688818237,0.00012624177449522292,7.733821009783069e-06
2007-10-18,-7.865127851587746e-06,-4.801939046983966e-05,2.24772737328882e-05,-9.18095386732227e-05,-0.0003771876206564546,-9.915480798718533e-05
2007-10-19,-3.7966098328965245e-05,-0.0002684829974597227,-3.9765732595941237e-05,-0.000330509860306348,-3.062425674508352e-05,-0.00010292064261350136
2007-10-22,-0.0003615620800758075,-0.0004227690842589151,-0.0003015678433954823,-0.0002233730633383827,-0.0003296383447957686,-0.0001440238661391861
2007-10-23,-0.00016450187276344987,6.978545002254326e-05,0.00020371934958608414,-1.733780879312502e-05,0.0004530275085015201,-2.1797078765615356e-05
2007-10-24,3.355770474108429e-05,-0.00015524244737267272,0.00028037376316117227,-6.166712951641539e-05,-7.394297986859436e-05,0.00039749764729091425
2007-10-25,9.710433712479187e-05,-2.697901212941372e-05,4.449755004572701e-05,0.00014108972627536895,-1.8381506327611717e-05,0.00040484959853150115
2007-10-26,-0.0001139844024788261,-9.370632116949321e-05,-0.00012450971860112557,-0.00012313956155573697,-9.370632116949321e-05,0.0
2007-10-29,-4.7623807692059313e-05,-1.5712155506576235e-05,2.8278396236194337e-05,-4.3843546826863094e-05,-3.13968914435673e-05,-3.4687366788691835e-07
2007-10-30,-6.685769736177132e-05,7.042334935312386e-05,-4.040344198323344e-05,-6.800997889992601e-05,0.00011155350595139954,-1.373932500525788e-05
2007-10-31,0.0001500638370531553,0.00010256935918388743,7.66976278642368e-06,4.7084879701408884e-05,3.483937369026517e-05,-1.7210356995852116e-05
2007-11-01,-4.458032522160562e-06,-5.348397959852449e-05,-0.00010214473905681738,-1.2977725367846167e-07,-2.15792418886262e-06,6.474664871227291e-06
2007-11-02,0.00012525762430733335,-4.8014619239590125e-05,-2.7840844442978397e-07,0.00010335401296896549,1.016075516017163e-06,-2.0311711640361117e-05
2007-11-05,-0.000249865396619062,3.239743008318081e-05,0.00014991283148984742,-0.00024383215706259959,0.00014105171375969656,-5.693043123474802e-06
2007-11-06,1.2727726830421873e-05,1.5916610084878946e-05,3.0946388124019575e-05,4.274314859832812e-05,-3.957916638966822e-05,9.809164948263681e-05
2007-11-07,-0.0028148429525087066,-8.635632158216015e-05,-4.876775863942343e-06,-2.609420125258335e-05,0.00015070689575727797,-8.295271107814926e-05
2007-11-08,-0.0005973392241467217,-0.0003771863005182955,2.6334953719023747e-05,-0.0028755537433917083,-0.000249808202360067,2.6571631477535532e-05
2007-11-09,-0.029055658917674348,-0.00156933172103616,-0.00047729941882972897,-0.016617642099929036,-0.0006908038728791658,-0.00297436986150036
2007-11-12,0.002547350242125371,-0.010228930731642489,-3.876386445522344e-05,0.0006500110188213694,0.00027918041565475375,-8.001368817563838e-06
2007-11-13,-0.00036552176610526657,-0.0002996988769835429,-0.0002984585436598646,-0.00010380940823899259,0.0010749702247650102,9.96116566183626e-06
2007-11-14,0.00015264116629659595,0.0005413448904277091,0.030575417366269005,-2.4818239041046304e-05,-1.2354160951824129e-06,-1.909764007129966e-06
2007-11-15,1.2341172636737807e-05,-0.00012084291311456559,0.002034897543256302,4.4151851645152625e-05,-0.0024709709470947722,3.513041767488521e-06
2007-11-16,-0.041516956720607824,0.0001477028972153474,-0.0003566201247643261,-0.0335900078430192,-0.0003236088751241632,-5.235387012096489e-06
2007-11-19,7.055785621158742e-05,-0.011968712446790857,-8.143895893670966e-05,0.010040756399431184,4.8673963359801324e-06,0.022600229626621997
2007-11-20,-9.008936246012972e-05,-9.046952274010185e-05,-5.460670869148276e-05,-1.0266177448506714e-05,0.005885615494131942,-0.001022675588381059
2007-11-21,-0.0006127884443679859,-8.659337665871052e-05,0.015894527846703303,-0.00028237118212825216,0.01878318225139031,0.003648767935507737
2007-11-22,-0.0009465238990083775,-0.000977700039498013,-0.004860307875834828,-0.0012413082580606265,-0.00022440460062454426,-0.00016267243337851034
2007-11-23,-4.6239399944408086e-05,6.669404395115373e-06,-5.7669039068692915e-05,-0.00012291380169300687,-6.774303656264934e-05,-9.876538075228997e-06
2007-11-26,-1.2545007390162664e-05,2.1820116403908154e-06,-6.581389159742451e-05,-1.0199270421526138e-05,-5.442202552586084e-06,7.465015344844573e-08
2007-11-27,-2.5378756409180134e-05,-2.556315958689359e-05,-4.8939801378244565e-06,-7.326788171699724e-05,-4.322420491092697e-05,-4.0971999888363484e-05
2007-11-28,-4.018964973511248e-05,-1.095651373277784e-05,-9.40111113337555e-06,-1.1113241609008496e-05,-6.298210015606368e-06,-3.1680524225474567e-06
2007-11-29,4.9559352256911104e-05,0.00019259154816571707,7.010635272137552e-06,7.412922645210363e-05,-0.00010492012119412263,1.4971791347917282e-05
2007-11-30,-5.833701062771964e-05,-1.3922192645148524e-05,9.52531661669414e-06,0.0003726485685496492,-0.0003441602244849043,-7.467154892998688e-06
2007-12-03,-1.8997651869359643e-05,-0.00016152077395254172,2.205763795965005e-06,-3.060136196230648e-05,-0.00019218550749240394,-9.005412611109906e-05
2007-12-04,7.608290602705965e-05,-0.0004946411618788503,-1.0780194844217055e-05,-2.016994010192911e-05,1.4894874318315375e-05,0.004748805531651734
2007-12-05,0.0007629941704426716,7.451617865762324e-07,5.2153039102932115e-05,0.0001326230008985543,4.6221748155355326e-05,-3.5465746108344893e-06
2007-12-06,3.645201318095268e-05,-2.7186941530130648e-05,9.598375585559528e-05,0.00016522742771180713,-6.620935696909853e-05,0.02063878608449136
2007-12-07,0.00045584389891368453,0.0005146173421647184,0.00026775475161265854,0.0004694597681898693,-4.157023538520648e-06,0.00025218536497094196
2007-12-10,0.0002994631437891898,0.00011710118156991304,-2.540765548229384e-05,0.0005918639215723062,0.00024367633645487038,-8.997076630874772e-06
2007-12-11,0.0009854552024740016,0.00041803739550852953,0.0003567392324786333,0.0008503046691495768,0.00020839810270244317,0.000731557739605966
2007-12-12,-2.4285309524719246e-05,0.0005794560863796435,0.00016930451239968795,1.711136482350336e-05,0.0006294404350507331,0.00073763479866512
2007-12-13,-0.002896364553947612,4.887489536277545e-06,0.0006684798533127191,1.3331738045770328e-06,-0.003428898175211962,6.720434374126911e-05
2007-12-14,-0.0001601549747760955,-6.48536609505016e-05,-7.832761041439078e-05,-0.002954506737391084,-9.699596852478162e-05,0.0
2007-12-17,-8.417015491842697e-06,-3.949518924011729e-06,-1.2280703498400563e-05,-2.2176404786484245e-05,-1.954404137889948e-05,7.000459238292962e-05
2007-12-18,0.0030182932556058525,-7.0599361095030245e-06,-5.775247268445629e-05,-5.3960597052996295e-05,-3.2466053181636006e-06,-0.0006312013013202077
2007-12-19,0.00017471177227427437,-5.0896498935831856e-06,2.9658600112996046e-05,0.0010152420793589749,0.00019375028072162516,-3.0503004921367136e-05
2007-12-20,5.028020078554128e-06,-1.8831218484897052e-06,2.179622769415446e-05,1.1930074327067447e-06,-2.6241580513523768e-05,-3.0253739573851162e-05
2007-12-21,2.3893895269327635e-05,-6.107480704752104e-06,-4.483942010705183e-06,-1.682754584032189e-05,4.640310222710328e-06,2.0959511445523016e-06
2007-12-24,1.3685169220935367e-05,0.0002588032079166862,2.3115695091416585e-06,0.00011215749835143934,5.81101265979831e-05,0.00016150760898408738
2007-12-25,0.00022843962361159627,0.00014801540618377264,9.440873772205908e-06,0.00037818684633113633,8.373361146660358e-05,4.469934956210474e-05
2007-12-26,2.767606549977926e-05,0.00010320338465159967,-1.067061921072659e-06,9.208352226448578e-06,0.00019796834596301968,0.000135484301628474
2007-12-27,-1.751458609429474e-05,2.8056354279764187e-06,0.0008232125701345732,3.5153364998250046e-06,1.6900516634567776e-05,0.0001572383339786223
2007-12-28,0.004610764340860053,0.002357636134307703,0.0020697683999186863,0.002079601512669091,0.0010927816462141984,-0.0012247614135298106
2008-01-02,1.1495925239902656e-05,0.003457765997335962,9.999351078440049e-06,5.591937918017301e-05,0.0,0.0
2008-01-03,0.00013761872539903006,0.00040250486871138905,8.27557422575643e-05,0.001283804631581414,0.0001144563508508601,0.0001358093842101923
2008-01-04,9.352111180591259e-05,6.881492702619533e-05,3.9650039568553595e-05,0.00017650761993855411,0.0026056675176553672,4.922924731766222e-05
2008-01-07,0.0003454712417656814,0.0001592374163826363,0.00016845084448233145,0.0003124776293165141,0.00025431210692050655,0.00010386800280566053
2008-01-08,0.0004364811819828832,0.00023689394562164719,-1.9883596450280956e-05,6.261565518425934e-05,0.0,0.00012227251311749753
2008-01-09,0.000190102430031716,0.000135113742082983,0.00010092556646555693,0.0005530711111597211,4.01744495680261e-05,-2.188951339532256e-07
2008-01-10,0.0015937086902307487,0.0005453471435446425,7.993014389597996e-05,0.00015346539547967687,4.849679381807825e-05,-0.00017665496414584895
2008-01-11,0.10381516364064845,0.000305386316112363,0.00011692042262297095,0.00021614616496655755,9.274598536032291e-05,3.833741707475428e-06
2008-01-14,0.0008308772877697322,0.0522384311656031,4.519942843807651e-05,0.000651209616523234,0.00019866751125520283,-4.831887838660279e-05
2008-01-15,0.0008326771761077395,0.0009202742457945285,0.0007141161936140995,0.04074129661391231,0.0004791156708499138,0.00010778857978105801
2008-01-16,0.0014270202645353981,0.000609268418060092,9.305721847588264e-05,0.0004741014562816663,0.0003205196331396041,-2.9394956293244313e-05
2008-01-17,8.899470199946109e-05,0.00021649410230813832,0.0005868867993675482,-4.272460083200483e-06,0.00013479816934703254,1.625537032826702e-05
2008-01-18,-0.003569118278198097,-0.0033245079800360436,-0.004083964345526973,-0.005022923666035115,0.000979741904629421,-0.005336101362616207
2008-01-21,-0.0017706141202327164,-0.0013901710182018213,-0.0010331275454780393,-0.0027603286617433704,-0.00958619868716056,-0.0019209986176964798
2008-01-22,-0.06793674620759782,-0.001730597284821288,-0.004713802874273995,-0.0018062486679719198,-0.0026134599086136655,-0.004752119314290322
2008-01-23,-0.00010260808727916629,0.025743261329019742,-0.0011521962221411454,0.03909178948594844,0.02689288400411562,-0.0015720597371809868
2008-01-24,0.026899547086620994,0.026954947180254846,0.06162213421195435,0.0005804334391788238,0.0007803176262974661,0.046050380394513105
2008-01-25,1.941645748163817e-05,1.8077989884266597e-05,0.00030112789626344865,0.048111175966085926,0.0001251671080722325,0.0005456121951669154
2008-01-28,-4.903191125222313e-06,0.0,0.0,-4.903191125222304e-06,0.0,7.735802297003203e-06
