,40_20,40_30,40_60,60_20,60_30,60_60
2007-04-05,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-06,0.00950748585142982,2.5686276394231112e-05,0.0,0.0,0.0,0.0
2007-04-09,4.205335301732941e-05,5.850628807812205e-05,0.0,0.0,0.0,0.0
2007-04-10,2.955796087533847e-05,0.00012896454368831786,0.0,0.0,0.0,0.0
2007-04-11,0.00022479099801989464,2.209284249116313e-05,0.0,0.0,0.0,0.0
2007-04-12,8.267764956720193e-05,0.00010528332741263864,0.0,0.0,0.0,0.0
2007-04-13,0.00317638397183557,-1.944667905960994e-05,-2.1452523183640654e-06,0.0,0.0,0.0
2007-04-16,0.00015620515188812298,3.3134620618690145e-05,0.0,0.0,0.0,0.0
2007-04-17,0.026776624349239487,0.00013419546279302806,-2.4972694285334513e-05,0.0,0.0,0.0
2007-04-18,0.0011023403883297022,0.10666480912019856,5.731419830412375e-05,8.195873038250199e-05,0.0,0.0
2007-04-19,-2.667553006594519e-05,-0.0004459741698627584,-2.330589620301831e-05,-1.4484889402781682e-05,-6.649667731019499e-07,-1.1111417224959331e-06
2007-04-20,0.00018953915422293031,-3.801452545181122e-06,-0.00015026001111873228,-1.0479001913114455e-05,-4.719689320325553e-06,0.0
2007-04-23,0.06741759555380998,0.0008411829738542805,5.337675940044016e-06,0.00025190391187446465,6.189272579201335e-06,-1.1768333927444953e-06
2007-04-24,0.0016633391826736937,0.00176358278609967,0.00016081098468052706,0.0013999045258743397,0.0001289954909526872,-0.00010303734571998257
2007-04-25,0.00024261134109736124,7.092284299083662e-05,-4.55101931165752e-06,0.0014146394532817018,8.309437975748335e-05,-1.4242042755732523e-05
2007-04-26,1.5525123951411155e-05,0.0002772352991316622,3.856556345874583e-06,0.0002754126316150079,6.578013295197127e-05,2.2980832274977093e-05
2007-04-27,6.847875422688726e-05,0.0005700275881609442,0.00012121347061465077,0.0007714939187910647,0.00012125693089192368,-7.335921182499981e-06
2007-04-30,0.022856598545289215,0.00014148860104688956,0.0004195591225454097,0.00017081766958432096,0.001024383169085743,-2.406526383921228e-05
2007-05-08,0.002404658973648856,0.0005597932000176211,0.001777343807428615,0.0008345192596612498,0.0003219490073462014,-2.1228912487367537e-05
2007-05-09,0.13012284393383855,0.0002953499230216125,0.0004027917556484455,0.31146499837997527,0.0008746831765026419,4.4806311528280654e-05
2007-05-10,0.00021296385206334126,0.0003226676312262882,6.000049430360293e-05,0.00046543017287198937,0.0002956946513296322,0.00017946928009679935
2007-05-11,0.00026381574251550495,6.721825089723875e-05,0.00013685243336775907,0.0004214335011281951,0.0004868123596901964,4.582392896194298e-06
2007-05-14,0.0019614734450328626,0.00031474960608877505,0.0001503495625725561,0.001972881118226254,0.0005432533667065237,4.7516215057547444e-07
2007-05-15,-0.03086304805385836,0.0020071228577627394,-1.846265373489443e-05,0.0037859058729117854,0.002995248425500759,-0.00015830821568387892
2007-05-16,0.0037734820725261278,0.2539806512782135,0.001588352421624936,0.11769026337367004,0.0026614386664005453,0.00040327029189602504
2007-05-17,0.02495606686458524,0.01951304272458102,0.004098761354647009,0.045919822925387654,0.46126489813873095,0.002010600325137585
2007-05-18,0.004573035846912756,0.04377256877259531,0.26474112127580135,0.004655833755665303,0.03907830406287502,0.0022244258908479687
2007-05-21,0.0004974397638381452,0.0007738974665485161,0.044161371923817,0.0004254818187597409,0.010702959678591495,0.021866836082029675
2007-05-22,5.1752315266092565e-05,2.0728174727796693e-05,0.0007562963424378766,0.0006128218016179701,0.00012609783576666443,0.05210078836362334
2007-05-23,0.0010323182054881664,9.3585573895039e-05,0.08129299645611596,0.0009240908318702162,7.415976430030082e-05,0.3005354665497141
2007-05-24,2.732360623228175e-05,4.907223625257429e-05,4.983872534354858e-05,9.752112447852886e-05,6.22882692969163e-05,0.00036443826368441797
2007-05-25,5.344237380659688e-06,0.0006206448395898737,5.597986765672432e-05,3.032169554545884e-05,0.00021542949372310046,0.00010737421684874871
2007-05-28,0.0006447486373993163,0.0007349995850072816,0.0002666768584337661,0.0007428857530518424,0.0002263269062890475,0.0015821438331542158
2007-05-29,0.0013399487194387493,0.000406206830378074,0.00030282430482832007,0.0012810076086524431,0.0012720758317270235,0.00035704516246750197
2007-05-30,3.148644689568349e-05,0.001785730070200662,5.1610595343249805e-05,4.675754692820355e-05,0.0009612823417786578,-2.5751939190931537e-06
2007-05-31,-0.0001105623861392847,-0.00012122202963814164,0.00014466214953217242,-0.00022671955164790664,0.0008606965820029913,0.002063659717968759
2007-06-01,-0.0020354615731706114,-0.0014536544948260297,-0.00032095750895986684,-0.001923036534962678,0.0001240347850339511,0.00028690917880409844
2007-06-04,-0.058281237866163606,-0.058187886067539954,-0.0007286419960453991,-0.05822654982090146,-0.045099982288219875,-2.314440310716163e-06
2007-06-05,9.594089849422206e-05,0.0002212619296137665,-0.047157426872870854,0.0002916970606611795,0.00017694685243368994,0.035848244330881
2007-06-06,0.001069716551379248,0.0002065437686376437,0.001463679341019016,0.0010411631039949304,0.0009228968210779861,0.001746474387284469
2007-06-07,0.0002116249411498975,0.0012553786241541877,0.0007236771245837626,0.0002442344102719012,0.001160136124573197,0.002108854417619067
2007-06-08,0.0004645818786291131,0.00016633966675449503,4.761777211576182e-05,0.00033255826814618467,0.00022572017923115078,0.0
2007-06-11,3.407425446096875e-06,0.0,0.0001557488522054811,0.0002720137546715348,0.0,4.114392719968749e-05
2007-06-12,1.0599937810829253e-05,7.107921139879774e-06,0.00015843795027609408,7.999957600693879e-07,2.1871997382568175e-05,9.941759977610872e-06
2007-06-13,0.0003238936695000498,0.0,0.0,0.00013460483201288442,0.000101609582203646,0.00018601088270452378
2007-06-14,0.00014938272558192483,0.00033775587206840633,0.0001126803913915002,0.0001482704222682215,0.00034515956602052477,1.0380301383547195e-05
2007-06-15,9.760019066225186e-06,5.5158517456108374e-05,6.939856030165246e-06,6.825691102904018e-05,3.924222226296388e-05,0.0
2007-06-18,9.854025994735549e-05,0.00013086772791632003,-1.5203959347258763e-05,-1.0362930271025499e-05,1.7439077340391958e-05,1.8673670141217245e-06
2007-06-19,9.774263465114219e-05,0.00012212715686877188,2.1591187235746436e-05,-2.1040114651209352e-05,0.0001033174466562129,0.00010509469438729921
2007-06-20,0.004850043979810317,-0.0005142583176759744,3.972998827100614e-05,0.004937744059062384,6.711440179891702e-05,6.249931462784633e-05
2007-06-21,-9.216666918989515e-05,-7.913257960062918e-05,0.0001751465330377175,-0.00010571771227854113,-0.0007629146028145659,-6.41742513444977e-05
2007-06-22,-0.0013391923832418626,-0.0006175679214130876,-7.041500107797173e-05,-0.0007248370810459555,-0.00015705133649363313,-6.182977625574623e-05
2007-06-25,-0.0010131799980226425,-0.000834569785637943,0.00011418031403829218,-0.0013392171612883416,-0.0012036604735901819,-0.0009128554668092914
2007-06-26,-0.0293659594709037,-0.022458716754598564,-0.022199303907058366,-0.0294161808635231,-0.022258198286358246,-0.021002506321051873
2007-06-27,-0.0001547387916709995,-0.0001787154749136537,-0.00027611051970204245,-6.910781174227157e-05,-0.00020399176269912135,-0.00018213290223257066
2007-06-28,0.00034455864300257096,-0.0003974830676753951,-0.0006959482482255285,0.00034087504195067083,-0.0006689350984806657,-0.000730774630557654
2007-06-29,-0.0016796970194274605,0.0,-3.7485587180947105e-06,-0.001770784598191993,0.0,-5.431012603364589e-05
2007-07-02,0.0006523523876497215,0.003845167268099465,0.0,0.0008160193690730491,0.00312350041806913,-2.1116790936294547e-06
2007-07-03,5.221952907570023e-05,0.00035807478511916315,0.0017680239882140213,4.63982030924542e-05,0.0005824619642054697,0.001708232991378054
2007-07-04,-2.1773900758273644e-05,3.3651346564036414e-05,0.00022941060380901173,-7.23273134436092e-05,-6.622518327663428e-05,0.0005087210531770453
2007-07-05,-1.777772290873977e-05,-1.721954864831818e-05,7.772967103111792e-05,-2.594796758863489e-06,0.0004646794754111267,3.536747323815301e-05
2007-07-06,7.819242919110804e-06,8.43893468964173e-07,0.0002729087278951594,3.830091118383772e-06,1.64571839149823e-05,0.00013595476724804337
2007-07-09,5.7986988190649044e-05,6.396107393155124e-05,0.0006664753197184525,5.293444628178276e-05,1.4310245926342797e-05,0.0003885110211413853
2007-07-10,0.00014039161571624228,0.00020362586173694816,1.6611723309483926e-05,1.343139482510857e-05,1.2290517546107047e-05,1.4669916725302934e-05
2007-07-11,2.5549087106745444e-05,2.6806686030432515e-05,8.636393924168435e-06,0.00012712479670033515,0.00013663493596949565,3.961510807991e-06
2007-07-12,-0.0034127210590888966,-1.785832367532756e-06,3.657854703216575e-05,-0.0033086329103615333,7.102216650571747e-05,2.2125419726618722e-05
2007-07-13,-0.00046135442431551293,0.003780598026550734,0.0052565838710504085,-0.0005648062186573653,0.0036090861135457497,0.00554676757746969
2007-07-16,-0.005693475352945612,-0.0009366916888006538,-1.615379514735142e-05,-0.005757923331359452,-0.0002117888890002542,-0.00017543477394219083
2007-07-17,-3.400572736729417e-05,-0.002834865920929258,-0.00019162420630769886,-9.001119808516322e-06,-0.0008785238080604099,-3.999324050032483e-05
2007-07-18,-8.44750794045654e-05,-1.827420128814907e-05,-2.1643950346993597e-05,-2.3961815665955964e-05,7.598069234597947e-05,-3.375631740931314e-05
2007-07-19,-5.326002761351002e-05,-1.6547164526776215e-05,6.997306078093123e-05,-1.950661234449343e-05,1.4974462986974432e-05,-3.0568399894342706e-09
2007-07-20,4.156386572357031e-05,0.000277349119592229,4.309755758435396e-06,1.4195381485766268e-05,0.0004574450295958852,0.00013268421693856235
2007-07-23,0.03284838004279578,0.0004854672319551923,0.003316762220229847,0.0010189084565342013,0.00033177453579014897,3.748724056101755e-05
2007-07-24,0.005782136451881452,0.0327399537409157,0.0002602824838083319,0.032622207286409154,0.00037338850368458704,0.0024442716954146708
2007-07-25,0.0006301882113469937,0.00016106108762796963,0.12384741283050675,0.010868907029858496,0.04248576410051874,0.00032139823703256624
2007-07-26,0.0002382614019680928,0.02675804197730044,0.0003010228368707783,9.031835204081001e-05,0.026693363249174238,0.1332927742641825
2007-07-27,5.254736145437007e-06,0.00021691389067885118,5.0917104002728034e-05,-1.5044750859552918e-05,1.26486579261722e-05,2.261965277535343e-05
2007-07-30,0.0001362694440937766,9.445141597136702e-05,0.05250189567780501,0.00018633338153227786,3.886873086632698e-07,0.05252911335294369
2007-07-31,4.785895055511409e-05,7.537480280904285e-05,2.7441799590593306e-06,3.6249990656526185e-06,1.2607549573237343e-05,0.0
2007-08-01,0.000104535508888453,-1.995841046529551e-05,-5.290647702392245e-05,-6.502747602645418e-05,-6.502747602645389e-05,-6.581657300305113e-05
2007-08-02,0.0,0.0001430829859689684,0.004236479215802907,0.00016068518210873037,0.0,0.00010234413434272189
2007-08-03,0.00014674083617867637,4.499933898562225e-05,4.883002875079159e-05,0.00017952199671609616,3.346105239717288e-05,1.455652296918456e-05
2007-08-06,0.00011893635607363815,-0.003939497091023951,0.00024036729895641993,-0.0045711360445618125,0.006121857249880541,7.496183040736146e-05
2007-08-07,-0.005385946655350307,-3.1495791097262857e-06,-3.629643807433518e-05,0.00020588516615086146,5.674282859233257e-05,4.87237073130971e-05
2007-08-08,-1.377136874706232e-05,-1.315468260512192e-05,0.0,-8.340337717219871e-06,-8.25702713039886e-06,-5.14559401426702e-06
2007-08-09,-1.6656846220993937e-05,-9.702343406794303e-06,-4.6885728914624e-06,-6.060853042336377e-06,-1.1319677381135756e-05,-1.1657197070005217e-05
2007-08-10,-0.00032775191364807043,-2.4352622291412685e-05,-0.00030778789880683865,7.661179489695084e-05,-3.985010556403847e-05,-0.0003322284128113625
2007-08-13,0.000434243718924162,8.134223864655644e-05,-0.000149471892866407,0.00027791918277139096,-0.0003451225533642836,-0.00024126816679487538
2007-08-14,0.013063959159394843,0.00043060647438256046,0.00039254600669664104,0.0005120675115474105,0.00029533760864630817,-0.0003769769846069783
2007-08-15,0.0018410867701473296,0.013739981744730718,0.0003744354480368599,0.013181573010796031,0.0007254250077940523,0.001052961501811556
2007-08-16,0.0007448403788161415,0.0005749798297373841,-7.721088475736558e-05,0.0009789656980174477,0.0003670209500137995,-7.068650195714929e-05
2007-08-17,0.0006380401412193902,-3.106525960360421e-05,-0.000431303216637264,1.7384040148670174e-05,0.009963734362168453,-0.00021192653104453672
2007-08-20,0.0002556930639922302,0.0015856341194119452,0.01237214370560521,0.0008561478162084261,0.0001795122122321531,0.00018085042215602667
2007-08-21,0.0004056854637281181,0.000387447996150583,0.0007767958763733769,0.0023587359649946487,0.0007197953569928106,7.584544349271685e-05
2007-08-22,7.803772611897201e-05,0.00016424101767758555,0.00012488385601238397,0.00023894040775683496,3.936377280376618e-05,2.2072513940652614e-05
2007-08-23,0.00013126971381677622,4.036791826510586e-06,0.0,-4.579132966836257e-06,0.0,0.0006332471105524416
2007-08-24,7.165367699898242e-07,0.00014357122257043915,0.0001445554615037771,0.00023517684175421315,0.000328084030682963,0.0
2007-08-27,0.0016336007237549364,-8.663103363012442e-05,9.62756939660667e-06,-0.0013929798159933375,2.607510315468062e-05,9.823357846575771e-05
2007-08-28,0.0003770774134002947,4.964624449063591e-05,1.0799223809867987e-05,-3.191755302432907e-06,0.00048349191605681044,7.961194588210915e-05
2007-08-29,3.212789154875695e-05,-0.001880719404608557,-0.0007951410759281307,0.0002855817203983682,-0.0017565453519281559,-7.56022043880865e-05
2007-08-30,0.014414343717042134,0.012140758928065314,0.017307905445964368,0.007190017034235493,-0.010345867641421744,0.011636764612184176
2007-08-31,0.00962293395585494,-0.0031383091747286328,-1.2346639949544759e-05,-5.900721189991843e-05,0.0005774364094035311,0.0011973452900183787
2007-09-03,0.0010644345179030975,0.0005198673502889099,0.00021459843849712252,0.00048214208977608746,0.00022736303232951416,0.013185460425023169
2007-09-04,2.60319650886919e-05,4.059298183655194e-05,1.1432444724147445e-06,0.0001615772118920959,1.297478595790443e-05,-2.350229486400566e-06
2007-09-05,0.00012776214479193987,0.00011631858787006084,0.00017988289848503013,5.392763062945968e-06,0.0016042600450367763,5.725887368427218e-06
2007-09-06,0.00031069178114878117,0.00034195988587860666,0.002045991659419461,0.0005022741902618829,0.0002683197099335795,-5.156565872317702e-05
2007-09-07,0.0001465746975122028,0.0002420451151921961,-6.995741650606675e-05,0.00015528133056753966,0.0003539468627792733,0.00016832423144375272
2007-09-10,0.01666667480328005,5.1693761387375566e-05,0.012626240975327722,0.00018400993537126477,4.902669284546259e-05,0.00019924593508458818
2007-09-11,-0.0005707655194846248,-0.007082833211672215,-0.009188014164911948,-0.008699400623317477,-0.0010549008382795537,-0.002471930422363199
2007-09-12,-0.0002816957381595507,-0.0005064283184206414,-0.0006184251422103513,-0.00043839079135020247,-0.0005788137057604745,-0.0073100739905082555
2007-09-13,-0.02290587203257314,-0.017192140302481902,0.0017435395748734725,-0.017418918181876256,-0.019734209585446316,-0.00035288932396903595
2007-09-14,0.0007394959109538213,0.0001602019726648369,0.00035759835060518197,0.0009100152243818117,0.00018675239889282572,-0.011208452803143957
2007-09-17,0.00016051399250542928,0.0001548987864769335,0.00020021080048963628,0.00010086831421162113,0.00028272315764499203,0.0003394427564915017
2007-09-18,-0.00013163883924050454,-0.00012075095894338886,-2.6630450667383566e-05,-0.00018113743864453603,-4.536690033494182e-05,0.00010052700967996609
2007-09-19,6.305126273562859e-05,5.402955436483929e-05,-4.783683468265525e-06,0.0,-4.3075562607555206e-05,-1.381685313767837e-05
2007-09-20,3.8303359790046384e-05,2.379255187331077e-05,0.0001163219705609475,0.0008570968368356801,0.0007280561183220562,-0.00932365786107393
2007-09-21,-9.081858269046518e-06,0.0009392651601783648,-8.186350065642961e-06,8.243881046422819e-06,0.0009178529474551525,1.6739322998976405e-05
2007-09-24,4.115038320715419e-05,0.0002218560725610906,0.0007894103480826198,9.124306084261303e-05,0.0005122632315703365,5.257340467400085e-05
2007-09-25,-8.365237602085836e-06,0.0001726682242283173,0.0003122286565082883,1.141523440749626e-05,4.133243991308226e-05,0.0007262853798999489
2007-09-26,-0.0002180459108722792,-0.00010361704049237129,0.00021295044024809725,-0.00014123598309038256,0.00017999663192039354,0.0001985032271276176
2007-09-27,9.059165305341739e-05,-0.00022946066349801913,2.3562578790125225e-05,3.5660870932551915e-05,-0.0002928271705701159,-0.00014075252134078286
2007-09-28,0.00026708665143572967,0.0007687573073911239,0.0005078072770953709,0.0003301126380537439,0.0005891101225473027,0.00029870501712630143
