,add,intersection
2021-03-31,-0.00010580210883395145,0.0021308773315252207
2021-04-01,0.0016372749126740936,-1.5126922328494331e-05
2021-04-02,-1.1189127453150028e-05,3.9535911591280624e-05
2021-04-06,-4.0556044831269084e-06,-0.00046269560897279846
2021-04-07,-0.00013294556457168441,0.0071385247004772945
2021-04-08,-0.0013282789789629051,-8.461706539082852e-07
2021-04-09,6.45961705035876e-05,0.0017391583758587224
2021-04-12,-4.028757869066086e-06,-0.00010464846929674142
2021-04-13,0.00012558540568189479,-9.1870063115268e-06
2021-04-14,0.00030170404422844455,-0.009079306395726433
2021-04-15,-0.0003914365089090384,0.0011152666098620373
2021-04-16,0.00012312468931031324,3.571424677319383e-05
2021-04-19,0.00097976409525351,-7.598787357625329e-05
2021-04-20,-4.722236476781928e-05,9.207273801489045e-06
2021-04-21,-9.496798336033003e-06,0.0008414161705021451
2021-04-22,-1.4822996243520278e-05,-1.168064748107957e-05
2021-04-23,-5.879869608190163e-07,0.00014452810440580144
2021-04-26,0.0008142549701404765,-4.437451522284583e-05
2021-04-27,-0.005571169682574548,0.0
2021-04-28,0.0007399000231601434,-0.00587419298679707
2021-04-29,0.00019037000467006697,-6.998415600427098e-05
2021-04-30,-0.0003478753968176504,-2.6255791284201897e-06
2021-05-06,0.00011321328217804038,6.77177477899054e-05
2021-05-07,-0.0011115815931950683,-8.563426483612353e-05
2021-05-10,-0.0001573571599603109,2.780563539286724e-05
2021-05-11,8.31930594002109e-05,0.0
2021-05-12,-0.00046963079311878805,0.0
2021-05-13,-0.002321042399924628,-0.0005001337360675784
2021-05-14,-0.001299789023108491,-4.0038606732690414e-05
2021-05-17,0.000255166487829263,4.040661502492551e-05
2021-05-18,-3.15350900253735e-05,0.001570709216415041
2021-05-19,1.025040239334904e-05,-0.0016386555329969826
2021-05-20,-0.0001990867941387409,0.0013510887160003717
2021-05-21,-4.278391692795016e-05,0.0003300644031541394
2021-05-24,1.0635480393234807e-05,-1.1310099961765086e-05
2021-05-25,-0.0002445669862181197,0.0
2021-05-26,6.160093978738303e-05,0.0
2021-05-27,2.4523489875694084e-07,1.9632322746696503e-05
2021-05-28,-0.00032242683593074466,-0.00014905732104398566
2021-05-31,-0.0002250251305249127,-0.0002607448530214622
2021-06-01,-4.5420606321267305e-05,0.0005840346114503154
2021-06-02,6.401735427316588e-06,0.0002525328489280436
2021-06-03,0.00021463752413816234,0.0
2021-06-04,-0.00142506650744422,-5.958375768027937e-05
2021-06-07,-0.0031833462513444787,1.912848907539573e-06
2021-06-08,-9.127628514639717e-05,-0.00014889979592606925
2021-06-09,-0.00018700148943433768,-0.0003291133440348554
2021-06-10,-0.00022094871854681919,-0.00043293895755514337
2021-06-11,-0.00022447090088402515,-2.3461554166033613e-05
