stock_code,判断准确率,回测起始日期,回测截止日期,总收益率,年化收益率,最大回撤率,最大回撤开始日期,最大回撤结束日期,年化超额收益率,信息比率,总天数,交易天数,交易频率,胜率,盈亏比,夏普比率,年化主动投资收益率
300498,0.4863,2016-02-17,2019-12-31,0.0834,0.0215,0.3324,2016-03-02,2018-11-21,-0.0294,-0.08,948,66,0.07,0.4394,1.46,0.04,-0.1161
300529,0.5071,2016-11-03,2019-12-31,0.1063,0.0335,0.2019,2016-12-26,2018-01-09,-0.0492,-0.1,773,24,0.03,0.4583,1.51,0.09,-0.2048
300595,0.531,2017-04-20,2019-12-31,1.5961,0.4387,0.2439,2017-06-30,2017-12-15,-0.0682,-0.11,661,30,0.05,0.6,2.02,1.01,-0.2145
300601,0.5038,2017-05-05,2019-12-31,1.5756,0.4423,0.1876,2019-09-04,2019-12-06,-0.3995,-0.64,651,16,0.02,0.625,2.45,1.2,-0.4079
300628,0.5136,2017-06-16,2019-12-31,0.8927,0.2944,0.1784,2017-08-21,2018-01-24,0.0115,0.02,623,21,0.03,0.619,1.95,0.95,-0.1448
300661,0.5062,2017-08-29,2019-12-31,3.8642,1.0352,0.1634,2018-07-20,2018-12-20,-0.3602,-0.44,561,19,0.03,0.6316,2.78,1.79,-0.4016
300750,0.472,2018-09-04,2019-12-31,-0.0882,-0.0697,0.211,2018-10-24,2019-12-04,-0.5633,-1.3,322,22,0.07,0.3636,1.35,-0.57,-0.4715
300751,0.5,2019-02-12,2019-12-31,-0.102,-0.1159,0.214,2019-02-21,2019-05-31,0.0855,0.16,220,12,0.05,0.4167,1.04,-0.54,-0.1274
300759,0.5241,2019-04-30,2019-12-31,0.5849,1.012,0,2019-04-30,2019-04-30,0.2575,0.49,166,4,0.02,1.0,,3.23,-0.0725
300760,0.5,2019-01-10,2019-12-31,0.2633,0.2808,0.1157,2019-08-16,2019-12-31,-0.5525,-1.41,238,10,0.04,0.7,1.34,1.2,-0.3746
300763,0.4963,2019-06-18,2019-12-31,0.0789,0.1523,0.1067,2019-09-02,2019-10-17,0.2377,0.56,135,11,0.08,0.4545,1.83,0.5,0.1396
300769,0.5128,2019-07-12,2019-12-31,-0.0109,-0.0233,0.1263,2019-07-12,2019-09-20,-0.5329,-1.14,117,6,0.05,0.5,0.98,-0.19,-0.4608
300782,0.5333,2019-09-10,2019-12-31,0.2704,1.2348,0,2019-09-10,2019-09-10,0.372,0.68,75,2,0.03,1.0,,3.67,-0.0621
600000,0.5062,2012-04-09,2019-12-31,0.2853,0.0348,0.2404,2013-02-28,2013-11-27,-0.1084,-0.34,1851,88,0.05,0.4432,1.63,0.13,-0.164
600009,0.4915,2012-04-09,2019-12-31,0.3354,0.0394,0.2961,2015-02-25,2015-07-09,-0.2607,-0.66,1884,124,0.07,0.4919,1.3,0.12,-0.2875
600010,0.4915,2012-04-09,2019-12-31,-0.6371,-0.1301,0.6889,2015-05-25,2019-11-01,-0.0581,-0.12,1833,88,0.05,0.4545,0.8,-0.55,-0.199
600011,0.5061,2012-04-10,2019-12-31,0.4912,0.0549,0.4018,2015-06-15,2018-02-05,0.0052,0.01,1883,119,0.06,0.4706,1.47,0.22,-0.1016
600015,0.4697,2012-04-09,2019-12-31,-0.0603,-0.0083,0.299,2016-11-17,2019-12-03,-0.0865,-0.27,1884,120,0.06,0.4333,1.35,-0.12,-0.1465
600016,0.5109,2012-04-11,2019-12-31,0.2384,0.0291,0.2839,2015-01-14,2018-10-11,-0.0626,-0.19,1881,104,0.06,0.4135,1.77,0.07,-0.1228
600018,0.5098,2012-04-09,2019-12-31,5.3544,0.2889,0.2902,2018-01-12,2018-10-10,0.1559,0.23,1836,111,0.06,0.5225,2.43,0.45,-0.0108
600019,0.512,2012-04-10,2019-12-31,1.4485,0.1343,0.2027,2012-05-10,2013-08-22,0.066,0.17,1791,124,0.07,0.5242,1.49,0.53,-0.0555
600025,0.4703,2018-03-19,2019-12-31,-0.0767,-0.0449,0.2493,2018-03-19,2018-08-06,-0.0946,-0.27,438,15,0.03,0.4667,1.05,-0.26,-0.1605
600028,0.4942,2012-04-09,2019-12-31,0.2918,0.0348,0.3253,2018-01-15,2018-12-20,-0.0106,-0.03,1884,113,0.06,0.4248,1.67,0.12,-0.0756
600029,0.4941,2012-04-09,2019-12-31,0.8857,0.0889,0.2246,2018-02-26,2018-12-11,0.0101,0.02,1876,96,0.05,0.4271,2.24,0.35,-0.1465
600030,0.4976,2012-04-09,2019-12-31,1.7747,0.1472,0.3393,2012-05-29,2014-03-31,0.0185,0.03,1873,74,0.04,0.4459,2.87,0.22,-0.1283
600031,0.4915,2012-04-10,2019-12-31,0.7259,0.0759,0.369,2013-03-12,2014-07-10,0.028,0.06,1880,110,0.06,0.4636,1.62,0.27,-0.1088
600036,0.4859,2012-04-09,2019-12-31,0.8226,0.0841,0.2932,2018-01-24,2018-12-11,-0.1403,-0.4,1873,116,0.06,0.4397,1.91,0.33,-0.1841
600039,0.4799,2012-04-09,2019-12-31,0.6504,0.07,0.3102,2016-11-22,2018-06-13,0.0209,0.04,1867,62,0.03,0.4839,1.9,0.18,-0.1308
600048,0.4838,2012-04-09,2019-12-31,1.0407,0.1005,0.3347,2013-01-09,2014-06-17,-0.0706,-0.15,1877,131,0.07,0.4885,1.55,0.27,-0.1954
600050,0.5126,2012-04-09,2019-12-31,0.8639,0.0917,0.3833,2017-03-22,2019-08-05,0.0302,0.06,1789,109,0.06,0.4679,1.66,0.27,-0.108
600061,0.5009,2012-04-09,2019-12-31,0.5722,0.0671,0.4573,2013-11-29,2018-10-09,-0.0785,-0.13,1755,71,0.04,0.4225,2.09,0.16,-0.2775
600085,0.482,2012-04-09,2019-12-31,-0.1545,-0.0222,0.5063,2015-06-12,2019-12-04,-0.1335,-0.33,1884,143,0.08,0.4615,1.17,-0.16,-0.2174
600089,0.4649,2012-04-09,2019-12-31,-0.0484,-0.0067,0.5089,2014-12-25,2019-12-04,-0.0218,-0.06,1865,75,0.04,0.4667,1.22,-0.1,-0.1296
600104,0.4925,2012-04-09,2019-12-31,0.535,0.0596,0.2579,2012-04-24,2013-06-04,-0.0705,-0.2,1864,138,0.07,0.4928,1.35,0.25,-0.1522
600111,0.5032,2012-04-09,2019-12-31,-0.1678,-0.0243,0.3582,2012-05-14,2016-02-01,0.0716,0.14,1884,36,0.02,0.4444,1.3,-0.14,-0.1044
600115,0.4866,2012-04-09,2019-12-31,-0.1029,-0.0146,0.416,2012-08-09,2017-10-17,-0.0787,-0.17,1866,117,0.06,0.4872,1.09,-0.12,-0.2238
600132,0.4796,2012-04-16,2019-12-31,0.3965,0.0462,0.4016,2012-04-16,2014-05-20,-0.051,-0.11,1864,98,0.05,0.4796,1.44,0.12,-0.1842
600150,0.504,2012-04-09,2019-12-31,4.1149,0.2636,0.2916,2012-10-12,2013-09-24,0.2825,0.48,1758,69,0.04,0.5942,1.89,0.66,0.0232
600176,0.5005,2012-04-09,2019-12-31,1.0552,0.1018,0.3465,2015-05-27,2015-07-10,-0.0883,-0.17,1872,95,0.05,0.4737,1.77,0.28,-0.2315
600183,0.4947,2012-04-09,2019-12-31,3.4198,0.2207,0.1785,2012-04-24,2012-11-28,-0.0631,-0.12,1878,80,0.04,0.4875,2.71,0.63,-0.2119
600188,0.5101,2012-04-10,2019-12-31,0.7247,0.0758,0.3985,2012-04-24,2013-05-22,0.1393,0.27,1880,121,0.06,0.5289,1.19,0.22,-0.0609
600196,0.4804,2012-04-11,2019-12-31,-0.2668,-0.0411,0.473,2017-10-18,2019-05-20,-0.2106,-0.5,1865,111,0.06,0.5225,0.85,-0.26,-0.291
600219,0.5262,2012-04-10,2019-12-31,1.448,0.1354,0.2467,2012-05-28,2014-03-11,0.1391,0.34,1777,69,0.04,0.5072,2.05,0.52,0.0128
600233,0.4896,2012-04-09,2019-12-31,-0.0243,-0.0035,0.5381,2016-10-19,2019-08-12,-0.1563,-0.29,1787,54,0.03,0.4259,1.52,-0.06,-0.3084
600276,0.479,2012-04-09,2019-12-31,0.6011,0.065,0.2285,2012-07-25,2013-06-21,-0.3483,-0.96,1883,159,0.08,0.4717,1.46,0.3,-0.324
600309,0.4983,2012-04-11,2019-12-31,0.8549,0.093,0.4431,2017-10-26,2018-11-01,-0.2109,-0.46,1750,102,0.06,0.5098,1.4,0.29,-0.2766
600332,0.506,2012-06-29,2019-12-31,2.6675,0.2072,0.2285,2015-06-04,2017-07-28,0.1317,0.27,1739,92,0.05,0.5217,2.15,0.71,-0.0605
600346,0.4874,2012-04-10,2019-12-31,0.3946,0.0544,0.4606,2012-04-23,2014-12-23,-0.2969,-0.58,1582,67,0.04,0.5224,1.23,0.16,-0.3619
