stock_code,判断准确率,回测起始日期,回测截止日期,总收益率,年化收益率,最大回撤率,最大回撤开始日期,最大回撤结束日期,年化超额收益率,信息比率,总天数,交易天数,交易频率,胜率,盈亏比,夏普比率,年化主动投资收益率
002601,0.5028,2012-04-10,2019-12-31,1.9919,0.1678,0.3,2015-07-02,2015-08-21,0.1076,0.16,1780,50,0.03,0.4,2.97,0.33,-0.1194
002602,0.5106,2012-04-09,2019-12-31,4.2005,0.3405,0.3479,2018-01-30,2019-11-05,-0.0445,-0.04,1418,43,0.03,0.4419,4.11,0.37,-0.2166
002648,0.4944,2012-04-10,2019-12-31,0.8144,0.0841,0.4061,2014-02-26,2016-03-15,0.0386,0.06,1859,60,0.03,0.3833,2.41,0.17,-0.1844
002709,0.5007,2014-04-25,2019-12-31,3.4302,0.3171,0.3842,2015-06-23,2015-08-25,0.0545,0.06,1362,38,0.03,0.4737,3.06,0.4,-0.2341
002714,0.4967,2014-04-30,2019-12-31,1.5709,0.1911,0.5691,2015-06-18,2016-01-18,-0.5367,-0.67,1361,41,0.03,0.5122,1.92,0.28,-0.4753
002736,0.5108,2015-04-01,2019-12-31,0.1692,0.0347,0.3624,2015-05-18,2018-10-12,0.1388,0.27,1155,32,0.03,0.4688,1.49,0.07,-0.038
002756,0.4717,2015-08-14,2019-12-31,-0.0884,-0.0246,0.4857,2015-12-15,2019-08-02,0.0776,0.13,937,28,0.03,0.3214,2.34,-0.1,-0.104
002812,0.4962,2016-12-16,2019-12-31,0.9015,0.2776,0.4413,2017-10-13,2018-10-11,-0.1615,-0.22,661,22,0.03,0.3636,3.74,0.48,-0.2987
002821,0.4758,2017-02-20,2019-12-31,0.4794,0.1509,0.2027,2018-06-29,2018-12-13,-0.1777,-0.36,702,21,0.03,0.4762,2.32,0.48,-0.2611
002841,0.478,2017-04-24,2019-12-31,-0.0687,-0.0268,0.287,2017-04-24,2018-01-09,-0.2603,-0.59,659,22,0.03,0.3636,1.83,-0.14,-0.3068
002916,0.4977,2018-03-19,2019-12-31,0.3886,0.2079,0.2741,2018-03-19,2018-10-09,-0.4071,-0.48,438,13,0.03,0.3077,4.62,0.28,-0.4257
002920,0.5012,2018-03-28,2019-12-31,-0.0178,-0.0104,0.2839,2018-03-28,2018-10-08,0.0763,0.14,431,12,0.03,0.4167,1.65,-0.06,-0.0891
002938,0.5238,2018-12-19,2019-12-31,1.2696,1.2696,0.102,2018-12-19,2019-01-31,-0.3723,-0.43,252,8,0.03,0.5,5.66,1.67,-0.327
003816,0.5769,2019-11-26,2019-12-31,0.0112,0.114,0,2019-11-26,2019-11-26,0.0295,0.18,26,1,0.04,1.0,,2.89,0.001
300014,0.5115,2012-04-09,2019-12-31,3.7707,0.2401,0.4583,2013-09-17,2015-02-09,-0.2037,-0.24,1830,55,0.03,0.4,3.03,0.33,-0.37
300015,0.4719,2012-04-09,2019-12-31,2.395,0.1794,0.3228,2018-06-05,2018-12-20,-0.2418,-0.48,1867,64,0.03,0.3906,3.08,0.51,-0.2957
300033,0.4976,2012-04-09,2019-12-31,27.1997,0.5679,0.3773,2015-11-19,2018-09-04,0.0075,0.01,1871,55,0.03,0.4,6.05,0.49,-0.293
300059,0.5079,2012-04-10,2019-12-31,17.3533,0.4938,0.4257,2015-12-22,2016-08-31,-0.011,-0.01,1827,51,0.03,0.5294,3.32,0.58,-0.2915
300122,0.4895,2012-04-09,2019-12-31,2.9115,0.2086,0.2682,2015-06-23,2015-08-25,-0.16,-0.27,1814,53,0.03,0.4906,2.31,0.52,-0.2998
300124,0.4848,2012-04-09,2019-12-31,0.6891,0.0732,0.4833,2015-06-16,2018-12-21,-0.1747,-0.32,1869,62,0.03,0.4839,1.53,0.17,-0.2981
300142,0.4731,2012-04-09,2019-12-31,1.8822,0.1794,0.405,2017-11-30,2018-10-12,-0.1969,-0.36,1617,55,0.03,0.3636,3.44,0.44,-0.2777
300207,0.4768,2012-04-11,2019-12-31,-0.1337,-0.0195,0.6447,2015-06-15,2018-12-24,-0.3896,-0.61,1833,59,0.03,0.4576,1.37,-0.08,-0.4513
300223,0.4979,2012-04-09,2019-12-31,2.281,0.2004,0.5591,2015-06-10,2018-08-31,-0.217,-0.22,1639,45,0.03,0.3556,3.43,0.26,-0.4491
300274,0.4933,2012-04-10,2019-12-31,2.1038,0.1661,0.4156,2012-04-10,2012-11-01,0.0027,0.0,1857,58,0.03,0.4655,2.13,0.26,-0.2386
300316,0.4776,2012-08-06,2019-12-31,0.5382,0.0659,0.6231,2015-05-07,2016-04-22,-0.2167,-0.32,1700,54,0.03,0.4259,1.93,0.12,-0.3671
300347,0.4856,2012-11-16,2019-12-31,2.2131,0.2024,0.5444,2015-05-08,2018-10-12,-0.3272,-0.45,1596,49,0.03,0.449,2.32,0.34,-0.394
300408,0.5034,2015-03-06,2019-12-31,0.6506,0.114,0.4107,2015-11-23,2018-11-14,-0.0025,-0.0,1170,35,0.03,0.3714,2.98,0.21,-0.1828
300413,0.4927,2015-04-23,2019-12-31,0.497,0.1215,0.4906,2015-11-19,2019-08-08,0.016,0.02,887,27,0.03,0.3333,3.36,0.16,-0.3389
