stock_code,判断准确率,回测起始日期,回测截止日期,总收益率,年化收益率,最大回撤率,最大回撤开始日期,最大回撤结束日期,年化超额收益率,信息比率,总天数,交易天数,交易频率,胜率,盈亏比,夏普比率,年化主动投资收益率
600887,0.5086,2012-04-10,2019-12-31,1.4637,0.1302,0.0989,2018-08-07,2018-12-04,-0.107,-0.28,1856,52,0.03,0.6538,1.79,0.85,-0.1961
600893,0.5074,2012-04-11,2019-12-31,0.5513,0.0652,0.3367,2015-07-17,2018-03-07,0.0061,0.01,1752,51,0.03,0.5882,1.2,0.17,-0.1681
600900,0.5107,2012-04-09,2019-12-31,0.2986,0.0378,0.1275,2013-07-10,2016-11-04,-0.1767,-0.83,1776,37,0.02,0.6216,1.33,0.36,-0.1798
600919,0.4877,2016-11-03,2019-12-31,0.0441,0.0142,0.1823,2017-07-14,2018-09-19,0.0922,0.41,773,25,0.03,0.48,1.32,0.0,0.0606
600926,0.5292,2017-01-20,2019-12-31,0.4074,0.1274,0.1794,2017-06-09,2018-02-26,0.1358,0.5,718,41,0.06,0.6585,1.13,0.71,0.0771
600958,0.5014,2015-06-17,2019-12-31,0.3357,0.0684,0.414,2017-11-09,2018-09-14,0.3034,0.64,1103,32,0.03,0.6875,0.77,0.2,0.1864
600999,0.5037,2012-04-09,2019-12-31,0.0859,0.0111,0.3184,2018-01-24,2018-10-11,-0.072,-0.16,1876,60,0.03,0.5667,0.9,-0.02,-0.2108
601006,0.4841,2012-04-09,2019-12-31,-0.1234,-0.0175,0.3746,2015-07-13,2016-08-01,-0.0921,-0.29,1882,44,0.02,0.7273,0.36,-0.21,-0.1557
601009,0.4845,2012-04-09,2019-12-31,0.8187,0.0837,0.1285,2012-05-03,2012-12-06,-0.0995,-0.31,1876,48,0.03,0.6458,1.64,0.75,-0.1682
601012,0.4877,2012-07-11,2019-12-31,-0.2048,-0.0319,0.3654,2012-07-11,2015-10-09,-0.4997,-0.87,1782,33,0.02,0.6061,0.64,-0.19,-0.5013
601021,0.5183,2015-04-23,2019-12-31,0.286,0.0581,0.3262,2015-10-16,2017-08-03,0.0909,0.21,1123,38,0.03,0.5789,1.13,0.17,-0.0486
601066,0.4778,2018-09-12,2019-12-31,0.6138,0.4647,0.0525,2019-06-24,2019-09-03,-1.5077,-2.18,316,6,0.02,0.8333,2.19,1.59,-0.6752
601088,0.5005,2012-04-09,2019-12-31,-0.0505,-0.0071,0.2766,2012-04-27,2014-04-22,-0.0227,-0.07,1820,56,0.03,0.625,0.6,-0.17,-0.1174
601100,0.5024,2012-04-09,2019-12-31,0.9758,0.0975,0.3473,2015-11-23,2017-02-17,-0.1756,-0.38,1845,57,0.03,0.6316,1.12,0.43,-0.2785
601111,0.4908,2012-04-10,2019-12-31,-0.4406,-0.0762,0.5818,2012-05-04,2018-10-23,-0.1574,-0.36,1846,45,0.02,0.4444,0.85,-0.47,-0.2749
601117,0.4973,2012-04-10,2019-12-31,-0.0641,-0.0088,0.4736,2012-11-12,2016-04-15,-0.0275,-0.07,1880,44,0.02,0.5,1.05,-0.13,-0.1603
601138,0.4768,2018-09-03,2019-12-31,-0.0008,-0.0006,0.199,2018-09-03,2019-01-22,-0.1956,-0.43,323,5,0.02,0.6,0.78,-0.06,-0.2958
601155,0.4751,2016-03-18,2019-12-31,0.0729,0.0194,0.308,2018-06-22,2019-10-10,-0.4291,-0.9,924,20,0.02,0.55,1.04,0.03,-0.4189
601166,0.5005,2012-04-17,2019-12-31,0.5625,0.0619,0.1616,2012-04-17,2014-03-31,-0.0994,-0.32,1874,50,0.03,0.56,1.55,0.45,-0.1616
