stock_code,判断准确率,回测起始日期,回测截止日期,总收益率,年化收益率,最大回撤率,最大回撤开始日期,最大回撤结束日期,年化超额收益率,信息比率,总天数,交易天数,交易频率,胜率,盈亏比,夏普比率,年化主动投资收益率
601988,0.5104,2012-04-10,2019-12-31,1.1405,0.1072,0.1174,2013-02-27,2014-03-06,0.0199,0.06,1883,84,0.04,0.4881,2.72,0.42,-0.0345
601989,0.5063,2012-04-10,2019-12-31,0.6335,0.077,0.5313,2015-06-30,2018-12-20,0.0834,0.15,1667,77,0.05,0.3896,2.44,0.17,-0.0918
601998,0.4944,2012-04-10,2019-12-31,0.7258,0.0758,0.2557,2013-02-27,2013-08-09,-0.0149,-0.04,1881,76,0.04,0.4342,2.12,0.21,-0.1084
603019,0.5169,2015-02-03,2019-12-31,4.5939,0.4435,0.3718,2015-12-07,2017-05-23,0.2978,0.29,1182,48,0.04,0.4583,3.95,0.5,-0.0936
603185,0.4595,2019-04-02,2019-12-31,-0.281,-0.362,0.281,2019-04-02,2019-10-21,0.0737,0.17,185,8,0.04,0.25,0.65,-1.5,-0.0216
603259,0.4855,2018-08-01,2019-12-31,0.3586,0.2501,0.2256,2018-08-01,2018-11-20,-0.2021,-0.37,346,14,0.04,0.5,2.03,0.63,-0.2694
603260,0.5085,2018-01-23,2019-12-31,-0.0459,-0.0248,0.2331,2018-01-23,2018-12-26,0.1746,0.38,472,23,0.05,0.3043,2.32,-0.15,0.0398
603288,0.5004,2014-05-09,2019-12-31,2.1465,0.2327,0.1505,2015-05-07,2015-07-15,-0.1539,-0.36,1381,72,0.05,0.5417,2.35,0.84,-0.214
603369,0.4883,2014-09-26,2019-12-31,0.2991,0.0529,0.2762,2018-07-02,2018-12-26,-0.2134,-0.38,1280,66,0.05,0.4394,1.74,0.1,-0.3167
603486,0.506,2018-08-21,2019-12-31,-0.0075,-0.0057,0.1673,2018-12-17,2019-09-18,0.3235,0.63,332,10,0.03,0.3,2.54,-0.08,0.1953
603501,0.5059,2017-12-04,2019-12-31,2.4105,1.0842,0.2719,2018-04-12,2019-01-31,-0.212,-0.18,421,14,0.03,0.5714,4.63,1.09,-0.3897
603659,0.4951,2018-01-29,2019-12-31,0.1063,0.0637,0.1697,2018-06-22,2019-01-30,-0.4086,-0.86,412,18,0.04,0.4444,1.71,0.28,-0.4112
603799,0.4887,2015-05-04,2019-12-30,0.015,0.0034,0.6255,2017-10-24,2019-07-19,-0.2837,-0.31,1107,57,0.05,0.3684,2.24,-0.02,-0.4854
603806,0.477,2014-12-08,2019-12-31,0.1541,0.0301,0.4564,2015-12-11,2018-09-25,-0.0691,-0.14,1218,57,0.05,0.386,2.02,0.07,-0.2274
603833,0.5,2017-07-05,2019-12-31,0.1402,0.0557,0.2385,2019-04-30,2019-11-12,0.029,0.06,610,27,0.04,0.4074,2.07,0.17,-0.1098
603882,0.501,2017-12-08,2019-12-31,0.8301,0.3536,0.1916,2017-12-08,2018-10-26,0.044,0.07,503,19,0.04,0.4211,4.18,0.72,-0.1501
603899,0.4908,2015-04-29,2019-12-31,0.4039,0.0777,0.2555,2018-06-22,2018-11-20,-0.1581,-0.33,1143,65,0.06,0.5077,1.38,0.23,-0.261
603986,0.5081,2017-05-12,2019-12-31,1.1323,0.4103,0.2787,2018-04-13,2019-01-23,-0.2299,-0.27,555,27,0.05,0.3333,4.5,0.64,-0.4071
603993,0.4798,2013-01-04,2019-12-31,-0.1453,-0.0233,0.4715,2017-08-16,2019-10-09,-0.1093,-0.19,1680,83,0.05,0.3735,1.77,-0.12,-0.3012
688008,0.549,2019-10-22,2019-12-31,0.0466,0.2524,0,2019-10-22,2019-10-22,-1.3514,-3.16,51,1,0.02,1.0,,2.29,-0.6003
688012,0.4706,2019-10-22,2019-12-31,-0.1106,-0.4396,0.1154,2019-11-07,2019-11-26,-6.6038,-11.37,51,4,0.08,0.5,0.05,-2.36,-0.9438
