date,code,open,high,low,close,volume,amount,turn,tradestatus,pctChg,isST
2009-01-05,sh.601919,7.73100054,7.94294703,7.69062978,7.92276165,52810653,408481509.0,2.441696,1,4.6667,0
2009-01-06,sh.601919,7.92276165,8.49804498,7.82183475,8.34665463,75618000,615664677.0,3.496192,1,5.3503,0
2009-01-07,sh.601919,8.35674732,8.75036223,8.20535697,8.4778596,79857988,671383288.0,3.692228,1,1.5719,0
2009-01-08,sh.601919,8.26591311,8.31637656,8.01359586,8.06405931,52160754,421897735.0,2.411648,1,-4.881,0
2009-01-09,sh.601919,8.074152,8.29619118,8.06405931,8.24572773,35390012,287804768.0,1.636254,1,2.2528,0
2009-01-12,sh.601919,8.25582042,8.4778596,8.16498621,8.30628387,49395218,407467574.0,2.283784,1,0.7344,0
2009-01-13,sh.601919,8.12461545,8.18517159,7.9732251,8.00350317,42269179,338729161.0,1.954312,1,-3.6452,0
2009-01-14,sh.601919,7.99341048,8.63934264,7.96313241,8.5787865,71621861,592768704.0,3.311431,1,7.1879,0
2009-01-15,sh.601919,8.4778596,8.74026954,8.43748884,8.55860112,94007066,800413551.0,4.346409,1,-0.2353,0
2009-01-16,sh.601919,8.58887919,9.083421,8.56869381,8.89165989,118099419,1040315203.0,5.460317,1,3.8915,0
2009-01-19,sh.601919,8.95221603,9.1843479,8.69989878,8.79073299,95889763,852097251.0,4.433455,1,-1.1351,0
2009-01-20,sh.601919,8.73017685,8.84119644,8.45767422,8.75036223,56329778,481555039.0,2.604403,1,-0.4592,0
2009-01-21,sh.601919,8.53841574,8.83110375,8.4778596,8.60906457,52041630,445782881.0,2.406141,1,-1.6148,0
2009-01-22,sh.601919,8.6797134,9.07332831,8.63934264,9.04305024,82577101,726660786.0,3.817946,1,5.041,0
2009-01-23,sh.601919,8.9824941,9.1843479,8.82101106,8.87147451,67249223,599463631.0,3.109262,1,-1.897322,0
2009-02-02,sh.601919,9.05314293,9.23481135,8.93203065,9.20453328,72229420,654155988.0,3.339521,1,3.7543,0
2009-02-03,sh.601919,9.19444059,9.50731398,9.12379176,9.4871286,85326132,791326916.0,3.945047,1,3.0702,0
2009-02-04,sh.601919,9.53759205,9.94129965,9.4871286,9.86055813,92833496,899094495.0,4.292149,1,3.9362,0
2009-02-05,sh.601919,10.06241193,10.48630491,9.69907509,9.85046544,139025166,1399672288.0,6.427817,1,-0.1024,0
2009-02-06,sh.601919,9.85046544,9.85046544,9.85046544,9.85046544,0,0.0,,0,0.0,0
2009-02-09,sh.601919,10.6982514,10.83954906,10.51658298,10.83954906,175904252,1883073969.0,8.132919,1,10.041,0
2009-02-10,sh.601919,11.02121748,11.91946689,10.83954906,11.91946689,273034524,3094535677.0,12.623729,1,9.9628,0
2009-02-11,sh.601919,11.8084473,12.27271104,11.34418356,11.7075204,239746916,2819105506.0,11.084679,1,-1.7782,0
2009-02-12,sh.601919,11.88918882,12.2121549,11.13223707,11.63687157,167366543,1931642192.0,7.738178,1,-0.6034,0
2009-02-13,sh.601919,11.78826192,12.4140087,11.34418356,12.37363794,250279332,2937841693.0,11.571645,1,6.3313,0
2009-02-16,sh.601919,12.54521367,12.60576981,12.02039379,12.33326718,206110028,2505396030.0,9.52948,1,-0.3263,0
2009-02-17,sh.601919,12.26261835,12.29289642,11.68733502,11.73779847,165027443,1948366155.0,7.63003,1,-4.8282,0
2009-02-18,sh.601919,11.37446163,11.5056666,10.6982514,10.73862216,144376253,1595445609.0,6.675224,1,-8.5125,0
2009-02-19,sh.601919,10.9001052,11.05149555,10.70834409,10.91019789,92731549,1001324628.0,4.287436,1,1.5977,0
2009-02-20,sh.601919,10.91019789,11.35427625,10.62760257,11.29372011,87846502,960062653.0,4.061576,1,3.5153,0
2009-02-23,sh.601919,11.101959,11.57631543,11.0010321,11.44511046,80365754,901893085.0,3.715704,1,1.3405,0
2009-02-24,sh.601919,11.2028859,11.38455432,10.63769526,10.70834409,110653863,1204227144.0,5.116072,1,-6.4374,0
2009-02-25,sh.601919,10.95056865,11.14232976,10.5973245,11.03131017,83272784,896749117.0,3.85011,1,3.016,0
2009-02-26,sh.601919,11.15242245,11.15242245,10.00185579,10.25417304,89815063,950616131.0,4.152592,1,-7.0448,0
2009-02-27,sh.601919,10.09269,10.18352421,9.43666515,9.57796281,76007842,733029267.0,3.514216,1,-6.594489,0
2009-03-02,sh.601919,9.44675784,9.77981661,9.44675784,9.69907509,39465085,376981910.0,1.824665,1,1.2645,0
2009-03-03,sh.601919,9.39629439,9.65870433,9.27518211,9.51740667,49198331,460874520.0,2.274681,1,-1.873,0
2009-03-04,sh.601919,9.53759205,10.32482187,9.52749936,10.1936169,86981943,862067408.0,4.021603,1,7.104985,0
2009-03-05,sh.601919,10.3954707,10.6982514,10.04222655,10.61750988,111273277,1144317196.0,5.144711,1,4.1584,0
2009-03-06,sh.601919,10.37528532,10.57713912,10.2945438,10.40556339,64605842,668554681.0,2.987046,1,-1.9962,0
2009-03-09,sh.601919,10.50649029,10.61750988,9.82018737,9.87065082,65377802,660623607.0,3.022737,1,-5.1406,0
2009-03-10,sh.601919,9.76972392,10.85973444,9.70916778,10.85973444,129933767,1354009592.0,6.007477,1,10.0204,0
2009-03-11,sh.601919,11.28362742,11.35427625,10.51658298,10.61750988,141995050,1539282428.0,6.56513,1,-2.2305,0
2009-03-12,sh.601919,10.51658298,10.57713912,10.04222655,10.41565608,74050784,756063365.0,3.423732,1,-1.9011,0
2009-03-13,sh.601919,10.43584146,10.84964175,10.34500725,10.48630491,75627984,795264708.0,3.496654,1,0.6783,0
2009-03-16,sh.601919,10.41565608,10.52667567,10.09269,10.47621222,46011420,472183276.0,2.127334,1,-0.0962,0
2009-03-17,sh.601919,10.47621222,11.0010321,10.2945438,10.84964175,91370084,973977389.0,4.224488,1,3.5645,0
2009-03-18,sh.601919,10.91019789,11.23316397,10.80927099,10.98084672,114419485,1255483649.0,5.290176,1,1.2093,0
2009-03-19,sh.601919,10.99093941,11.62677888,10.91019789,11.57631543,138865740,1561161775.0,6.420446,1,5.4228,0
2009-03-20,sh.601919,11.5056666,11.62677888,11.18270052,11.45520315,132335301,1495807051.0,6.118512,1,-1.0462,0
2009-03-23,sh.601919,11.48548122,12.2121549,11.46529584,12.03048648,147819114,1751008056.0,6.834405,1,5.022,0
2009-03-24,sh.601919,12.24243297,12.30298911,11.78826192,11.83872537,108683187,1287414316.0,5.024958,1,-1.594,0
2009-03-25,sh.601919,11.73779847,11.73779847,11.25334935,11.26344204,117649448,1339033488.0,5.439513,1,-4.8593,0
2009-03-26,sh.601919,11.35427625,12.02039379,11.3038128,12.00020841,185014660,2155192218.0,8.554138,1,6.5412,0
2009-03-27,sh.601919,12.111228,12.22224759,11.76807654,12.20206221,197411650,2350670601.0,9.127312,1,1.6821,0
2009-03-30,sh.601919,12.14150607,12.42410139,11.96993034,12.05067186,148017254,1782878684.0,6.843566,1,-1.2407,0
2009-03-31,sh.601919,11.61668619,11.9093742,11.46529584,11.89928151,124320831,1440229218.0,5.747963,1,-1.2563,0
2009-04-01,sh.601919,11.9093742,12.17178414,11.85891075,11.96993034,125607242,1492971762.0,5.807441,1,0.5937,0
2009-04-02,sh.601919,12.04057917,12.64614057,11.96993034,12.37363794,206981838,2527085583.0,9.569788,1,3.3727,0
2009-04-03,sh.601919,12.46447215,12.49475022,11.93965227,11.99011572,138246210,1670158235.0,6.391802,1,-3.0995,0
2009-04-07,sh.601919,11.99011572,12.25252566,11.76807654,11.94974496,82699365,981306435.0,3.823598,1,-0.3367,0
2009-04-08,sh.601919,11.88918882,11.94974496,11.33409087,11.35427625,94280744,1087147268.0,4.359063,1,-4.9831,0
2009-04-09,sh.601919,11.31390549,11.48548122,11.12214438,11.47538853,69500729,779628989.0,3.213361,1,1.0667,0
2009-04-10,sh.601919,11.57631543,11.85891075,11.35427625,11.8084473,91524913,1056611210.0,4.231647,1,2.9024,0
2009-04-13,sh.601919,11.95983765,12.98929203,11.95983765,12.98929203,248989180,3121534979.0,11.511994,1,10.0,0
2009-04-14,sh.601919,13.120497,13.6251315,12.99938472,13.29207273,268642451,3550231165.0,12.420662,1,2.331,0
2009-04-15,sh.601919,13.13058969,13.29207273,12.7167894,13.26179466,136055305,1757438875.0,6.290506,1,-0.2278,0
2009-04-16,sh.601919,13.35262887,14.29124904,13.35262887,13.59485343,172778129,2363837750.0,7.988383,1,2.5114,0
2009-04-17,sh.601919,13.6251315,13.86735606,12.9186432,13.14068238,115869265,1526562659.0,5.357206,1,-3.3408,0
2009-04-20,sh.601919,13.13058969,14.21050752,12.99938472,13.94809758,148549667,2010093491.0,6.868182,1,6.1444,0
2009-04-21,sh.601919,13.7260584,14.26097097,13.47374115,14.03893179,147594661,2023982305.0,6.824027,1,0.6512,0
2009-04-22,sh.601919,14.14995138,14.3316198,12.98929203,13.16086776,155092221,2095620095.0,7.170676,1,-6.2545,0
2009-04-23,sh.601919,12.96910665,13.16086776,12.6158625,12.99938472,108172204,1373631703.0,5.001333,1,-1.227,0
2009-04-24,sh.601919,12.99938472,13.0195701,12.3130818,12.43419408,98582476,1231130406.0,4.557953,1,-4.3478,0
2009-04-27,sh.601919,12.3130818,12.43419408,11.88918882,11.92955958,84572846,1009009559.0,3.910219,1,-4.0584,0
2009-04-28,sh.601919,11.8084473,12.111228,11.71761309,12.02039379,65411382,774167107.0,3.02429,1,0.7614,0
2009-04-29,sh.601919,11.98002303,12.52502829,11.81853999,12.38373063,80247965,969522196.0,3.710258,1,3.0227,0
2009-04-30,sh.601919,12.111228,12.26261835,11.9093742,12.05067186,115789025,1382726829.0,5.353496,1,-2.6895,0
2009-05-04,sh.601919,12.06076455,12.85808706,11.99011572,12.72688209,128624810,1585036362.0,5.946958,1,5.6114,0
2009-05-05,sh.601919,12.86817975,12.9186432,12.56539905,12.65623326,99867761,1258111648.0,4.617378,1,-0.5551,0
2009-05-06,sh.601919,12.64614057,12.80762361,12.49475022,12.68651133,77281968,968628562.0,3.573125,1,0.2392,0
2009-05-07,sh.601919,13.24160928,13.39299963,12.69660402,12.93882858,138689801,1791422682.0,6.412312,1,1.9889,0
2009-05-08,sh.601919,12.89845782,13.6251315,12.8177163,13.44346308,175247964,2324880853.0,8.102575,1,3.9002,0
2009-05-11,sh.601919,13.47374115,13.5242046,12.6158625,12.63604788,122208315,1585563787.0,5.650291,1,-6.006,0
2009-05-12,sh.601919,12.49475022,12.83790168,12.33326718,12.80762361,64100805,796348042.0,2.963695,1,1.3578,0
2009-05-13,sh.601919,12.77734554,13.21133121,12.6158625,13.08012624,73762393,943144232.0,3.410398,1,2.1277,0
2009-05-14,sh.601919,12.92873589,12.96910665,12.6158625,12.79753092,65837999,834784562.0,3.044015,1,-2.1605,0
2009-05-15,sh.601919,12.92873589,13.46364846,12.92873589,13.09021893,102814585,1345857092.0,4.753624,1,2.2871,0
2009-05-18,sh.601919,13.09021893,13.14068238,12.56539905,13.03975548,59079604,751630971.0,2.731541,1,-0.3855,0
2009-05-19,sh.601919,13.37281425,13.57466805,13.13058969,13.28198004,93192952,1230022867.0,4.308769,1,1.8576,0
2009-05-20,sh.601919,13.47374115,13.48383384,13.0195701,13.03975548,67854993,888738361.0,3.13727,1,-1.8237,0
2009-05-21,sh.601919,12.82780899,12.95901396,12.44428677,12.5149356,87181505,1091756899.0,4.03083,1,-4.0248,0
2009-05-22,sh.601919,12.44428677,12.6158625,12.3130818,12.55530636,45350133,558903683.0,2.09676,1,0.3226,0
2009-05-25,sh.601919,12.19196952,12.52502829,12.111228,12.47456484,46421969,566782841.0,2.146316,1,-0.6431,0
2009-05-26,sh.601919,12.46447215,12.55530636,12.28280373,12.29289642,41885602,515250619.0,1.936577,1,-1.4563,0
2009-05-27,sh.601919,12.50484291,12.95901396,12.43419408,12.85808706,96614014,1219910014.0,4.466941,1,4.5977,0
2009-06-01,sh.601919,13.73615109,14.10958062,13.4232777,13.45355577,182404041,2477919180.0,8.433436,1,4.6311,0
2009-06-02,sh.601919,13.77652185,14.6344005,13.6251315,14.21050752,237270269,3320298544.0,10.970172,1,5.6264,0
2009-06-03,sh.601919,14.3316198,14.58393705,14.04902448,14.36189787,149806507,2124921956.0,6.926292,1,1.0653,0
2009-06-04,sh.601919,14.13985869,14.3316198,13.77652185,14.06920986,142966505,1983936076.0,6.610045,1,-2.0379,0
2009-06-05,sh.601919,13.97837565,14.59402974,13.73615109,14.21050752,172884914,2439240680.0,7.99332,1,1.0043,0
2009-06-08,sh.601919,14.129766,14.129766,13.55448267,13.67559495,147560649,2006934603.0,6.822455,1,-3.7642,0
2009-06-09,sh.601919,13.67559495,13.67559495,13.67559495,13.67559495,0,0.0,,0,0.0,0
2009-06-10,sh.601919,13.70587302,13.88754144,13.58476074,13.79670723,84687309,1154251205.0,3.915511,1,0.8856,0
2009-06-11,sh.601919,13.8269853,13.87744875,13.30216542,13.34253618,90940710,1216837712.0,4.204636,1,-3.2919,0
2009-06-12,sh.601919,13.37281425,13.46364846,12.95901396,13.08012624,82500007,1074520599.0,3.814381,1,-1.9667,0
2009-06-15,sh.601919,13.05994086,13.34253618,13.0195701,13.3223508,46016960,601041796.0,2.12759,1,1.8519,0
2009-06-16,sh.601919,13.19114583,13.29207273,13.04984817,13.21133121,39312600,512649891.0,1.817615,1,-0.8333,0
2009-06-17,sh.601919,13.27188735,13.6251315,13.20123852,13.55448267,63539310,846724561.0,2.937735,1,2.5974,0
2009-06-18,sh.601919,13.67559495,13.80679992,13.47374115,13.61503881,68369389,922225114.0,3.161053,1,0.4468,0
2009-06-19,sh.601919,13.6251315,13.7260584,13.39299963,13.61503881,63557612,855171822.0,2.938581,1,0.0,0
2009-06-22,sh.601919,13.75633647,13.98846834,13.6251315,13.67559495,71724338,980482859.0,3.316169,1,0.4448,0
2009-06-23,sh.601919,13.37281425,13.5242046,13.20123852,13.34253618,62382984,824228336.0,2.884272,1,-2.4354,0
2009-06-24,sh.601919,13.2214239,13.53429729,13.19114583,13.51411191,52179967,690931674.0,2.412537,1,1.2859,0
2009-06-25,sh.601919,13.55448267,13.55448267,13.28198004,13.31225811,45790389,606565307.0,2.117115,1,-1.4937,0
2009-06-26,sh.601919,13.36272156,13.90772682,13.23151659,13.87744875,102842509,1385334375.0,4.754915,1,4.2456,0
2009-06-29,sh.601919,13.81689261,14.19032214,13.57466805,13.94809758,117843110,1627823483.0,5.448467,1,0.5091,0
2009-06-30,sh.601919,13.98846834,14.06920986,13.6251315,13.69578033,62066824,851519692.0,2.869655,1,-1.809,0
2009-07-01,sh.601919,13.76797515,13.90204532,13.64421807,13.86079296,45420861,606212850.0,2.10003,1,1.2048,0
2009-07-02,sh.601919,13.87110605,14.41769982,13.79891442,14.24237729,93251756,1277898294.0,4.311487,1,2.753,0
2009-07-03,sh.601919,14.0258024,14.99523286,13.98455004,14.75803179,155486133,2200816968.0,7.188889,1,3.6206,0
2009-07-06,sh.601919,14.83022342,15.41806955,14.56208308,15.18086848,148106742,2165070560.0,6.847703,1,2.8651,0
2009-07-07,sh.601919,15.0571114,15.34587792,14.79928415,14.87147578,103409846,1512152585.0,4.781146,1,-2.038045,0
2009-07-08,sh.601919,14.69615325,14.9539805,14.38676055,14.93335432,96143111,1368475486.0,4.445169,1,0.4161,0
2009-07-09,sh.601919,14.88178887,15.18086848,14.67552707,15.1602423,94137071,1366633338.0,4.35242,1,1.5193,0
2009-07-10,sh.601919,15.11898994,15.55213972,14.97460668,15.14992921,79736308,1181635581.0,3.686602,1,-0.068,0
2009-07-13,sh.601919,15.1602423,15.21180775,14.79928415,14.91272814,83135605,1208592360.0,3.843768,1,-1.5657,0
2009-07-14,sh.601919,14.84053651,15.13961612,14.75803179,15.07773758,73956610,1075081667.0,3.419378,1,1.1065,0
2009-07-15,sh.601919,15.38713028,16.58344872,15.38713028,16.58344872,180641802,2833549238.0,8.351959,1,9.9863,0
2009-07-16,sh.601919,16.8103367,17.39818283,16.34624765,16.41843928,169894668,2787164479.0,7.855066,1,-0.995,0
2009-07-17,sh.601919,16.3978131,17.0165985,16.32562147,16.78971052,95641309,1545328231.0,4.421968,1,2.2613,0
2009-07-20,sh.601919,16.86190215,18.47074419,16.84127597,18.03759441,153766419,2665130735.0,7.109378,1,7.4324,0
2009-07-21,sh.601919,18.10978604,18.40886565,17.56319227,17.83133261,106924491,1865846606.0,4.943645,1,-1.1435,0
2009-07-22,sh.601919,17.80039334,18.45011801,17.71788862,18.24385621,79228050,1397596903.0,3.663102,1,2.3135,0
