date,code,open,high,low,close,volume,amount,turn,tradestatus,pctChg,isST
2007-01-04,sh.600583,113.85405207,115.2620832,110.0228976,111.46367364,3785664,128847779.0,1.204607,1,-1.817125,0
2007-01-05,sh.600583,110.3503467,110.3503467,105.04567128,105.60233475,2936607,96164675.0,0.934435,1,-5.258522,0
2007-01-08,sh.600583,105.7660593,107.33781498,103.57215033,104.783712,7487759,238952943.0,2.382621,1,-0.775194,0
2007-01-09,sh.600583,105.30763056,110.3503467,105.30763056,110.28485688,6460244,213153797.0,2.055664,1,5.250001,0
2007-01-10,sh.600583,109.99015269,111.26720418,107.4033048,110.64505089,3017664,100450596.0,0.960227,1,0.326605,0
2007-01-11,sh.600583,110.0228976,113.49385806,107.0758557,112.24955148,3175434,107621018.0,1.01043,1,1.450127,0
2007-01-12,sh.600583,111.29994909,114.90188919,109.85917305,112.90444968,3857341,133302307.0,1.227414,1,0.583433,0
2007-01-15,sh.600583,111.332694,119.15872749,110.08838742,119.12598258,6162149,216776892.0,1.960809,1,5.510445,0
2007-01-16,sh.600583,119.38794186,122.23674903,116.86658379,121.4836161,4919878,178047805.0,1.565516,1,1.979102,0
2007-01-17,sh.600583,120.76322808,128.0325981,118.96225803,122.40047358,5567808,209983299.0,1.771689,1,0.754724,0
2007-01-18,sh.600583,120.53401371,125.7404544,120.53401371,122.85890232,2361512,88365667.0,0.751438,1,0.37453,0
2007-01-19,sh.600583,121.4836161,129.17866995,121.4836161,127.86887355,2394151,93343798.0,0.761824,1,4.077822,0
2007-01-22,sh.600583,129.3423945,130.97964,125.0855562,130.16101725,3960936,154829717.0,1.260378,1,1.792576,0
2007-01-23,sh.600583,130.84866036,130.84866036,121.8110652,122.89164723,3163144,121795488.0,1.006519,1,-5.584908,0
2007-01-24,sh.600583,122.7934125,130.6521909,122.1385143,128.85122085,2943156,113153579.0,0.742668,1,4.849453,0
2007-01-25,sh.600583,128.32730229,134.22138609,122.7934125,128.91671067,3314382,132208793.0,0.836342,1,0.050827,0
2007-01-26,sh.600583,126.0679035,133.30452861,124.430658,133.20629388,1893476,74803913.0,0.477794,1,3.32741,0
2007-01-29,sh.600583,132.6168855,134.5815801,128.6874963,130.94689509,2836196,114681753.0,0.715678,1,-1.696162,0
2007-01-30,sh.600583,130.35748671,131.6345382,127.67240409,127.86887355,3281960,130809023.0,0.82816,1,-2.350594,0
2007-01-31,sh.600583,127.57416936,127.705149,117.881676,119.78088078,2720752,101600030.0,0.686547,1,-6.325217,0
2007-02-01,sh.600583,117.881676,119.8463706,112.3150413,118.63480893,2380398,85140452.0,0.600663,1,-0.956813,0
2007-02-02,sh.600583,118.8640233,119.81362569,110.6777958,112.80621495,1243453,43023638.0,0.313769,1,-4.913052,0
2007-02-05,sh.600583,112.74072513,114.50895027,108.058203,114.2797359,1390921,47225788.0,0.350981,1,1.306243,0
2007-02-06,sh.600583,112.3150413,112.3150413,106.4209575,108.32016228,6110570,202042175.0,1.541924,1,-5.214899,0
2007-02-07,sh.600583,108.09094791,112.80621495,107.46879462,109.59721377,4379754,146665058.0,1.105175,1,1.178958,0
2007-02-08,sh.600583,109.53172395,115.03286883,109.40074431,114.90188919,4709832,160521648.0,1.188466,1,4.840152,0
2007-02-09,sh.600583,114.9346341,116.17894068,109.6954485,110.25211197,3131554,107209991.0,0.790207,1,-4.046742,0
2007-02-12,sh.600583,109.3679994,118.5365742,108.32016228,116.80109397,2882179,101829675.0,0.727281,1,5.940006,0
2007-02-13,sh.600583,117.881676,120.14107479,115.32757302,116.27717541,2396257,86202894.0,0.604665,1,-0.448556,0
2007-02-14,sh.600583,117.25952271,118.83127839,115.19659338,116.21168559,4690334,166369629.0,1.183546,1,-0.056313,0
2007-02-15,sh.600583,116.50638978,117.75069636,115.88423649,116.37541014,8755981,311761128.0,2.209459,1,0.140883,0
2007-02-16,sh.600583,117.61971672,124.430658,117.5542269,120.40303407,4864372,178625552.0,1.227462,1,3.460888,0
2007-02-26,sh.600583,123.1208616,127.705149,123.1208616,125.4130053,5025864,192356699.0,1.268212,1,4.160997,0
2007-02-27,sh.600583,127.0502508,127.0502508,112.87170477,113.26464369,7612100,273312407.0,1.920816,1,-9.686682,0
2007-02-28,sh.600583,110.0228976,113.00268441,109.26976467,111.36543891,8321056,281798958.0,2.099712,1,-1.67679,0
2007-03-01,sh.600583,111.26720418,111.26720418,103.4739156,104.4562629,5164403,166156433.0,1.303171,1,-6.204054,0
2007-03-02,sh.600583,104.783712,108.3856521,103.8013647,107.59977426,3638222,118180260.0,0.918059,1,3.009408,0
2007-03-05,sh.600583,108.058203,108.35290719,101.509221,103.24470123,4937403,158233983.0,1.24589,1,-4.047474,0
2007-03-06,sh.600583,103.08097668,107.01036588,101.60745573,106.12625331,3123419,101074563.0,0.788155,1,2.79099,0
2007-03-07,sh.600583,106.19174313,111.49641855,106.19174313,109.72819341,3196444,107648366.0,0.806582,1,3.39401,0
2007-03-08,sh.600583,110.05564251,111.23445927,107.7307539,110.41583652,2758069,92398964.0,0.695963,1,0.626687,0
2007-03-09,sh.600583,109.3679994,110.41583652,106.4209575,106.87938624,2560997,84648316.0,0.646235,1,-3.202852,0
2007-03-12,sh.600583,107.4033048,110.18662215,105.27488565,109.00780539,3293060,108160363.0,0.830961,1,1.991426,0
2007-03-13,sh.600583,109.3679994,115.09835865,108.77859102,113.46111315,4260338,146706852.0,1.075042,1,4.085313,0
2007-03-14,sh.600583,113.49385806,116.8993287,111.9875922,114.57444009,3121541,109394349.0,0.787681,1,0.981241,0
2007-03-15,sh.600583,114.607185,116.8993287,113.36287842,116.5718796,3875397,136920008.0,0.977907,1,1.743346,0
2007-03-16,sh.600583,116.63736942,117.48873708,113.69032752,113.78856225,3700059,130283611.0,0.933662,1,-2.387636,0
2007-03-19,sh.600583,111.0052449,115.88423649,110.3503467,114.05052153,2376022,82898888.0,0.599559,1,0.230221,0
2007-03-20,sh.600583,114.2797359,114.2797359,110.21936706,110.38309161,4092468,138994531.0,1.032682,1,-3.215626,0
2007-03-21,sh.600583,110.31760179,111.92210238,108.87682575,109.0405503,3186322,107394013.0,0.804027,1,-1.216256,0
2007-03-22,sh.600583,109.3679994,115.2620832,109.3679994,112.9699395,6729500,232983561.0,1.698103,1,3.603606,0
2007-03-23,sh.600583,113.26464369,113.9522868,111.9875922,113.78856225,2159877,74522804.0,0.545017,1,0.724638,0
2007-03-26,sh.600583,113.85405207,115.5895323,112.6424904,114.54169518,4396061,152975818.0,1.10929,1,0.661869,0
2007-03-27,sh.600583,114.2797359,116.73560415,113.2973886,114.57444009,5441280,191470886.0,1.373037,1,0.028594,0
2007-03-28,sh.600583,114.80365446,117.881676,113.78856225,117.2267778,6669888,237017631.0,1.683061,1,2.31494,0
2007-03-29,sh.600583,118.37284965,119.02774785,114.80365446,115.68776703,4091067,145840517.0,1.032328,1,-1.312842,0
2007-03-30,sh.600583,114.607185,115.5895323,110.28485688,112.21680657,4950139,168876260.0,1.249104,1,-3.000287,0
2007-04-02,sh.600583,113.6248377,113.6248377,110.31760179,112.67523531,4903088,166365420.0,1.237231,1,0.408519,0
2007-04-03,sh.600583,113.13366405,118.5365742,111.92210238,118.01265564,6314193,222307299.0,1.593305,1,4.736998,0
2007-04-04,sh.600583,118.2091251,122.33498376,116.50638978,120.86146281,5829924,212815027.0,1.471106,1,2.413981,0
2007-04-05,sh.600583,120.33754425,120.76322808,118.24187001,119.22421731,3670064,133850939.0,0.926093,1,-1.354646,0
2007-04-06,sh.600583,118.83127839,118.83127839,115.94972631,118.73304366,6735573,240244153.0,1.699635,1,-0.411979,0
2007-04-09,sh.600583,118.79853348,121.09067718,116.86658379,117.65246163,9161733,329824864.0,2.311846,1,-0.910088,0
2007-04-10,sh.600583,117.65246163,117.65246163,117.65246163,117.65246163,0,0.0,,0,0.0,0
2007-04-11,sh.600583,119.87911551,120.1738197,114.50895027,118.01265564,9527817,337705880.0,2.404222,1,0.306153,0
2007-04-12,sh.600583,119.5189215,122.4659634,118.27461492,122.26949394,8324515,307473028.0,2.100584,1,3.607101,0
2007-04-13,sh.600583,122.95713705,126.95201607,122.95713705,124.46340291,8129625,310386024.0,2.051406,1,1.794318,0
2007-04-16,sh.600583,124.430658,126.59182206,122.85890232,125.21653584,5625482,214329221.0,1.419518,1,0.605113,0
2007-04-17,sh.600583,124.92183165,124.92183165,120.69773826,123.97222926,7426081,277729954.0,1.873876,1,-0.993727,0
2007-04-18,sh.600583,125.0855562,125.60947476,120.99244245,122.85890232,8499288,317753909.0,2.144686,1,-0.898046,0
2007-04-19,sh.600583,122.85890232,122.85890232,111.332694,114.83639937,7833198,282174028.0,1.976607,1,-6.529853,0
2007-04-20,sh.600583,114.9346341,121.156167,114.9346341,120.20656461,5714668,206531605.0,1.442023,1,4.67636,0
2007-04-23,sh.600583,120.8287179,122.7934125,117.48873708,121.156167,8788774,321650931.0,2.217734,1,0.789978,0
2007-04-24,sh.600583,122.7934125,127.67240409,121.156167,127.57416936,12662197,478371639.0,3.195143,1,5.297295,0
2007-04-25,sh.600583,124.430658,125.67496458,121.156167,123.05537178,8791920,330037108.0,2.218528,1,-3.542088,0
2007-04-26,sh.600583,123.08811669,123.08811669,119.5189215,121.02518736,5763837,212271282.0,1.45443,1,-1.649821,0
2007-04-27,sh.600583,121.156167,121.74557538,115.00012392,116.2444305,6269859,225078090.0,1.582118,1,-3.950214,0
2007-04-30,sh.600583,115.2620832,117.78344127,111.92210238,114.96737901,6535280,229063044.0,1.649094,1,-1.09859,0
2007-05-08,sh.600583,122.7934125,125.02006638,117.881676,120.40303407,11735516,432025136.0,2.961307,1,4.727997,0
2007-05-09,sh.600583,120.43577898,121.64734065,113.9522868,117.68520654,7434112,269213161.0,1.875903,1,-2.25728,0
2007-05-10,sh.600583,117.2267778,119.91186042,115.5895323,115.81874667,10868271,388592139.0,2.742469,1,-1.585976,0
2007-05-11,sh.600583,116.5718796,121.12342209,116.5718796,118.70029875,10518480,381391832.0,2.654203,1,2.487987,0
