date,code,open,high,low,close,volume,amount,turn,tradestatus,pctChg,isST
2021-01-04,sz.002157,270.38687816,288.55638364,270.2328993,288.55638364,111862708,2065064027.72,4.9335,1,9.9765,0
2021-01-05,sz.002157,292.559834,304.72416394,291.32800312,298.41103068,152321243,2951539521.19,6.6921,1,3.4152,0
2021-01-06,sz.002157,302.26050218,307.64976228,292.559834,295.17747462,83084031,1597646632.67,3.6502,1,-1.0836,0
2021-01-07,sz.002157,292.86779172,300.258777,290.09617224,297.9490941,80918042,1550579157.96,3.5551,1,0.939,0
2021-01-08,sz.002157,300.258777,300.56673472,277.46990572,278.08582116,107603364,1977243376.25,4.7274,1,-6.6667,0
2021-01-11,sz.002157,274.0823708,274.69828624,261.91804086,264.8436392,76241351,1322410501.45,3.3496,1,-4.7619,0
2021-01-12,sz.002157,261.91804086,273.92839194,261.91804086,272.38860334,54217499,953339369.76,2.382,1,2.8488,0
2021-01-13,sz.002157,273.62043422,274.54430738,267.30730096,271.92666676,42806938,750268509.59,1.8807,1,-0.1696,0
2021-01-14,sz.002157,269.61698386,276.23807484,261.764062,264.68966034,50534677,880026744.38,2.2202,1,-2.6614,0
2021-01-15,sz.002157,264.68966034,268.53913184,260.2242734,263.76578718,36523430,624860521.93,1.6046,1,-0.349,0
2021-01-18,sz.002157,266.69138552,271.15677246,263.61180832,264.8436392,36438626,629933406.09,1.6009,1,0.4086,0
2021-01-19,sz.002157,265.15159692,265.45955464,258.83846366,261.61008314,43408996,735687966.0,1.9071,1,-1.2209,0
2021-01-20,sz.002157,259.30040024,262.22599858,255.6049076,260.84018884,31915261,537564210.31,1.4022,1,-0.2943,0
2021-01-21,sz.002157,261.14814656,265.76751236,259.14642138,262.22599858,45249697,771046310.1,1.988,1,0.5313,0
2021-01-22,sz.002157,260.2242734,260.84018884,256.3748019,258.99244252,38725769,648403880.06,1.7014,1,-1.2331,0
2021-01-25,sz.002157,260.2242734,262.84191402,255.91286532,261.45610428,39129108,660809810.55,1.7191,1,0.9512,0
2021-01-26,sz.002157,263.45782946,281.62733494,263.14987174,277.00796914,114289069,2031833900.28,5.0212,1,5.9482,0
2021-01-27,sz.002157,272.38860334,283.3211024,270.2328993,275.6221594,66653926,1195762172.79,2.9284,1,-0.5003,0
2021-01-28,sz.002157,269.92494158,272.23462448,263.45782946,266.3834278,49645147,862559330.34,2.1811,1,-3.352,0
2021-01-29,sz.002157,267.46127982,271.92666676,261.61008314,266.99934324,48708535,840835751.36,2.14,1,0.2312,0
2021-02-01,sz.002157,240.36100046,261.45610428,240.36100046,254.065119,106422471,1732164610.0,4.6754,1,-4.8443,0
2021-02-02,sz.002157,254.065119,256.22082304,246.366176,246.82811258,59564929,962889120.8,2.6168,1,-2.8485,0
2021-02-03,sz.002157,247.1360703,258.53050594,235.74163466,252.98726698,92602631,1500447965.86,4.0683,1,2.4953,0
2021-02-04,sz.002157,251.13952066,254.065119,241.28487362,244.0564931,55203394,886073968.3,2.4252,1,-3.5301,0
2021-02-05,sz.002157,244.21047196,254.8350133,243.13261994,243.90251424,50872772,819799807.12,2.235,1,-0.0631,0
2021-02-08,sz.002157,248.6758589,252.98726698,245.5962817,246.67413372,47338969,763804486.85,2.0797,1,1.1364,0
2021-02-09,sz.002157,249.4457532,250.9855418,243.2865988,245.5962817,44044237,705115412.87,1.935,1,-0.437,0
2021-02-10,sz.002157,246.52015486,249.29177434,240.2070216,245.28832398,41005193,650856298.27,1.8015,1,-0.1254,0
2021-02-18,sz.002157,248.6758589,251.90941496,246.366176,250.83156294,45464917,735650806.78,1.9974,1,2.2599,0
2021-02-19,sz.002157,250.9855418,275.93011712,249.4457532,275.93011712,127328903,2221846032.82,5.5939,1,10.0061,0
2021-02-22,sz.002157,280.54948292,292.71381286,280.54948292,286.4006796,167707050,3121232376.99,7.3678,1,3.7946,0
2021-02-23,sz.002157,284.860891,284.860891,267.9232164,269.15504728,98458135,1756732534.28,4.3255,1,-6.0215,0
2021-02-24,sz.002157,268.53913184,277.00796914,264.8436392,272.08064562,78418403,1383609087.62,3.4451,1,1.087,0
2021-02-25,sz.002157,273.92839194,274.8522651,262.68793516,262.99589288,52792673,909194794.99,2.3193,1,-3.339,0
2021-02-26,sz.002157,258.6844848,259.76233682,252.67930926,254.98899216,50906312,845298249.97,2.2346,1,-3.0445,0
2021-03-01,sz.002157,256.06684418,262.99589288,255.75888646,258.37652708,40207989,677085355.95,1.765,1,1.3285,0
2021-03-02,sz.002157,258.53050594,258.6844848,250.9855418,253.2952247,40221234,661962093.76,1.7656,1,-1.9666,0
2021-03-03,sz.002157,253.2952247,258.99244252,253.2952247,257.60663278,30687705,511473178.1,1.3471,1,1.7021,0
2021-03-04,sz.002157,257.9145905,257.9145905,252.37135154,253.91114014,26659576,440190329.89,1.1703,1,-1.4345,0
2021-03-05,sz.002157,250.9855418,254.68103444,248.36790118,251.90941496,31338282,512382104.77,1.3757,1,-0.7884,0
2021-03-08,sz.002157,250.36962636,254.065119,246.82811258,247.9059646,30415316,494863126.52,1.3347,1,-1.5892,0
2021-03-09,sz.002157,248.21392232,250.2156475,240.2070216,248.05994346,32619264,523302376.91,1.4314,1,0.0621,0
2021-03-10,sz.002157,249.29177434,250.2156475,242.05476792,244.8263874,29891166,475588968.39,1.2986,1,-1.3035,0
2021-03-11,sz.002157,244.8263874,246.52015486,243.13261994,246.21219714,19837922,315873608.63,0.8618,1,0.566,0
2021-03-12,sz.002157,247.44402802,252.5253304,243.2865988,252.06339382,28573794,459202325.88,1.2414,1,2.3765,0
2021-03-15,sz.002157,248.82983776,248.98381662,244.98036626,246.366176,21653929,347162795.34,0.9407,1,-2.2602,0
2021-03-16,sz.002157,245.75026056,248.36790118,243.59455652,247.9059646,16783372,268561222.29,0.7291,1,0.625,0
2021-03-17,sz.002157,248.21392232,253.60318242,248.21392232,250.52360522,24385607,397990630.09,1.0698,1,1.0559,0
2021-03-18,sz.002157,250.9855418,253.75716128,246.67413372,251.7554361,24240435,393854335.9,1.0634,1,0.4917,0
2021-03-19,sz.002157,249.4457532,249.75371092,245.5962817,246.82811258,24435698,392031137.36,1.0719,1,-1.9572,0
2021-03-22,sz.002157,244.8263874,250.67758408,242.5167045,249.13779548,25386972,407358712.42,1.1137,1,0.9357,0
2021-03-23,sz.002157,249.13779548,251.44747838,245.90423942,246.67413372,18671625,300454214.18,0.8191,1,-0.9889,0
2021-03-24,sz.002157,247.75198574,249.4457532,244.8263874,245.28832398,14993424,239941812.74,0.6577,1,-0.5618,0
2021-03-25,sz.002157,244.8263874,245.13434512,233.89388834,241.13089476,24240460,380093754.06,1.0634,1,-1.6949,0
2021-03-26,sz.002157,240.2070216,243.2865988,239.12916958,239.59110616,24945484,390113340.9,1.083,1,-0.6386,0
2021-03-29,sz.002157,239.28314844,240.82293704,233.58593062,235.12571922,32595289,500212536.58,1.4151,1,-1.8638,0
2021-03-30,sz.002157,234.66378264,237.1274444,230.96829,235.5876558,22213271,337390524.04,0.9644,1,0.1965,0
2021-03-31,sz.002157,234.20184606,235.27969808,231.7381843,232.97001518,15495578,234614630.83,0.6727,1,-1.1111,0
2021-04-01,sz.002157,227.1188185,229.4285014,224.0392413,227.42677622,40851397,600591927.85,1.7736,1,-2.3794,0
2021-04-02,sz.002157,227.27279736,235.27969808,226.65688192,233.12399404,30117426,453885046.47,1.3074,1,2.5051,0
2021-04-06,sz.002157,232.5080786,232.5080786,225.73300876,228.96656482,23487149,349455418.37,1.0196,1,-1.7834,0
2021-04-07,sz.002157,228.96656482,229.89043798,225.73300876,229.27452254,16558811,244795137.75,0.7188,1,0.1345,0
2021-04-08,sz.002157,229.4285014,232.35409974,228.96656482,230.1983957,18832998,281471373.26,0.8175,1,0.403,0
2021-04-09,sz.002157,229.89043798,232.20012088,227.73473394,231.7381843,16475785,246335880.82,0.7152,1,0.6689,0
2021-04-12,sz.002157,232.81603632,235.43367694,229.4285014,230.81431114,24890478,376868908.27,1.0805,1,-0.3987,0
2021-04-13,sz.002157,229.73645912,232.5080786,228.04269166,229.12054368,16937339,253104047.39,0.7352,1,-0.7338,0
2021-04-14,sz.002157,218.6499812,219.57385436,207.1015667,207.40952442,72568603,997228818.92,3.1501,1,-9.4758,0
2021-04-15,sz.002157,209.25727074,211.25899592,207.1015667,208.33339758,25710224,348355189.97,1.1161,1,0.4454,0
2021-04-16,sz.002157,207.25554556,209.56522846,206.63963012,208.48737644,18427692,249322711.75,0.7999,1,0.0739,0
2021-04-19,sz.002157,207.871461,213.2607211,204.7918838,210.9510382,27960889,380844467.57,1.2138,1,1.1817,0
2021-04-20,sz.002157,210.9510382,221.11364296,210.33512276,216.80223488,32788781,463637447.39,1.4233,1,2.7737,0
2021-04-21,sz.002157,214.0306154,219.57385436,212.4908268,217.26417146,21871189,308346962.01,0.9494,1,0.2131,0
2021-04-22,sz.002157,217.26417146,219.11191778,214.33857312,217.72610804,16635000,233864687.88,0.7221,1,0.2126,0
2021-04-23,sz.002157,218.03406576,226.19494534,216.18631944,222.4994527,31877500,459836907.82,1.3838,1,2.1924,0
2021-04-26,sz.002157,222.03751612,222.34547384,215.570404,215.87836172,22410260,317090739.37,0.9728,1,-2.9758,0
2021-04-27,sz.002157,214.8005097,216.49427716,209.71920732,211.7209325,17941357,247042141.64,0.7788,1,-1.9258,0
