,date,close,average,turnover_ratio,market_cap
0,2005-01-04,13.51,13.34,0.4331,6.9165
1,2005-01-05,13.89,13.79,0.4731,7.1152
2,2005-01-06,13.51,13.85,0.5472,6.9165
3,2005-01-07,13.66,13.64,0.3261,6.996
4,2005-01-10,14.13,13.9,0.3456,7.2345
5,2005-01-11,14.2,14.06,0.4771,7.2743
6,2005-01-12,14.09,13.97,0.3278,7.2146
7,2005-01-13,14.24,14.32,1.0752,7.2941
8,2005-01-14,13.93,14.1,0.4473,7.1351
9,2005-01-17,14.17,14.09,1.5093,7.2544
10,2005-01-18,14.59,14.27,1.3075,7.473
11,2005-01-19,14.67,14.93,2.6082,7.5127
12,2005-01-20,14.44,14.49,0.9567,7.3935
13,2005-01-21,14.63,14.51,1.1537,7.4929
14,2005-01-24,14.98,14.88,1.1417,7.6718
15,2005-01-25,14.79,14.65,0.8919,7.5724
16,2005-01-26,14.4,14.52,0.4089,7.3736
17,2005-01-27,13.86,14.04,0.7838,7.0954
18,2005-01-28,12.92,13.5,0.6695,6.6184
19,2005-01-31,12.42,12.48,0.6377,6.36
20,2005-02-01,12.38,12.6,0.3832,6.3401
21,2005-02-02,13.04,12.84,0.7334,6.678
22,2005-02-03,12.69,12.85,0.9362,6.4991
23,2005-02-04,12.77,12.78,0.7248,6.5389
24,2005-02-16,13.04,13.02,0.5248,6.678
25,2005-02-17,13.23,13.09,0.3648,6.7774
26,2005-02-18,13.0,13.04,0.444,6.6581
27,2005-02-21,13.12,12.98,0.5407,6.7177
28,2005-02-22,14.09,13.64,1.9476,7.2146
29,2005-02-23,14.86,14.97,6.3059,7.6121
30,2005-02-24,14.67,14.5,1.2654,7.5127
31,2005-02-25,14.48,14.56,0.8644,7.4134
32,2005-02-28,14.32,14.51,0.7608,7.3339
33,2005-03-01,14.13,14.13,0.9065,7.2345
34,2005-03-02,13.97,14.11,0.7232,7.155
35,2005-03-03,14.17,13.91,0.7212,7.2544
36,2005-03-04,13.74,13.85,0.5247,7.0358
37,2005-03-07,13.58,13.56,0.7692,6.9562
38,2005-03-08,13.89,13.73,0.8539,7.1152
39,2005-03-09,14.05,14.01,0.8392,7.1947
40,2005-03-10,13.54,13.79,0.7027,6.9364
41,2005-03-11,13.31,13.44,0.7132,6.8171
42,2005-03-14,13.12,13.14,0.6778,6.7177
43,2005-03-15,12.96,12.96,0.5554,6.6383
44,2005-03-16,13.12,13.07,0.5393,6.7177
45,2005-03-17,13.08,13.01,0.4569,6.6979
46,2005-03-18,12.61,12.78,0.4605,6.4594
47,2005-03-21,12.65,12.6,0.3499,6.4793
48,2005-03-22,12.11,12.25,0.4813,6.201
49,2005-03-23,12.15,12.18,0.4229,6.2209
50,2005-03-24,12.42,12.21,0.3275,6.36
51,2005-03-25,12.34,12.36,0.2354,6.3202
52,2005-03-28,11.99,11.96,0.419,6.1414
53,2005-03-29,11.91,11.98,0.2375,6.1016
54,2005-03-30,11.22,11.4,0.52,5.7439
55,2005-03-31,11.41,11.28,0.39,5.8433
56,2005-04-01,11.8,11.55,0.5766,6.042
57,2005-04-04,11.45,11.51,0.2998,5.8631
58,2005-04-05,11.45,11.4,0.3699,5.8631
59,2005-04-06,11.68,11.5,0.4503,5.9824
60,2005-04-07,11.84,11.83,0.716,6.0619
61,2005-04-08,11.91,11.8,0.5915,6.1016
62,2005-04-11,12.3,12.05,1.079,6.3004
63,2005-04-12,11.76,11.95,0.6655,6.0221
64,2005-04-13,12.11,11.96,0.7297,6.201
65,2005-04-14,11.57,11.76,0.4989,5.9227
66,2005-04-15,10.75,11.01,0.7832,5.5054
67,2005-04-18,10.48,10.5,0.5944,5.3662
68,2005-04-19,10.98,10.9,1.5145,5.6246
69,2005-04-20,10.25,10.44,0.6554,5.247
70,2005-04-21,9.86,9.95,0.6437,5.0483
71,2005-04-22,9.74,9.84,0.4823,4.9886
72,2005-04-25,8.85,9.04,1.1033,4.5315
73,2005-04-26,9.16,9.15,0.8139,4.6905
74,2005-04-27,9.04,9.12,0.5468,4.6309
75,2005-04-28,9.51,9.26,0.9781,4.8694
76,2005-04-29,9.39,9.58,1.0416,4.8098
77,2005-05-09,8.73,8.96,0.5033,4.4719
78,2005-05-10,8.89,8.71,0.3689,4.5514
79,2005-05-11,9.12,8.9,0.6479,4.6706
80,2005-05-12,9.47,9.37,1.7656,4.8495
81,2005-05-13,9.47,9.38,0.8079,4.8495
82,2005-05-16,9.43,9.38,0.651,4.8296
83,2005-05-17,9.47,9.43,0.7573,4.8495
84,2005-05-18,10.4,10.0,2.2672,5.3265
85,2005-05-19,10.17,10.27,2.798,5.2073
86,2005-05-20,11.18,10.64,4.4883,5.724
87,2005-05-23,10.6,10.67,2.9716,5.4259
88,2005-05-25,10.75,10.74,2.8753,5.5054
89,2005-05-26,10.32,10.38,1.7398,5.2867
90,2005-05-27,9.97,10.29,1.2911,5.1079
91,2005-05-30,10.21,10.12,0.8149,5.2271
92,2005-05-31,10.05,10.2,0.9349,5.1476
93,2005-06-01,10.44,10.31,2.1781,5.3464
94,2005-06-02,10.48,10.45,1.3888,5.3662
95,2005-06-03,9.94,10.18,1.3745,5.088
96,2005-06-06,10.09,9.83,0.994,5.1675
97,2005-06-07,10.25,10.25,1.1143,5.247
98,2005-06-08,10.83,10.69,2.8027,5.5451
99,2005-06-09,11.37,11.1,3.7178,5.8234
100,2005-06-10,10.83,11.11,2.5029,5.5451
101,2005-06-13,11.02,11.0,1.496,5.6445
102,2005-06-14,10.67,10.92,0.9724,5.4656
103,2005-06-15,10.17,10.36,0.6513,5.2073
104,2005-06-16,10.17,10.04,0.7266,5.2073
105,2005-06-17,10.01,10.13,0.3975,5.1277
106,2005-06-20,10.44,10.29,0.8965,5.3464
107,2005-06-21,10.28,10.33,0.5283,5.2669
108,2005-06-22,10.36,10.15,0.5494,5.3066
109,2005-06-23,10.05,10.26,0.414,5.1476
110,2005-06-24,10.09,9.94,0.4683,5.1675
111,2005-06-27,10.48,10.4,0.7826,5.3662
112,2005-06-28,10.01,10.13,0.5933,5.1277
113,2005-06-30,9.7,9.78,0.647,4.9688
114,2005-07-01,8.89,9.03,0.8934,4.5514
115,2005-07-04,8.93,8.68,0.5275,4.5713
116,2005-07-05,8.81,8.82,0.2261,4.5116
117,2005-07-06,9.08,9.11,0.8979,4.6508
118,2005-07-07,9.08,9.09,0.3796,4.6508
119,2005-07-08,8.54,8.67,0.5805,4.3725
120,2005-07-11,8.46,8.65,0.4825,4.3327
121,2005-07-12,8.81,8.62,0.4385,4.5116
122,2005-07-13,8.65,8.59,0.3647,4.4321
123,2005-07-14,8.73,8.66,0.342,4.4719
124,2005-07-15,8.15,8.41,0.6007,4.1738
125,2005-07-18,7.53,7.66,0.5287,3.8558
126,2005-07-19,7.65,7.63,0.3077,3.9154
127,2005-07-20,7.76,7.73,0.4133,3.975
128,2005-07-21,7.84,7.74,0.2794,4.0148
129,2005-07-22,8.03,8.0,1.0787,4.1141
130,2005-07-25,7.92,7.84,0.7145,4.0545
131,2005-07-26,8.34,8.11,1.184,4.2731
132,2005-07-27,9.0,8.91,3.8227,4.611
133,2005-07-28,8.77,8.79,2.005,4.4917
134,2005-07-29,8.77,8.75,0.7011,4.4917
135,2005-08-01,8.65,8.63,0.7545,4.4321
136,2005-08-02,8.77,8.67,0.7794,4.4917
137,2005-08-03,8.89,9.01,1.9995,4.5514
138,2005-08-04,8.58,8.63,1.4073,4.3924
139,2005-08-05,8.89,8.73,1.3173,4.5514
140,2005-08-08,9.04,9.01,1.9122,4.6309
141,2005-08-09,9.31,9.22,2.1799,4.77
142,2005-08-10,9.47,9.34,2.1671,4.8495
143,2005-08-11,9.43,9.46,1.5532,4.8296
144,2005-08-12,8.97,9.22,2.2068,4.5911
145,2005-08-15,9.43,9.27,1.9673,4.8296
146,2005-08-16,9.7,9.67,3.8206,4.9688
147,2005-08-17,9.97,9.87,2.3402,5.1079
148,2005-08-18,9.43,9.98,3.6921,4.8296
149,2005-08-19,9.7,9.49,2.1776,4.9688
150,2005-08-22,10.05,10.08,3.5386,5.1476
151,2005-08-23,9.55,9.72,1.6887,4.8892
152,2005-08-24,9.78,9.63,1.4147,5.0085
153,2005-08-25,10.09,9.9,1.8636,5.1675
154,2005-08-26,10.44,10.33,4.0523,5.3464
155,2005-08-29,10.83,10.63,3.8185,5.5451
156,2005-08-30,10.21,10.49,3.1052,5.2271
157,2005-08-31,10.48,10.29,1.9647,5.3662
158,2005-09-01,10.63,10.57,2.0677,5.4458
159,2005-09-02,10.67,10.65,1.6364,5.4656
160,2005-09-05,10.83,10.68,2.2394,5.5451
161,2005-09-06,10.44,10.86,3.6549,5.3464
162,2005-09-07,10.79,10.52,2.1768,5.5252
163,2005-09-08,10.75,10.65,1.9895,5.5054
164,2005-09-09,10.6,10.73,1.4901,5.4259
165,2005-09-12,10.52,10.48,1.1978,5.3861
166,2005-09-13,10.94,10.8,3.019,5.6048
167,2005-09-14,11.22,11.21,4.2636,5.7439
168,2005-09-15,11.25,11.25,1.9378,5.7637
169,2005-09-16,11.41,11.38,2.3828,5.8433
170,2005-09-19,12.54,12.04,8.3448,6.4196
171,2005-09-20,13.78,13.25,14.1801,7.0556
172,2005-09-22,13.27,14.09,13.4994,6.7973
173,2005-09-23,11.99,12.25,5.6501,6.1414
174,2005-09-26,12.3,11.99,3.1116,6.3004
175,2005-09-27,11.41,11.7,2.9933,5.8433
176,2005-09-28,10.63,10.92,3.4527,5.4458
177,2005-09-29,10.94,10.88,2.7052,5.6048
178,2005-09-30,11.06,10.92,2.5112,5.6644
179,2005-10-10,10.63,10.65,1.3797,5.4458
180,2005-10-11,11.06,10.92,2.105,5.6644
181,2005-10-12,11.18,11.03,1.758,5.724
182,2005-10-13,11.14,11.01,2.5624,5.7041
183,2005-10-14,10.91,10.87,1.5244,5.5849
184,2005-10-17,10.56,10.53,1.4717,5.406
185,2005-10-18,10.87,10.75,1.4644,5.565
186,2005-10-19,10.94,11.07,2.7315,5.6048
187,2005-10-20,10.87,10.71,1.3368,5.565
188,2005-10-21,10.71,10.71,1.7026,5.4855
189,2005-10-24,10.87,10.85,1.3002,5.565
190,2005-10-25,10.44,10.6,1.1693,5.3464
191,2005-10-26,9.66,9.94,2.0874,4.9489
192,2005-10-27,9.24,9.47,1.4025,4.7302
193,2005-10-28,9.04,8.95,1.4818,4.6309
194,2005-10-31,9.24,9.19,1.0319,4.7302
195,2005-11-01,9.12,8.99,0.9234,4.6706
196,2005-11-02,9.47,9.34,1.556,4.8495
197,2005-11-03,9.24,9.38,1.0436,4.7302
198,2005-11-04,9.39,9.25,0.9666,4.8098
199,2005-11-07,9.66,9.55,1.6531,4.9489
200,2005-11-08,9.78,9.72,1.3348,5.0085
201,2005-11-09,9.62,9.77,1.4799,4.929
202,2005-11-10,9.24,9.38,1.3804,4.7302
203,2005-11-11,9.35,9.23,0.8387,4.7899
204,2005-11-14,9.86,9.61,2.178,5.0483
205,2005-11-15,9.62,9.68,2.1804,4.929
206,2005-11-16,9.97,9.75,2.2624,5.1079
207,2005-11-17,10.32,10.12,3.3165,5.2867
208,2005-11-18,10.52,10.46,5.4293,5.3861
209,2005-11-21,10.52,10.52,5.2517,5.3861
210,2005-11-22,10.05,10.18,1.8035,5.1476
211,2005-11-23,10.17,10.13,1.1757,5.2073
212,2005-11-24,10.13,10.17,0.8489,5.1874
213,2005-11-25,10.09,9.99,0.8348,5.1675
214,2005-11-28,10.05,10.03,0.588,5.1476
215,2005-11-29,10.17,10.0,0.7666,5.2073
216,2005-11-30,10.36,10.46,3.3092,5.3066
217,2005-12-01,10.09,10.07,0.873,5.1675
218,2005-12-02,9.62,9.7,0.9606,4.929
219,2005-12-05,9.08,9.21,0.8924,4.6508
220,2005-12-06,9.08,9.03,0.6507,4.6508
221,2005-12-07,9.28,9.17,0.4268,4.7501
222,2005-12-08,9.12,9.17,0.4767,4.6706
223,2005-12-09,9.43,9.36,0.7807,4.8296
224,2005-12-12,9.47,9.49,0.5571,4.8495
225,2005-12-13,9.55,9.42,0.6305,4.8892
226,2005-12-14,9.7,9.69,1.4087,4.9688
227,2005-12-15,9.51,9.58,0.6784,4.8694
228,2005-12-16,9.59,9.54,0.4815,4.9091
229,2005-12-19,9.55,9.5,0.3816,4.8892
230,2005-12-20,9.51,9.49,0.3097,4.8694
231,2005-12-21,9.24,9.36,0.6757,4.7302
232,2005-12-22,9.24,9.19,0.4488,4.7302
233,2005-12-23,9.43,9.31,0.6089,4.8296
234,2005-12-26,9.51,9.45,0.5948,4.8694
235,2005-12-27,9.43,9.36,0.7514,4.8296
236,2005-12-28,9.39,9.37,0.3733,4.8098
237,2005-12-29,9.47,9.4,1.0693,4.8495
238,2005-12-30,9.28,9.34,0.7211,4.7501
239,2006-01-04,9.35,9.29,0.705,4.7899
240,2006-01-05,9.39,9.29,1.1133,4.8098
241,2006-01-06,9.51,9.45,1.4903,4.8694
242,2006-01-09,9.66,9.58,1.2822,4.9489
243,2006-01-10,9.9,9.76,1.7451,5.0681
244,2006-01-11,9.62,9.71,1.1703,4.929
245,2006-01-12,9.86,9.84,1.6699,5.0483
246,2006-01-13,9.94,9.96,1.2792,5.088
247,2006-01-16,10.13,10.11,2.0749,5.1874
248,2006-01-17,10.4,10.44,5.1145,5.3265
249,2006-01-18,10.48,10.29,2.2295,5.3662
250,2006-01-19,10.44,10.36,1.4,5.3464
