,date,close,average,turnover_ratio,market_cap
0,2005-01-04,11.96,12.11,0.3803,17.8042
1,2005-01-05,12.33,12.08,0.5917,18.3449
2,2005-01-06,12.4,12.49,0.9108,18.4608
3,2005-01-07,12.2,12.28,0.8293,18.1518
4,2005-01-10,12.2,11.98,1.0265,18.1518
5,2005-01-11,12.22,12.15,0.3828,18.1904
6,2005-01-12,12.09,12.08,0.2666,17.9973
7,2005-01-13,12.2,12.16,0.8722,18.1518
8,2005-01-14,12.38,12.57,2.591,18.4221
9,2005-01-17,11.55,11.77,1.329,17.1863
10,2005-01-18,11.29,11.17,1.5606,16.8001
11,2005-01-19,10.51,10.85,2.2811,15.6414
12,2005-01-20,10.43,10.32,1.3786,15.5256
13,2005-01-21,10.64,10.65,1.3623,15.8345
14,2005-01-24,10.74,10.81,1.8169,15.989
15,2005-01-25,10.56,10.57,0.81,15.7187
16,2005-01-26,10.64,10.59,0.9118,15.8345
17,2005-01-27,10.3,10.44,0.6512,15.3325
18,2005-01-28,10.15,10.21,0.607,15.1008
19,2005-02-01,10.25,10.14,1.6024,15.2552
20,2005-02-02,10.72,10.54,3.0109,15.9504
21,2005-02-03,10.46,10.62,1.7061,15.5642
22,2005-02-04,10.77,10.69,2.2951,16.0277
23,2005-02-16,10.77,10.78,1.4288,16.0277
24,2005-02-17,10.74,10.69,0.7356,15.989
25,2005-02-18,10.48,10.6,0.8869,15.6028
26,2005-02-21,10.8,10.69,1.898,16.0663
27,2005-02-22,11.13,11.03,3.2032,16.5683
28,2005-02-23,11.31,11.2,2.8865,16.8387
29,2005-02-24,11.57,11.48,3.0566,17.2249
30,2005-02-25,11.91,11.79,6.2622,17.727
31,2005-02-28,11.55,11.63,2.4693,17.1863
32,2005-03-01,11.44,11.41,1.3291,17.0318
33,2005-03-02,11.47,11.6,2.2542,17.0704
34,2005-03-03,11.31,11.29,1.0933,16.8387
35,2005-03-04,11.39,11.35,0.6796,16.9546
36,2005-03-07,11.24,11.25,0.7137,16.7228
37,2005-03-08,11.52,11.43,1.2773,17.1477
38,2005-03-09,11.57,11.54,1.4143,17.2249
39,2005-03-10,11.13,11.25,1.2103,16.5683
40,2005-03-11,10.87,11.01,0.9482,16.1821
41,2005-03-14,10.87,10.73,1.1231,16.1821
42,2005-03-16,10.51,10.56,0.9324,15.6414
43,2005-03-17,10.48,10.64,1.046,15.6028
44,2005-03-18,10.04,10.17,0.6787,14.9463
45,2005-03-21,10.04,10.0,0.5173,14.9463
46,2005-03-22,9.39,9.6,1.0086,13.9807
47,2005-03-23,9.34,9.36,0.7157,13.9035
48,2005-03-24,9.6,9.46,0.484,14.2897
49,2005-03-25,9.6,9.62,0.5497,14.2897
50,2005-03-28,9.71,9.52,0.5714,14.4442
51,2005-03-29,10.04,10.16,2.7631,14.9463
52,2005-03-30,9.73,9.86,0.9002,14.4828
53,2005-03-31,10.02,9.82,0.9855,14.9076
54,2005-04-01,10.2,10.03,1.7197,15.178
55,2005-04-04,9.78,9.92,0.9171,14.5601
56,2005-04-05,9.81,9.81,0.4993,14.5987
57,2005-04-06,9.99,9.86,0.7545,14.869
58,2005-04-07,10.12,10.17,1.9448,15.0621
59,2005-04-08,10.33,10.18,1.498,15.3711
60,2005-04-11,10.09,10.15,1.227,15.0235
61,2005-04-12,10.25,10.29,3.9857,15.2552
62,2005-04-13,10.38,10.35,6.4412,15.4483
63,2005-04-14,10.07,10.23,1.7215,14.9849
64,2005-04-15,9.42,9.62,2.1079,14.0194
65,2005-04-18,9.47,9.32,0.998,14.0966
66,2005-04-19,9.58,9.48,0.6559,14.2511
67,2005-04-20,8.72,8.92,2.0022,12.9766
68,2005-04-22,8.36,8.34,1.1945,12.4359
69,2005-04-25,7.78,7.84,1.5793,11.5863
70,2005-04-26,8.1,7.99,1.3603,12.0497
71,2005-04-27,8.04,8.13,0.9503,11.9725
72,2005-04-28,8.43,8.29,1.6299,12.5518
73,2005-04-29,8.56,8.57,1.3605,12.7449
74,2005-05-09,7.91,8.23,0.8239,11.7794
75,2005-05-10,8.2,8.0,0.7422,12.2042
76,2005-05-11,8.23,8.28,0.6346,12.2428
77,2005-05-12,8.3,8.16,1.4548,12.3587
78,2005-05-13,8.43,8.36,1.7092,12.5518
79,2005-05-16,8.2,8.21,0.949,12.2042
80,2005-05-17,8.27,8.32,0.5039,12.2042
81,2005-05-18,8.24,8.2,0.6424,12.1656
82,2005-05-19,8.32,8.22,0.5932,12.2814
83,2005-05-20,8.35,8.34,0.6624,12.3201
84,2005-05-23,8.11,8.14,0.4823,11.9725
85,2005-05-24,8.27,8.24,0.5556,12.2042
86,2005-05-25,8.37,8.32,0.677,12.3587
87,2005-05-26,8.19,8.26,0.446,12.0883
88,2005-05-27,8.11,8.15,0.4252,11.9725
89,2005-05-30,8.11,8.06,0.3967,11.9725
90,2005-05-31,8.11,8.18,0.4665,11.9725
91,2005-06-01,7.98,8.0,0.4585,11.7794
92,2005-06-02,7.98,7.95,0.4689,11.7794
93,2005-06-03,7.72,7.79,0.7566,11.3931
94,2005-06-06,7.77,7.66,0.6163,11.4704
95,2005-06-07,7.77,7.85,0.7923,11.4704
96,2005-06-08,8.35,8.2,2.7455,12.3201
97,2005-06-09,8.58,8.52,2.5787,12.6676
98,2005-06-10,8.21,8.37,1.7844,12.1269
99,2005-06-13,8.63,8.48,2.3144,12.7449
100,2005-06-14,8.61,8.65,2.8309,12.7063
101,2005-06-15,8.35,8.4,1.6817,12.3201
102,2005-06-16,8.5,8.4,1.526,12.5518
103,2005-06-17,8.27,8.39,2.7439,12.2042
104,2005-06-20,8.45,8.18,1.4588,12.4745
105,2005-06-21,8.21,8.29,0.9491,12.1269
106,2005-06-22,8.14,8.15,1.0203,12.0111
107,2005-06-23,8.03,8.06,0.7673,11.8566
108,2005-06-24,8.06,8.03,0.3782,11.8952
109,2005-06-27,8.66,8.48,3.293,12.7835
110,2005-06-28,8.48,8.53,2.4317,12.5132
111,2005-06-29,8.66,8.7,2.9468,12.7835
112,2005-06-30,8.69,8.71,2.7488,12.8221
113,2005-07-01,8.66,8.76,3.0566,12.7835
114,2005-07-04,8.53,8.56,2.3298,12.5904
115,2005-07-05,8.48,8.51,1.0705,12.5132
116,2005-07-06,8.61,8.62,2.8995,12.7063
117,2005-07-07,9.0,8.85,4.9048,13.2856
118,2005-07-08,8.84,8.83,2.3177,13.0538
119,2005-07-11,7.95,8.51,4.9299,11.7407
120,2005-07-12,7.59,7.34,7.053,11.2
121,2005-07-13,7.17,7.27,2.468,10.5821
122,2005-07-14,7.27,7.24,1.4574,10.7366
123,2005-07-15,7.12,7.18,1.3637,10.5049
124,2005-07-18,6.41,6.62,2.5944,9.4621
125,2005-07-19,6.49,6.37,1.3052,9.578
126,2005-07-20,6.54,6.53,0.7536,9.6552
127,2005-07-21,6.67,6.62,0.8904,9.8483
128,2005-07-22,6.96,6.91,2.0813,10.2731
129,2005-07-25,6.85,6.89,0.7142,10.1187
130,2005-07-26,7.14,7.05,1.4588,10.5435
131,2005-07-27,7.32,7.25,1.7569,10.8138
132,2005-07-28,7.77,7.59,4.5454,11.4704
133,2005-07-29,7.59,7.69,4.034,11.2
134,2005-08-01,7.85,7.82,2.8397,11.5863
135,2005-08-02,8.14,8.02,3.617,12.0111
136,2005-08-03,8.08,8.11,3.8861,11.9338
137,2005-08-04,7.98,7.97,1.6047,11.7794
138,2005-08-05,8.11,8.1,2.0339,11.9725
139,2005-08-08,8.27,8.28,2.4082,12.2042
140,2005-08-09,8.29,8.2,2.0869,12.2428
141,2005-08-10,8.66,8.49,4.4153,12.7835
142,2005-08-11,8.61,8.57,2.753,12.7063
143,2005-08-12,8.37,8.48,3.0676,12.3587
144,2005-08-15,8.63,8.45,1.5433,12.7449
145,2005-08-16,8.42,8.46,2.0439,12.4359
146,2005-08-17,8.53,8.36,2.0029,12.5904
147,2005-08-18,8.08,8.42,3.4747,11.9338
148,2005-08-19,8.16,8.08,2.3118,12.0497
149,2005-08-22,8.24,8.19,1.2009,12.1656
150,2005-08-23,8.03,8.08,1.3057,11.8566
151,2005-08-24,8.14,8.08,1.492,12.0111
152,2005-08-25,8.11,8.03,1.6719,11.9725
153,2005-08-26,8.14,7.99,2.4152,12.0111
154,2005-08-29,7.9,7.96,1.4085,11.6635
155,2005-08-30,7.87,7.93,1.0544,11.6249
156,2005-08-31,8.19,8.03,2.1176,12.0883
157,2005-09-01,8.45,8.33,3.9886,12.4745
158,2005-09-02,8.45,8.39,2.2195,12.4745
159,2005-09-05,8.66,8.62,2.8346,12.7835
160,2005-09-06,8.42,8.65,3.3479,12.4359
161,2005-09-07,8.71,8.52,2.1507,12.8607
162,2005-09-08,8.84,8.84,3.4389,13.0538
163,2005-09-09,8.63,8.71,2.0084,12.7449
164,2005-09-12,8.74,8.69,1.4319,12.8994
165,2005-09-13,9.23,9.02,5.0243,13.6332
166,2005-09-14,9.37,9.33,5.306,13.8263
167,2005-09-15,9.31,9.37,3.0228,13.749
168,2005-09-16,9.68,9.59,4.5163,14.2897
169,2005-09-19,10.33,10.22,11.0086,15.2552
170,2005-09-20,10.18,10.38,7.9764,15.0235
171,2005-09-21,10.2,10.37,5.408,15.0621
172,2005-09-22,9.68,9.8,5.0511,14.2897
173,2005-09-23,9.84,9.82,3.219,14.5214
174,2005-09-26,10.23,10.0,3.2369,15.1008
175,2005-09-27,9.89,10.06,3.2976,14.5987
176,2005-09-28,9.65,9.73,4.2628,14.2511
177,2005-09-29,9.94,9.77,2.8155,14.6759
178,2005-09-30,10.07,10.06,3.2789,14.869
179,2005-10-10,9.71,9.85,1.5772,14.3283
180,2005-10-11,9.91,9.75,1.8562,14.6373
181,2005-10-12,10.46,10.34,4.7249,15.4483
182,2005-10-13,10.78,10.72,7.5139,15.9118
183,2005-10-14,10.65,10.86,4.7298,15.7187
184,2005-10-17,11.04,10.92,3.6792,16.298
185,2005-10-18,11.33,11.22,5.4103,16.7228
186,2005-10-19,11.17,11.19,4.3628,16.4911
187,2005-10-20,11.3,11.0,4.3661,16.6842
188,2005-10-21,11.51,11.39,4.3883,16.9932
189,2005-10-24,11.59,11.64,3.2165,17.109
190,2005-10-25,11.22,11.3,2.6992,16.5683
191,2005-10-26,10.65,10.83,3.1343,15.7187
192,2005-10-27,10.91,10.73,2.4402,16.1049
193,2005-10-28,10.8,10.72,2.1408,15.9504
194,2005-10-31,10.67,10.7,1.2382,15.7573
195,2005-11-01,9.63,9.82,3.8111,14.2125
196,2005-11-02,9.94,9.87,2.0495,14.6759
197,2005-11-03,10.39,10.16,2.4173,15.3325
198,2005-11-04,10.2,10.24,1.2776,15.0621
199,2005-11-07,10.36,10.34,0.7078,15.2939
200,2005-11-08,10.36,10.36,0.7335,15.2939
201,2005-11-09,10.18,10.33,0.9075,15.0235
202,2005-11-10,9.65,9.83,1.2882,14.2511
203,2005-11-11,9.78,9.75,0.7832,14.4442
204,2005-11-14,9.81,9.71,0.438,14.4828
205,2005-11-15,9.63,9.74,0.6131,14.2125
206,2005-11-16,9.52,9.43,0.9571,14.058
207,2005-11-17,9.5,9.55,0.4878,14.0194
208,2005-11-18,9.73,9.81,1.3401,14.367
209,2005-11-21,9.84,9.94,0.7249,14.5214
210,2005-11-22,9.73,9.87,0.8735,14.367
211,2005-11-23,9.76,9.76,0.4513,14.4056
212,2005-11-24,9.78,9.8,0.5205,14.4442
213,2005-11-25,9.73,9.76,0.4741,14.367
214,2005-11-28,9.91,9.81,0.8114,14.6373
215,2005-11-29,9.97,9.85,0.5645,14.7145
216,2005-11-30,10.02,9.94,1.0867,14.7918
217,2005-12-01,9.94,10.01,0.4778,14.6759
218,2005-12-02,9.73,9.7,0.8207,14.367
219,2005-12-05,9.1,9.24,0.9906,13.4401
220,2005-12-06,8.97,9.05,0.85,13.247
221,2005-12-07,9.03,9.08,0.5728,13.3242
222,2005-12-08,8.79,8.9,0.8245,12.9766
223,2005-12-09,9.03,8.92,0.7121,13.3242
224,2005-12-12,9.08,9.11,0.7024,13.4014
225,2005-12-13,9.1,9.05,0.6342,13.4401
226,2005-12-14,9.39,9.31,1.096,13.8649
227,2005-12-15,9.23,9.33,0.7429,13.6332
228,2005-12-16,9.31,9.32,0.3707,13.749
229,2005-12-19,9.29,9.23,0.5019,13.7104
230,2005-12-20,9.13,9.1,0.8536,13.4787
231,2005-12-21,9.03,9.13,0.4971,13.3242
232,2005-12-22,9.1,9.03,0.3672,13.4401
233,2005-12-23,9.29,9.17,1.3548,13.7104
234,2005-12-26,9.34,9.26,2.033,13.7876
235,2005-12-27,9.29,9.28,1.3473,13.7104
236,2005-12-28,9.5,9.34,1.6584,14.0194
237,2005-12-29,9.76,9.67,2.8417,14.4056
238,2005-12-30,9.6,9.69,2.0289,14.1739
239,2006-01-04,9.68,9.62,1.5718,14.2897
240,2006-01-05,9.63,9.61,2.2631,14.2125
241,2006-01-06,9.68,9.71,3.6038,14.2897
242,2006-01-09,9.89,9.8,2.1378,14.5987
243,2006-01-10,10.2,10.1,3.1609,15.0621
244,2006-01-11,10.15,10.24,3.2837,14.9849
245,2006-01-12,10.39,10.19,2.1219,15.3325
246,2006-01-13,10.46,10.43,2.8478,15.4483
247,2006-01-16,10.07,10.2,2.2463,14.869
248,2006-01-17,10.15,10.1,1.5074,14.9849
249,2006-01-18,10.31,10.24,1.5332,15.2166
